0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12
0.12450533039999999	0.124477639	0.1244314912	0.0	1.691865268	0.7021841018000001	0.3128188275	-1.5310016780000002	-0.4372363546	0.7688975218999999	0.638249975	0.032682761889999995	-1.0820537140000002	0.6350467029
0.1244314912	0.1241823917	0.12376759529999999	0.0	1.425214648	0.8284302289	0.13756233880000002	-1.708402294	0.7002090212000001	-1.207117843	0.6327393607	-1.089823263	-1.121883946	1.088809742
0.1242838566	0.12359259759999999	0.1224433458	0.0	1.398213341	0.2981109747	0.3965836318	-1.887253748	0.5908764604	-1.2421051790000002	0.8611772305	-0.7867714624	0.577922374	1.992721007
0.1240625143	0.1227096555	0.1204658081	0.0	1.045836871	0.5925883809	1.245019874	-1.200241886	-0.738702575	-1.474894842	1.323102389	-0.006624385128	-0.8189729018	1.2703743440000002
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	1.268111573	0.8359313152	1.52216006	-0.03825220175	-0.1499847444	-1.328064196	1.346511469	-0.08949511240000001	-1.423775878	-0.09774731943
0.1233992748	0.1200733947	0.11459650130000001	0.0	1.403631939	-0.1960061874	1.067593511	0.36717984	0.7619702233	-1.40033372	0.6474299579999999	-1.431034655	-0.2806953128	-1.614010685
0.122957771	0.1183263288	0.1107360475	0.0	1.383538155	-0.04951341954	1.205308446	0.1858341263	1.433882096	-0.8115818005	0.02097080695	-0.9503175164	1.371964867	-0.6280393928
0.1224433458	0.116298606	0.106284769	0.0	1.672582675	0.6359719046	1.502876254	0.4028010019	1.138220124	-0.5513116922	0.1287928125	0.6299888257999999	1.13659304	-0.8578803285
0.12185630439999999	0.1139950357	0.1012664153	0.0	1.46309004	-0.6367401439	1.5361192540000002	1.100583268	1.31113416	-0.01315485591	0.07677599553999999	0.1851930332	-0.1957827876	-1.766148698
0.1211969948	0.1114210819	0.09570776140000001	0.0	0.7125448119	-1.6560955469999998	1.372874381	0.8309974122	1.250380704	-0.5339367597	-0.3390117046	-1.457735367	0.6224913243	-0.4076711355
0.1204658081	0.1085828495	0.08963846519999999	0.0	0.5796041549000001	-0.1828742217	2.298427354	0.5535064549000001	0.09263558415	-0.2617432836	-0.6086662506	-0.6628695932	0.282568367	1.201293153
0.11966317789999999	0.10548707060000001	0.083090909	0.0	1.046772689	0.579663529	1.9947139	-0.1799120632	-1.42500778	-0.1951990068	-1.843666866	0.2122451878	-0.7978772273	0.8248152555
0.1187895802	0.102141088	0.0761000269	0.0	1.155226991	-0.5663570241	-0.3279997683	0.4417191657	-1.604538091	-0.889117782	-1.43874203	-1.366282034	-0.1081003457	0.2307869396
0.11784553310000001	0.098552838	0.0687031182	0.0	1.004114416	-1.872759085	-0.7398290881999999	1.686011821	-0.8241675237	-0.7575049212	0.9695022856	-0.8217663125	1.6585662719999998	1.632413217
0.11683159650000001	0.0947308316	0.0609396486	0.0	1.579667862	-1.442947034	-1.201804564	0.9133330134	-0.9167322779	-0.3754459575	0.7025305225	0.8464330823999999	1.672000571	0.9368738227
0.1157483718	0.09068413410000001	0.0528510396	0.0	1.6132748819999998	0.1946662661	-0.7893104005	0.7044909133	-1.01018373	0.32060469010000003	0.4054885136	0.1403603907	-0.3115503844	0.1360881657
0.11459650130000001	0.0864223439	0.0444804475	0.0	1.236514412	0.7249284119	0.2110621579	0.5473662796000001	-1.099832263	1.244385983	0.8797533022	-2.069315034	0.9479468387	0.3334870867
0.11337666810000001	0.0819555694	0.035872533	0.0	0.904723859	-0.5802184513	1.0144946190000002	-1.524049405	-0.4882578909000001	0.8112291762999999	0.7470065403	-0.6480291889	0.5391723859	1.113471153
0.1120895957	0.0772944054	0.0270732229	0.0	0.9970345004	-1.944165644	0.6565384422999999	-0.4651395245	0.4895811816	-1.330010142	1.210811625	1.143816776	-0.3992387604	-0.09460246678
0.1107360475	0.0724499076	0.0181294655	0.0	1.284021707	-1.891915836	0.4292257341	0.9086199389	2.447752625	-0.318753271	0.1956727259	-0.3363374179	-0.26778080600000004	-1.125899512
0.1093168261	0.06743356660000001	0.0090889796	0.0	1.218171237	-1.71169134	0.6841486228	-0.03820730799	2.168527296	-0.8218465708	-0.3389213518	-0.8574674379	1.216322503	-0.1107721059
0.10783277320000001	0.0622572806	0.0	0.0	1.3895739480000002	-1.56244963	0.8679457762	-0.6000651107	0.8449431618000001	-1.093735011	-0.08936670469	0.004014629132	1.738272715	-1.1644054
0.106284769	0.0569333273	-0.0090889796	0.0	1.016047782	-1.290153812	1.467482819	-0.157635676	0.1159170483	-0.8719410175	0.1553346141	0.6990850388	-0.08726664064999999	-2.325033554
0.1046737315	0.0514743344	-0.0181294655	0.0	1.092083087	0.2886989545	1.0965361059999998	0.2873160979	0.5629840189	-1.087823634	-0.5188057506	-1.4888491869999998	-0.4937771843	-1.921747473
0.10300061619999999	0.04589325	-0.0270732229	0.0	1.107842128	1.116609424	1.990418229	1.0192833959999998	0.6587870041	-0.11018136380000003	-0.07909048621	-1.653134035	0.7040378143000001	1.009802668
0.1012664153	0.0402033119	-0.035872533	0.0	1.092525929	0.3838621351	2.179828512	0.08383480875	-1.0325794190000002	0.0466404475	-1.27786854	0.5032884751	0.5684959714	1.952719908
0.0994721573	0.0344180161	-0.0444804475	0.0	1.507474251	-0.7393413577	-0.462406407	-0.05111247583	-1.320916555	-0.4621336755	-1.785770137	1.268980241	-0.4912258795	-0.2293696321
0.0976189063	0.0285510844	-0.0528510396	0.0	1.289087491	-1.413640168	-1.503382688	1.500551371	-0.042391978770000005	0.17438047559999995	-0.2181613364	-0.26596096010000003	0.6115512452	0.8228421616
0.09570776140000001	0.0226164328	-0.0609396486	0.0	1.149230823	0.1781000948	-1.133571211	1.74518666	-0.5664348001	-0.5456588705	0.871725207	0.2733977397	0.7048585712000001	1.353203594
0.093739856	0.0166281375	-0.0687031182	0.0	1.254204832	1.144159249	-0.9025330375	1.089103812	-1.575908331	-0.09874430669	0.89663566	0.5272281407	0.08610186687	-0.2453529598
0.09171635730000001	0.0106004021	-0.0761000269	0.0	1.09183433	-0.2001776929	0.4354811161	0.007913278073	-0.6347990894	1.594950575	0.4872372129	-0.8165694375	-2.073906036	-0.8604425548000001
0.08963846519999999	0.0045475237	-0.083090909	0.0	0.5336915717	-1.333847053	-0.4431616054	-1.866696467	0.6345618131	-0.8651906162	0.1314473706	-1.136648922	-0.4972854757	1.673503397
0.08750741210000001	-0.0015161409	-0.08963846519999999	0.0	0.9622275132	0.4061286568	-0.2022912901	-1.821822567	0.541630167	-1.243913593	0.4321592583	0.28767381870000003	0.01051064976	1.583646115
0.0853244618	-0.007576209499999998	-0.09570776140000001	0.0	1.0604912709999998	1.054335755	0.256990106	-1.047422172	0.09125116527	-0.6348699475	1.162876507	0.9258427365	-1.905470656	0.4786965794
0.083090909	-0.013618308	-0.1012664153	0.0	0.6316639755	-0.3521777203	0.130472463	-0.40168557	0.1781528916	-1.561460916	1.027750027	-0.9997125542	-1.93028585	-0.4441281019
0.0808080783	-0.0196281055	-0.106284769	0.0	0.8607298529	0.193311819	0.30155130550000003	-0.3974101581	0.4938225603	-1.84080439	0.6563841527000001	-1.514301383	0.8233334794	-0.9603593032
0.0784773235	-0.025591347200000003	-0.1107360475	0.0	1.274884251	1.03244625	1.079633323	0.2421440149	1.012979867	-0.7023586289	0.5833462661	0.3965217198	1.104863861	-1.206652288
0.0761000269	-0.0314938891	-0.11459650130000001	0.0	1.183863244	-0.2083062244	2.073232783	1.352450008	1.045534837	0.9220592482	-0.2500351071	1.108872285	-1.234779918	-0.1332174948
0.0736775984	-0.037321731000000004	-0.11784553310000001	0.0	0.7049981927	-1.617667619	0.8613908887	0.7703615342	0.290923191	0.3989965204	-1.597823706	-0.8873398907	-1.362537335	1.36038525
0.0712114746	-0.0430610499	-0.1204658081	0.0	0.4537257377	-0.3478653468	0.5478197557	-0.3393517182	-1.11846706	-0.5951607754	-1.880951555	-1.095806679	0.3098215211	1.717565412
0.0687031182	-0.048698232699999996	-0.1224433458	0.0	1.092213366	0.7485993718999999	-0.4637495881	0.027175584680000003	-1.851824675	-0.8491768948999999	-1.111816045	0.7163714326999999	0.1510104624	0.3421350529
0.0661540166	-0.0542199087	-0.12376759529999999	0.0	0.9564462278	-0.242852677	-1.174542781	1.707344108	-1.150418198	-0.2370869608	-0.1119980417	0.2896063374	-1.133814824	-1.019079956
0.0635656818	-0.059612980999999995	-0.1244314912	0.0	0.4084166076	-1.5243118080000002	-0.9468801345	1.950002062	-0.6454834918	-0.1461354399	0.7399141667	-1.029293906	0.8089654177	0.688272085
0.0609396486	-0.0648646579	-0.1244314912	0.0	0.7452821759999999	0.09879188395	-0.8985733189	0.5583265396	-1.287516177	-0.07307416855	0.8470949759	0.3511711175	0.8753934301999999	0.8152409023999999
0.0582774746	-0.0699624831	-0.12376759529999999	0.0	1.230950185	1.262993355	-0.6040417136	0.207096402	-0.984454062	1.336890487	0.5707488896	0.9261253049	-0.3339139633	-0.2391144275
0.0555807385	-0.0748943649	-0.1224433458	0.0	0.7948996570999999	0.1986482992	0.06620949647	-0.2865693313	-0.4057734921	2.589800931	0.4836344629	-1.293438048	-0.4748920012	-0.02496450136
0.0528510396	-0.07964860559999999	-0.1204658081	0.0	0.3345014214	0.2552085746	0.4031251911	-1.64924386	-0.4530863149	1.354549947	0.6963532764	-0.275816225	0.9459305695	1.248025076
0.050089997000000004	-0.08421392859999999	-0.11784553310000001	0.0	0.6157285965	1.258431061	0.1629364146	-1.6188846630000002	-0.2206687558	1.200245579	0.9377857783	1.15720552	-0.1751423605	0.9592166285
0.0472992479	-0.0885795055	-0.11459650130000001	0.0	0.7181372543000001	-0.03425127657	-0.2954389175	-1.339080677	0.17643856300000002	0.436747786	0.8220659663	1.288374773	-1.93524705	0.3965943328
0.0444804475	-0.0927349816	-0.1107360475	0.0	0.08917885058	0.2945521591	-0.6414185281	-1.121643368	1.000350408	-0.9058686286	0.5613863153	-0.4092576765	-0.9437505117	1.164707702
0.0416352676	-0.0966705005	-0.106284769	0.0	0.2387166282	1.407682633	-0.5142339509	-1.346796886	1.307666132	-1.346444657	0.3358575619	-0.3779675415	0.9231142496	1.056295701
0.0387653954	-0.1003767277	-0.1012664153	0.0	0.3966632572	-0.03524098505	0.4045300862	0.5151734517000001	1.24645794	-0.4983596978	1.14328929	1.467871137	0.2295922081	-1.805861328
0.035872533	-0.1038448724	-0.09570776140000001	0.0	0.2524159623	0.13719472289999998	0.3064251445	0.6507854302	2.320517953	0.5391119418	-0.5174545189	0.6788017646	-1.37327418	-1.3805281109999998
0.032958396	-0.1070667085	-0.08963846519999999	0.0	0.2015211854	1.187677806	0.5998229498	0.6582457517	1.486448384	0.1545115979	-0.8485254476	-1.630531306	-0.5839773346	0.2871070498
0.0300247127	-0.1100345942	-0.083090909	0.0	-0.1529938527	-0.649463744	1.68911319	0.500458245	0.1078703281	0.6903063951	-1.136545857	-0.619304788	0.2979849988	1.667789424
0.0270732229	-0.11274149	-0.0761000269	0.0	-0.5148865577	-1.971993109	0.4640701321	-0.2063149276	-1.042806805	0.04810264166	-1.89311142	1.114126967	-0.6194066761	0.3873208393
0.0241056771	-0.1151809755	-0.0687031182	0.0	-0.18534504920000006	-1.00186335	-1.230903394	-0.3802450346	-1.298950337	-0.232084001	-2.390784693	-0.4425972734000001	-1.749301489	-1.310384849
0.0211238352	-0.1173472644	-0.0609396486	0.0	-0.08225388922	0.5818835135	-1.501098319	1.592454799	-0.982153192	-0.2120406408	-0.2715271606	-1.425158366	-0.7930537218000001	-0.16276428199999998
0.0181294655	-0.1192352186	-0.0528510396	0.0	0.3291500284	1.399457496	-0.6874317639	1.3681268030000002	-0.9412230762	0.3330056273	0.843635505	-1.132127072	1.08825665	0.5623650167
0.015124344	-0.12084036	-0.0444804475	0.0	0.4813383173	-0.02171727062	0.5217977727	-1.07294914	-1.075885181	1.584609546	0.5610787662	0.6600787975	0.3479237027000001	0.042749815020000005
0.0121102529	-0.1221588814	-0.035872533	0.0	-0.2100625599	-1.334635774	-0.6592211454	-1.313116377	0.8317217704000001	0.3591155035	0.5000920670000001	0.1023639191	-2.186163754	0.5129920334
0.0090889796	-0.12318765539999996	-0.0270732229	0.0	-0.5241208461	-1.523696598	-0.5677204688	-1.774552036	0.8793094495	-0.9005693054999999	0.5990534504999999	-1.484785575	-0.4398695016	1.612236143
0.006062316	-0.12392424199999999	-0.0181294655	0.0	-0.4202957723	0.1810770969	-0.1227933391	-1.973390638	-0.4275804428	-1.205842454	0.8722341537999999	0.2715446676	-0.9633179405	1.205784117
0.0030320571000000004	-0.12436689390000001	-0.0090889796	0.0	-0.2744871536	0.9462473134	0.080185727	-0.9353480977	-0.1379849056	-0.8306414608	1.411809487	0.8542624882	-1.780568392	-0.1339049272
0.0	-0.1245145613	-0.0	0.0	-0.09840595019	-0.2158386791	-0.6019103863	-0.8551830887999999	1.275545554	-1.4320613919999998	0.6444772218	-1.08297147	-1.28331285	0.1861802366
-0.0030320571000000004	-0.12436689390000001	0.0090889796	0.0	-0.2110661246	-1.497896348	0.06889841347999999	-1.840745143	0.17442277109999998	-1.977381052	0.65892628	-0.9051741273	-0.1187015927	1.173136522
-0.006062316	-0.12392424199999999	0.0181294655	0.0	-0.4796544036	-0.9548525537	1.028099106	-0.4574106681	-0.8694243023999999	-1.69095395	1.815986684	1.126338391	-0.8615745395000001	-0.02547675774
-0.0090889796	-0.12318765539999996	0.0270732229	0.0	-0.008073757657	0.3272585334	0.337632893	0.03770919563	0.2046105886	-0.9722110017	1.066999463	0.3942891721	-1.206889139	-1.328686557
-0.0121102529	-0.1221588814	0.035872533	0.0	0.2871920086	0.5258193184000001	0.17826484899999998	-0.4690672695000001	0.7888329265	-1.5509416619999998	0.5910090185	-0.5458963008	1.113079737	-0.4432434116
-0.015124344	-0.12084036	0.0444804475	0.0	0.4723979065	1.066142467	0.5702777920000001	-0.812078202	0.2618275998	-1.25819825	0.7634598701	0.7169277372	1.641430071	-0.3338325303
-0.0181294655	-0.1192352186	0.0528510396	0.0	0.2467915872	1.772141033	0.4403379148	-0.01646985706	0.5012951757999999	-1.037721151	1.242050037	1.66211634	-0.08540068568	-0.649518085
-0.0211238352	-0.1173472644	0.0609396486	0.0	0.1701048386	1.063511301	-0.03192465142	0.6327895514999999	1.4579828469999998	-0.3747980827	0.477477771	-0.12551564140000002	-0.7903083927	-2.422457204
-0.0241056771	-0.1151809755	0.0687031182	0.0	0.04748037357	-1.152571947	0.3374186258	0.4269957411	2.250271141	-0.1233195324	-0.1059856292	-0.2067534943	1.0152178790000002	-1.032047559
-0.0270732229	-0.11274149	0.0761000269	0.0	-0.2137771878	-0.2983396034	0.851455567	0.5792603451	1.476410737	0.424802107	-0.053258710260000015	0.5455536629	0.8453377145000001	0.8808100769
-0.0300247127	-0.1100345942	0.083090909	0.0	-0.2201615976	1.187863502	1.5956043619999998	0.2400139296	-0.4899572772	0.8711722377	-1.319920019	1.17577376	-1.193156221	1.26394492
-0.032958396	-0.1070667085	0.08963846519999999	0.0	-0.3513449831	0.3737388745	-0.3950262872	0.1663673704	-1.5408388869999998	-0.1786175243	-2.137172324	-0.4621260647	-1.363144608	-0.9487846874
-0.035872533	-0.1038448724	0.09570776140000001	0.0	-0.6963361136	-1.258321779	-0.7257308957999999	1.820577089	-1.11094823	-0.2437673894	0.7260387697	-1.148626198	0.4315207077	-0.6212685011
-0.0387653954	-0.1003767277	0.1012664153	0.0	-0.2247503972	-0.3821544463	-0.4651296946	-0.2196080813	-1.243959752	1.069874804	0.7418326881999999	0.5146348038	1.444986388	0.5803638742
-0.0416352676	-0.0966705005	0.106284769	0.0	-0.2542995367	1.063856883	-0.09267466059	-1.105217364	-0.7226206240999999	1.628290111	0.5480924597	0.855677957	-1.03692683	-0.1548285294
-0.0444804475	-0.0927349816	0.1107360475	0.0	-0.7746165032	0.4396783449	-0.7714522243999999	-1.04271553	0.6127673813000001	-0.956067744	0.4209195559	-0.9195825658	-0.4467047276	0.3464789846
-0.0472992479	-0.0885795055	0.11459650130000001	0.0	-0.4712204189	-1.389691852	0.1502996904	-0.3982325662	1.577928934	-0.8470947892	0.4004789979	0.4017902222	1.5394948940000002	-1.222835667
-0.050089997000000004	-0.08421392859999999	0.11784553310000001	0.0	-0.8386076801000001	-0.4865468462	1.02159373	0.4563806254	1.05249702	0.6768104359999999	-0.111802719	1.7374705519999998	-0.878592535	-0.6878784704
-0.0528510396	-0.07964860559999999	0.1204658081	0.0	-0.2037593883	1.688068166	0.5240435159000001	0.9966213645	1.4429213669999998	1.028936579	-0.973029024	-0.362908918	-1.381307171	0.5900785025
-0.0555807385	-0.0748943649	0.1224433458	0.0	-0.1950889725	0.948240718	1.285930966	0.3097804681	-0.8580689909	-0.1228605165	-1.163168857	-1.920940108	0.3942278716	1.2927384709999998
-0.0582774746	-0.0699624831	0.12376759529999999	0.0	0.062039848139999985	-1.001416651	0.0467257945	0.2688709462	-1.357625891	-0.8026363476	-0.6579231595	-0.2787100193	1.3301837090000002	0.7470704687
-0.0609396486	-0.0648646579	0.1244314912	0.0	0.06955555277	-1.944628835	-1.093378888	0.4061456368	-0.9849797152	0.06095583199	-0.9795266371	1.342578	0.5980464397999999	-0.1776371555
-0.0635656818	-0.059612980999999995	0.1244314912	0.0	-0.4501355103	-0.2993142346	-1.216634115	0.8545806441	-0.1302098602	0.5507201313000001	-1.454147426	-0.0425144283	-0.7790826482	0.1249127809
