0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.181011461	0.0	0.0	0.0	0.0	0.0	-1.710131989	1.392373242	-1.513148331	-1.053430571	0.4058828701	-2.226098101	-0.4166146749	0.073788054
0.1805314511	0.0	0.0	0.0	0.0	0.0	0.9155984007	1.629117084	-1.646494982	-0.4701160124	-1.563570153	0.370463241	-1.804709672	-1.952627228
0.1795727043	0.0	0.0	0.0	0.0	0.0	-0.134673959	2.012644074	0.2368187606	-1.283854276	0.7653099731	-2.081686476	0.2874195009	-0.0240591994
0.178137763	0.0	0.0	0.0	0.0	0.0	1.3557650730000002	1.833489142	-0.713617788	-0.3402024194	-0.5130969234	0.06963004036	-1.899877092	-1.018561602
0.17623043230000002	0.0	0.0	0.0	0.0	0.0	0.04846210003	1.924888975	1.328464466	-1.689578698	-1.393625546	-1.57234339	0.6446214019	0.5625630868
0.17385577030000002	0.0	0.0	0.0	0.0	0.0	1.282631672	1.918163262	-0.4783896556	0.17532732780000002	0.7066222140999999	0.2612031865	-1.298625685	-1.035497838
0.1710200739	0.0	0.0	0.0	0.0	0.0	-0.5842316112	1.671099228	1.682552386	-1.4923774019999998	-0.4805644163	-0.5081851286	0.1181394997	-2.254497899
0.16773086310000002	0.0	0.0	0.0	0.0	0.0	1.25501853	1.632347012	-1.0855406	0.6949108292	-1.227526784	0.1897170605	1.4814459269999998	-0.3075405083
0.16399686019999998	0.0	0.0	0.0	0.0	0.0	-1.052409155	1.167289844	0.7374589987000001	-1.7848158580000002	1.097459849	0.8265189656999999	0.06099824137	0.9286831802
0.159827967	0.0	0.0	0.0	0.0	0.0	0.9029967796	1.195728436	-0.6297718753	-0.07889932626	0.4223706648	0.4830550746	1.397432643	-1.69459262
0.15523523890000002	0.0	0.0	0.0	0.0	0.0	-1.549268644	1.117471317	0.5658112906	-2.187005256	-0.9988508284	0.2816017914	-0.2996617315	1.019201851
0.1502308548	0.0	0.0	0.0	0.0	0.0	1.000208492	1.3937466790000002	-0.9026326959	0.5242818593	1.065495055	0.2191450124	1.215990297	-0.1625945518
0.1448280855	0.0	0.0	0.0	0.0	0.0	-1.26436464	1.041460953	1.09012753	-1.291208596	-0.8053346829000001	1.103338397	0.3617212071	-1.176414828
0.1390412581	0.0	0.0	0.0	0.0	0.0	1.172748049	1.107738784	-0.751832457	1.825960123	-0.1587059916	1.116282442	1.495339037	0.5277168878
0.1328857183	0.0	0.0	0.0	0.0	0.0	-0.544458766	0.28955726670000004	0.3942483087	-0.1811706508	0.1628537929	2.307300256	0.3873704741	0.5573948633
0.1263777895	0.0	0.0	0.0	0.0	0.0	0.2538520997	-0.7672176852	0.5046378979999999	-0.1985053962	0.031778952	-1.116344942	1.291665473	-0.9510609988
