0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15
0.12450533039999999	0.124477639	0.1244314912	0.0	2.022443027	-1.780654882	0.4991330468	-2.962711535	-0.5813079789	-0.9864925772	0.114646315	-1.718057926	-0.6325497107	0.2353575233	-1.232828413	-0.9430260966	1.794501343
0.1244314912	0.1241823917	0.12376759529999999	0.0	1.910992349	-0.316253305	1.195496782	-2.598937582	-0.04983030001	-0.1443215054	-0.6387668000000001	-1.428717817	-0.2052493466	0.32818884660000003	-0.3164284371	-0.06606854355000001	1.181814858
0.1242838566	0.12359259759999999	0.1224433458	0.0	1.696685199	-0.2683739972	1.023251952	-2.328857179	0.4098176395000001	0.244948509	-1.602677694	-1.027217307	-0.484101399	-0.5650270881	-0.2372199577	0.8329854128	0.1291238952
0.1240625143	0.1227096555	0.1204658081	0.0	1.195623702	-0.07921695466	1.6510120419999998	-0.642490817	0.3314832191	-0.07040640394	-1.4465053959999998	-0.008139241326	-0.9412672947	-2.21050248	-0.4596131505	-0.1014894838	-0.7886891184
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	1.196671292	-0.4039813307	1.5098102130000002	-0.23002698510000005	1.504446656	0.2294630909	-0.8858466195	0.4878943288000001	-0.9343593831	-1.379061457	0.1327154745	-1.050097497	-0.6978538758
0.1233992748	0.1200733947	0.11459650130000001	0.0	0.7806667818	-0.8926502711	0.4011222794	-0.4659625241	2.101600837	-0.06141889473999999	-1.709327065	0.2260442241	-0.4602102431	-0.7186764462999999	0.01037902845	0.1579329771	-0.2871054348
0.122957771	0.1183263288	0.1107360475	0.0	0.8910932268	-1.392329189	-0.8345206847	-0.5913644463000001	0.9817483365	-0.6205573959	-1.757203075	-0.7115435196	-1.264396471	-1.477309319	-0.4443928311	0.8056576534000001	0.1910856857
0.1224433458	0.116298606	0.106284769	0.0	1.2108669090000002	-1.098406883	0.6379269817000001	0.4316722273	-0.1515421242	-0.5243748401	-0.935209564	-1.163235744	-1.621546101	-1.684949014	0.2527907658	0.7532707267000001	2.01844977
0.12185630439999999	0.1139950357	0.1012664153	0.0	1.881630557	0.2584812986	1.024639368	1.053143164	0.1009122088	0.7915127899	-0.9228284987	0.6940964093	-0.7470978172	0.6452307509	1.4924166559999998	0.07147606962	2.245152224
0.1211969948	0.1114210819	0.09570776140000001	0.0	1.434821964	1.282102851	-0.03338148295	1.576227031	0.2458763133	-0.008017560651	-1.819151395	1.062448131	0.4644909895	1.201309105	1.400676194	0.4272940549	1.048514233
0.1204658081	0.1085828495	0.08963846519999999	0.0	1.085472953	2.069060223	-1.290990221	1.69049003	0.4865006947	-0.017139926630000003	-2.288215133	-0.09066403843	-1.672147028	1.078521088	1.615290439	0.1470366733	-0.2827902637
0.11966317789999999	0.10548707060000001	0.083090909	0.0	0.8373918361	1.350521781	-0.4176672008	1.114346788	0.715430461	-0.9109884639	-0.4578105844	-1.735162	-1.121747895	0.9866436765	0.3666988689	-1.476367878	-1.702251264
0.1187895802	0.102141088	0.0761000269	0.0	0.5907677379	1.198597316	0.14881306630000002	0.526320691	2.039703082	-0.6523586975	-0.1516322931	-1.662670775	-1.000117756	1.344824073	1.175621559	-0.5141985733	-0.4578843263
0.11784553310000001	0.098552838	0.0687031182	0.0	1.474833452	-0.1285335373	-0.158154	0.1732138479	-0.7663630383	-1.791620374	0.3593759528	-0.8970963415000001	-0.9391518697	0.9523722208	-0.7387126839	0.9630621056	-1.057684209
0.11683159650000001	0.0947308316	0.0609396486	0.0	0.5582525158	-0.9090549756	-0.4145319971	0.3748982083	0.7947575617	-1.842306707	-0.3222004284	0.4107119919	0.4174263733	0.2623599437	-1.969929794	-1.209487605	2.501604096
0.1157483718	0.09068413410000001	0.0528510396	0.0	0.7775279281	-0.6682319447	1.359999753	-1.605197856	2.365481109	-0.6931159591	0.2010793912	0.7049832203	-0.4562982511	0.4017664111	0.8484780048	0.1297536403	2.654229106
0.11459650130000001	0.0864223439	0.0444804475	0.0	0.9753843377	-0.8684579509	1.572087706	-0.1953207573	-0.17641037829999998	-1.645597259	0.320108617	1.974893764	-1.017836583	-1.179144427	0.20308945	1.865319287	-0.74420161
0.11337666810000001	0.0819555694	0.035872533	0.0	1.89263733	-0.3769830503	-0.35384576100000004	-0.8344792508	-1.296216101	-0.3757350866	0.4183319337	0.2993626394	0.2075432053	1.51653914	1.420959902	-0.01246908945	0.413941211
0.1120895957	0.0772944054	0.0270732229	0.0	1.492881514	0.1533071478	-1.643927605	-0.1354007405	-0.02588266463	-0.01168696261	-0.9033960677	-0.6115775452000001	0.5547294694	1.180043668	1.327879063	1.180871281	1.2100532
0.1107360475	0.0724499076	0.0181294655	0.0	0.6530060645	0.1481103368	-0.5124835227000001	1.426348655	0.2399788345	-0.2679689014	-1.196223604	-0.8099447863	-1.3783602730000002	0.3676122107	0.5044501212	-0.07825404122	-0.4621301017
0.1093168261	0.06743356660000001	0.0090889796	0.0	0.5286831679	-0.2561404906	1.828312334	1.389443283	1.600532433	-0.01808683023	-0.3661086198	0.3004882598	-1.09706609	0.9422997219	-0.5318019654	-2.009633836	0.9793202238
