0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17
0.1624067907	0.0	0.0	0.0	-1.488662423	1.068877241	-1.792507817	0.9443549711	1.6817423619999998	-0.6556293097	-0.7984090954999999	-1.127956524	0.1254459094	1.026240072	0.527259891	0.7570016626999999	-0.3908405094	0.1348595299	0.6127526351
0.1585521632	0.0	0.0	0.0	-1.450982135	1.140391989	-1.906768847	0.6297703127000001	1.26859271	0.1055481028	0.031523650739999985	0.9543298965	1.304588645	0.16955699789999998	-0.1313339754	-0.7515402639000001	-0.5177628434	-0.5979823304999999	-0.7930003479000001
0.15430335	0.0	0.0	0.0	-1.62036037	1.370310971	-1.6810733480000002	-0.7852645969	1.968607144	1.196632432	0.7047972153000001	-0.9450262157	0.1642976141	-1.731529639	0.1826584439	0.307048165	-0.7163463031	1.959333851	0.8393326399
0.14967091429999999	0.0	0.0	0.0	-1.196356745	-0.5405044428	3.367584403	0.695759627	1.386587393	1.463887971	-0.9871293903	-1.235604819	-2.267157729	-0.6975374142	1.325851738	-2.99233573	2.8359195660000003	-1.415549498	-0.3354923359
0.1446663732	0.0	0.0	0.0	1.5245440959999998	0.4370739479	0.6179734232999999	1.074402816	-2.028039431	0.731784338	-0.2992609189	0.252610228	0.09504583803	-0.16014089199999998	-0.5099789719	-2.928094242	1.812202767	-0.02516472378	1.714031024
0.1393021686	0.0	0.0	0.0	1.343058294	-0.03984895838	0.2253366267	-0.07455375337999999	-2.9213224660000003	1.878380894	-0.1884783943	-0.5010871789	0.4313449119	1.364220371	1.453516031	0.0943815095	1.317566416	1.485946311	-0.3609648292
0.13359163699999999	0.0	0.0	0.0	1.04657961	-0.7679319243000001	0.4204127549	-0.4550004122	-0.06758255106000001	1.449878423	-0.07924844352999999	0.266049139	0.8817990768999999	0.6236433596000001	-0.6780738472	-1.155893659	1.084595438	0.3390285848	1.842186843
0.1275489755	0.0	0.0	0.0	0.6727527536	-0.8541324714	0.1013429903	1.116738699	-0.5844364722	-0.5857886404	0.5321959558	1.531744254	0.3420311693	-1.337761129	0.3706414129	-1.876764641	-0.1678806559	2.074901629	0.0274713791
0.12118920710000004	0.0	0.0	0.0	0.2508762894	-0.7126250437	-0.7785517517	0.1023985025	-1.369788141	0.7921658567000001	1.419921828	-0.8152871731	-0.5813727921	-2.162651402	1.0423871059999998	0.09202457503	-0.5495228567	0.17332102859999998	0.8221036508
0.1145281432	0.0	0.0	0.0	0.24447562260000005	-0.2859939975	0.1719974057	-0.6118592889	-0.3240108395	0.7123130497	0.2859651844	-0.2737386688	-1.021968659	-1.3130963409999998	-2.013457393	0.1399628769	1.604209439	-0.6430614904999999	1.550229949
0.10758234439999999	0.0	0.0	0.0	0.6054926834000001	0.4221062703	0.3889222066	0.8673011327	-0.3820828121	-0.5261134489	0.1812338796	0.6801224806999999	-1.621775503	-0.1928528916	0.7353159945000001	-0.6107721983	-0.055597778489999986	0.3123911338	-0.3828194887
0.1003690789	0.0	0.0	0.0	0.5191705136	0.6472872518	0.7292517908	-0.1552996472	-0.4920745586	0.1753528168	1.422392572	-0.5464720818	0.3020294499	-0.05786671882	0.5454497981	0.00772798122	-0.09064337219	-1.618832309	0.1355075593
0.09290628	0.0	0.0	0.0	0.4304551705	0.04129271307	0.6981933667	-0.5337414273	0.8699518901000001	1.420526032	0.7041195706000001	1.674415975	-0.3060618005	0.2202602023	0.3225960777	1.197649531	1.034050435	1.4453066369999998	-0.9547644264
0.08521250150000001	0.0	0.0	0.0	0.4839997451	-0.3532344505	0.14504754039999998	-0.9377744807	0.2115856182	0.1061099244	-0.2287495189	-0.5835998226	-0.5786459347999999	1.867292412	1.728312993	0.3817662381	0.9448045225	-1.035773586	1.015500076
0.0773068713	0.0	0.0	0.0	0.542880842	0.051862064910000005	0.08988496857999999	0.2640203998	-0.2451180436	-2.033472952	1.974811977	-0.4824321865	0.2227872875	1.675286636	-0.9111893041	-1.931752051	-1.482458601	-0.5851433936	-0.5450516571
0.069209044	0.0	0.0	0.0	0.09869953897	0.2320367804	-0.07238064468	-0.07215724734000001	0.7351551206999999	-1.223923851	1.239365889	0.4790560599	-0.4318609487	0.3702123232	0.6837753267	0.441933596	0.9028889173	1.077102163	-1.341890528
0.0609391522	0.0	0.0	0.0	0.08415319546	0.3080983293	-0.1746988412	-0.25764812940000004	0.2114667162	-2.309524881	0.4691517448	-0.5670198595	0.07176622605	-1.046708448	-0.2785567882	-0.4040332028	0.3635646186	-1.4715726080000002	0.3084658362
0.052517756	0.0	0.0	0.0	0.2046717024	-0.1703846944	-0.13616310410000002	0.1692165598	0.6970790129000001	0.14576522320000002	0.3807874748	-0.7499612093000001	-0.440676047	-0.9007866694	0.5737724579	0.6728415377	0.5026850258	0.8045198993000001	-1.823886071
0.0439657924	0.0	0.0	0.0	0.3257738082	-0.1906473342	0.1290857765	-0.1176567445	0.2785569845	-0.7322239817	0.4508005583	-1.231718371	-0.2241899431	0.8438098377	-0.9585943634	0.350185483	0.2272831396	-1.024919075	0.5988722677
0.0353045229	0.0	0.0	0.0	0.5764041244	-0.1114702097	-0.5138612716	-0.5241887893	0.16092818779999998	-1.055372985	0.5324367159000001	1.229785248	0.4281728341	0.9671031766	0.3823206527	-1.1989737809999998	0.8518662490000001	-0.8233817377	-1.833576919
0.0265554808	0.0	0.0	0.0	0.7102641597	-0.4114038378	-0.05976285178	-0.8147456989	0.4889972348	0.3062606175	0.7510113025	-0.5671774646	0.5182539934	-1.095153704	1.078261691	0.6713798811	-0.6374704618	1.145421228	0.6772628517
0.0177404176	0.0	0.0	0.0	0.3898620943	-0.6288888145	-0.1026901067	0.2892492285	0.4871326877	-0.1862133775	-0.3840751485	0.4075490539	0.5130817303	-1.022404487	-0.9621242956	-0.2192932209	0.9787894915	-0.7472712253	-0.28610392
0.0088812489	0.0	0.0	0.0	0.07029305955	-0.4540305228	-0.4444207868	0.8227039226999999	-1.160750173	-0.2350372253	1.5974806259999998	-0.4057633977	-0.7630577154000001	-0.2663808834	0.7890580267	-0.5944900004	-0.6999743340000001	0.2654299171	-1.666831419
0.0	0.0	0.0	0.0	0.2050180679	-0.2336015928	-0.3337817493	-0.1097928194	0.1247664239	-0.750788042	2.087092141	-0.6204784461999999	-0.2332827057	0.518528758	-1.552667903	-0.1525470089	-0.1255719942	-0.2282746636	1.064622669
-0.0088812489	0.0	0.0	0.0	0.2322312731	-0.3509366364	-0.4182697664	0.8724053387999999	-0.1141826398	-1.674159895	0.9052377633	1.7313594069999998	-0.1397877214	-0.3870298845	0.3732259974	-0.4333243006000001	0.4636177042	0.4474395284	-1.159617471
-0.0177404176	0.0	0.0	0.0	-0.17147843829999998	-0.697310863	-0.9083469808	-0.1155687654	-0.5412872168999999	-0.4497875203	1.48552923	-0.5628818258	0.3033557177	0.03267803012	1.309250569	0.9557530614	-0.4320442686	-1.04424687	0.3368724101
-0.0265554808	0.0	0.0	0.0	-0.08841283079	-0.9802978157	-0.448393421	-0.169169551	0.1653257016	-0.34518508600000003	0.6156714789	0.8496361105	0.2332457807	0.7516333909	-0.6104810414999999	0.1797280535	0.7374929785	-0.050016968550000006	-0.2332618378
-0.0353045229	0.0	0.0	0.0	-0.04335551525	-0.6552128818999999	-0.17342074489999998	0.9451489458	-0.4233489955	-1.503970055	1.580856286	1.385425144	-0.7027352221	-0.8174597547	1.61181275	-1.985128248	-1.379822674	0.7088585594	0.3097833691
-0.0439657924	0.0	0.0	0.0	0.045270887130000007	-0.9312158992	-0.5065123628	-0.5183765114	-1.634987454	0.5840388354	1.041952431	-0.638713977	0.1422684278	-1.89013921	-0.4616248059000001	0.6691779622	0.4132326525	-2.104789361	0.1728333484
-0.052517756	0.0	0.0	0.0	0.4557472949	-0.7784524036	-0.2854799173	-0.4154755063	-0.4218182463	0.4793766601	0.489916826	0.1551397504	-1.826575232	0.6141111592	0.2477587502	0.6681210835	-0.2685451618	1.161436111	-0.4110692933
-0.0609391522	0.0	0.0	0.0	0.3545630394	-0.4379036792	-0.2036556008	-0.4134999447	-0.1046309024	-0.7968579489000001	0.09565003531	-1.368898174	-0.8101304565999999	0.8461428589	-0.013089077659999998	0.07884924808999999	-0.5903188597	-1.661596199	0.4949810509000001
-0.069209044	0.0	0.0	0.0	0.3312936416	0.1426497457	0.5170943268	-1.336088589	-0.6870309594	-0.5674568789	0.6023342168	-0.2064591128	0.6683074261999999	-0.5472397109	-0.8911982226999999	-1.078948489	0.0745404827	-1.134371709	-0.381881765
-0.0773068713	0.0	0.0	0.0	0.8217997042	-0.1644997231	0.4815109697	-0.448257609	0.2166328654	0.5186705101	-0.7129196395	-1.3467437619999998	-0.5857204886999999	-0.6998793168	0.4101946862	0.4918146412	-0.1567238219	1.067915094	-1.840829211
-0.08521250150000001	0.0	0.0	0.0	0.7767700874	-0.1388797935	0.8481223473999999	0.5769860779	0.08848188928999999	-0.3738340131	0.2253489526	-0.6015511054	-0.2578896668	1.321493767	-1.59639717	0.01879467901	-0.2313598155	-0.9489405961	0.3166010204
-0.09290628	0.0	0.0	0.0	0.5780939924	0.1557716157	0.3805134883	-0.4226259286	-1.000603746	-1.658182096	0.5966717325	1.7690766969999998	0.01843007608	1.097800754	0.5388637359	-0.8436839081999999	-0.3123579368	0.8047228462999999	-1.7509860659999998
-0.1003690789	0.0	0.0	0.0	0.468140665	-0.5619672754999999	0.7363747478	-0.30077744370000004	0.5427759274	0.2017443798	0.1277396579	-0.9981841039	0.5318185338	-0.841061996	0.2800796208	1.762488354	0.4035677944	-0.047774946910000005	0.7475655787000001
-0.10758234439999999	0.0	0.0	0.0	0.4810360956000001	-0.5219329839	0.7386209288	0.216149963	0.001237676538	-0.5583781599000001	-0.4416297804	0.6808660107	-0.4809488099	0.709981251	-0.5900418539	0.9986984993	1.859523894	0.5367122756	-0.7939588759
-0.1145281432	0.0	0.0	0.0	0.7523495695	-0.2346376552	0.8428979163	0.4894090443	-0.1677279016	-1.729478522	-0.1713801082	-1.015373552	-0.4360431942	1.231174396	1.5024905709999998	-0.3989207641	-0.02382025464	-0.5119658121	0.5260374357000001
-0.12118920710000004	0.0	0.0	0.0	0.8661031639	-0.15350925880000002	1.088162132	-0.1943667504	-0.3448394393	0.8609422445999999	0.1443033518	0.04114570724	1.192577607	-0.8216527073000001	0.1420183552	1.517933929	0.41259369	-1.635100178	-0.5603441247
-0.1275489755	0.0	0.0	0.0	0.1661137785	-0.3638082836	1.199969101	-1.777813412	0.1922043525	0.1460173492	-0.202790632	-2.041523068	-0.5555132116	0.6763655094	-0.1826082951	1.5459938969999998	0.9416797252	1.746565767	0.5731244605
-0.13359163699999999	0.0	0.0	0.0	0.5878310515999999	-0.2985846977	1.232583016	0.1769814335	0.4613990291	-0.9096172843	-1.375832687	-0.2615460104	1.467082436	0.9141844004	-1.054901766	-0.6292117418	-0.8525052328	-0.128394146	-0.005744884285000001
-0.1393021686	0.0	0.0	0.0	0.3244827166	-0.2546832077	0.3785709398	-1.298747458	-0.8307463473000001	-0.736987297	-0.2387027591	0.8746254581	0.9712452412	-0.114757532	-0.028258696160000006	-1.227033189	0.6298576229999999	-0.2687024104	-1.482232136
-0.1446663732	0.0	0.0	0.0	0.4363782872	-0.4995206362	0.7714296319	-1.617278698	0.199353438	0.7868392356	-0.4892245069	-1.300769881	-0.4963347184	0.09081100769	0.4104138452	1.090495188	-0.446259049	0.9462965791	0.7585826862999999
-0.14967091429999999	0.0	0.0	0.0	0.8003004716	-0.8187373165	0.7631139575	0.6085016425	0.08940667123	0.2002014736	-1.650069279	0.035595622660000006	0.264004518	0.4903582965	-1.471662374	-0.652606519	-0.1525612577	-0.9443048882	0.07367938418
-0.15430335	0.0	0.0	0.0	0.7853645915	-0.7535512556	0.4965474922	1.255976462	-0.8830524992000001	0.2313899827	-0.0005313875025	0.2022702207	-0.3549382623	-1.061429948	0.7228317082	0.3374117125	-1.168824062	0.8210037561	-1.5093518730000002
-0.1585521632	0.0	0.0	0.0	0.07114065912999999	-0.165108912	1.379492406	-1.237304949	-0.9027774454	-0.2453939625	0.202500177	-0.6544991933	0.1756182494	-0.6153385817	-2.145041419	0.8311760196	1.091838312	-0.1919189601	1.294744856
-0.1624067907	0.0	0.0	0.0	0.5648000481000001	-0.01404043641	0.7227152906000001	-1.6240738330000002	-0.6664987641	-0.569347018	-1.3653100219999998	0.2125525222	1.315816702	-0.5050253390999999	-0.1395937575	-0.2534499697	-1.737467172	-0.8431655189	-0.6771591398000001
-0.1658576494	0.0	0.0	0.0	0.1405509577	-0.7936383623000001	-0.03041188645	-1.733806355	0.2225946238	1.658504832	-0.1951100271	0.6446979482	-0.4995982004	-0.07120193989	-0.9952869262	0.4016278979	-0.5365047734	0.08066705943	0.5315717879
-0.16889615989999998	0.0	0.0	0.0	0.7171268298000001	-0.8552907294	0.2546952621	-0.4459129231	-0.1214795643	-0.416576175	-1.714981889	-1.5262880019999998	-1.994824828	0.8810858051	0.2155682698	0.1023136381	-0.1004967822	-0.7056036623999999	-0.5392367275
-0.17151476780000002	0.0	0.0	0.0	0.7064540761	-0.3060349792	1.580065626	0.4416085033	-0.5659931438	0.1552240368	0.1000004935	0.2443197816	1.002979039	-0.3258837054	0.09735788697	0.5704285845	-2.043437747	-1.128576563	-0.1196900194
-0.1737069631	0.0	0.0	0.0	-0.08953024396999999	-1.23316458	0.6462110772	-1.647099392	-0.7469834514	0.547149157	-0.6675166066	0.4466153647	2.049854525	-1.550711067	-0.6110982621	0.2927662541	0.2922066657	1.580711428	0.3832278137
-0.1754672954	0.0	0.0	0.0	0.041762769080000005	-1.56958108	0.02546864463	-0.8991722893	-0.7065764069	-0.05904642635	-2.061784125	-0.3359881414	1.487533354	-1.173636372	-1.034046292	-0.5199795962	-2.270228258	0.0950387719	0.1997656602
-0.1767913884	0.0	0.0	0.0	-0.01992269501	-1.674482182	-0.6274260753	-0.9675823067	-0.474403955	1.565034415	-0.3271500953	-0.2699166241	-0.6245269815	-0.5715510361	-2.143839308	-0.1179189126	-2.540679575	-0.0035648681670000008	0.8761106271
-0.1776759502	0.0	0.0	0.0	0.14415715980000002	-0.960804264	0.3614208749	-0.4086614078	-0.9332626888	0.306735001	-1.767209932	0.35420337	-3.373837329	0.674145812	-1.61857324	0.79341621	0.1238642125	0.03017452068	-0.6457210396999999
-0.1781187815	0.0	0.0	0.0	0.8535252472	-0.1324503659	0.9883895445	-0.7961229612	-0.5587572901	-0.8968263076	-1.099070892	2.760877957	-1.21194315	-0.1564138972	1.842105757	0.1523407704	-1.027005001	-1.107149695	1.814642112
