0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15
0.1446663732	0.0	-0.2344211919	1.447012826	-1.222148216	1.059156176	0.53769933	1.2560079240000002	0.6327973067	0.6093917139	0.9656646977	1.868032146	-0.1278941185	-0.1356899861	1.447284732	1.064153981	0.4106994749
0.1393021686	0.0	-0.4698374346	1.5725105869999998	-1.225190856	0.9759822178	0.8419517194	0.7793174222	0.5904533975999999	0.8805509009	1.679149428	1.945055773	-0.3921254387	-0.026765555040000003	-0.338014145	-1.264585148	-0.2938005757
0.13359163699999999	0.0	-0.4049933921	1.252686195	-1.258378099	1.022539768	1.4309829319999998	0.2550197953	0.6980752591	0.3790719072	1.23183469	-0.05278216026	-0.06157520184	1.047342509	-1.350922765	-0.2885292833	-1.678527642
0.1275489755	0.0	-0.17819074969999998	1.2713485409999998	0.6891420753	0.7939039248	2.1608856480000003	0.3445126479	2.061434057	1.726397013	-0.05319248113	-0.7503547815999999	2.597576225	0.7986035908	-2.145103801	-2.031702569	-1.6951728380000002
0.12118920710000004	0.0	-0.3328185134	0.5921725969	4.076683254	-1.129757016	-4.828261083	1.3715190330000002	2.907396206	-2.631409762	-2.723123042	-0.4118486759	0.5439662913000001	-2.580180528	-1.268222314	1.209666183	0.4631109472
0.1145281432	0.0	1.127676236	-0.3526795316	-0.979150728	-5.003557795	-1.29121694	-2.230643532	-0.03953746769	-1.159732813	-1.139382797	-1.337410308	0.2868384027	0.05153393657	2.771881524	1.256181659	0.5159969696
0.10758234439999999	0.0	0.3483567565	-0.4700283858	1.448236909	-0.7134148575	-0.2212395882	-0.8159399258	0.02967391975	-0.3612583798	1.054318193	0.2749704783	-1.891335985	-0.6793627507	1.762270445	0.3579912422	0.1064715082
0.1003690789	0.0	0.3815367425	-1.131193678	0.8772335747	-1.019755301	0.11468326	-0.9273180708	-0.1059100905	-0.3085353177	0.1020125955	0.09633623055	-1.466926321	-0.2022097486	0.9167508292	1.279459834	0.1254902597
0.09290628	0.0	0.2795671779	-0.9553912143	0.5240622208	-0.5062731318	0.055859906	-1.245256218	0.1166510816	0.350853012	-0.4398070236	0.2152629483	-0.9299709515	-0.444360465	0.1127851829	-0.471489017	-1.7283757030000002
0.08521250150000001	0.0	0.3453094856	-0.8822827809999999	0.3728513418	-0.4852716791	0.1897605059	-1.129242438	-0.17723773350000002	-0.1175048427	-0.8000820148000001	1.63066658	-0.3753811286	0.2018500375	-0.1855180935	-0.1296703275	-0.06486624366
0.0773068713	0.0	0.37340942	-1.237468075	0.3644058357	-0.5502866307000001	0.4300018767	0.04272063516	0.3016547123	0.5557619559	-0.561716864	-0.1656604629	-0.27972092600000004	0.1888268561	0.1444118353	0.3936284511	1.015902978
0.069209044	0.0	0.23637434350000006	-0.927844608	1.214409134	-0.6058862408	0.02967554074	-0.6589042817	0.1981243886	-0.223236745	-0.5031180619	-0.2342666369	-1.1103045740000002	0.988449063	0.0956647189	0.5647239238	-1.402282056
0.0609391522	0.0	0.3965361249	-1.234243536	0.986733424	-1.176455379	-0.4884095551	-1.061236075	-0.4748743572	-0.8221422207	-1.250473892	1.201474322	-0.3457811621	0.761997004	0.196367961	0.6064301693999999	-0.5257366354999999
0.052517756	0.0	0.4260462059	-1.190516236	1.098881374	-1.4520949980000002	-0.4271017994	-0.8484216109	-0.8737998113	-1.402184075	-0.411045242	-0.3254860384	-0.5516996643	1.445394904	0.2546381319	0.2035124004	0.8337297373999999
0.0439657924	0.0	0.5045676692000001	-1.130375416	0.6374841067	-1.028631807	-0.03917915074	-0.3403810299	-1.289896029	-0.860907853	-0.5192645917	1.200256471	-0.06900400039	-0.4167250934	-0.2176321414	1.126478196	0.4661733582
0.0353045229	0.0	0.4737057770000001	-1.183931424	0.7016368443000001	-1.065783918	0.029279379	-0.01567478673	-0.8908022591	-0.7074013353	-0.4656377587	-1.284946482	-0.6001030074	0.9803516451	-0.4042721323	-0.4513766961	0.4010328968
0.0265554808	0.0	0.4248161661	-1.042098845	0.9608273697	-1.078338772	0.05191980433	-0.4699862872	-0.6431808781	-1.194349783	-0.1026695445	-0.8300865211	-0.6297316118	1.127385582	0.09377993892	0.5269770811	-0.6530115513
0.0177404176	0.0	0.4447617143	-1.015086333	0.9826056577	-0.7942428547	0.09530365059	-0.3164770723	-0.4009087675	-0.9317757566	-1.968410709	0.03000162009	0.115453677	0.01663649818	0.6194547146	0.9484588174	0.5193122684
0.0088812489	0.0	0.4518739085	-1.293918602	0.8387874475	-1.296002239	-0.5683276965999999	-0.2620739584	-0.4487465027000001	-0.9306386854	-0.7232978252	-1.121642725	-0.25880129	1.433690105	0.9026173746	0.2516951775	-0.34428727229999995
0.0	0.0	0.3977313734	-0.9823378895	1.024191568	-1.156731331	-0.4389069163	-0.4125414705	-0.6366598892	-1.174182738	-0.9606670577	1.287228409	-0.4135503479	1.223994704	0.851630381	0.9828715651	0.1810597179
-0.0088812489	0.0	0.5718311835000001	-1.223351505	0.6656810707	-1.173302399	-0.1999501292	-0.7321550142000001	-0.6990150279	-1.136705467	-0.4013886819	0.8223751019	0.02540513398	0.5045268082	-0.06029374722	0.2949737433	2.479204252
-0.0177404176	0.0	0.4200936829	-1.584371073	-0.4396900473	-0.8728414815000001	-0.2946775695	-0.3101704309	-0.3272048032	0.3760910073	1.491903565	0.1088866669	0.6919393776	-1.054161982	-0.1279557947	-0.5752683594	-0.8311146211
-0.0265554808	0.0	0.2270232533	-0.17100735460000002	0.5776827685	0.259528671	0.3208039628	-0.1942441477	-0.6215882411	-0.9190947368	-0.1078958439	0.9260439676	0.5030295488000001	0.07124771775000001	0.5854935229	0.3035153376	-1.037207056
-0.0353045229	0.0	0.33777454450000005	-0.6802143443	-0.1531569744	-0.02777196358	0.3641764087	-0.2634020681	-0.9588459145	-1.118826913	-0.8127415923000001	0.4177479391	1.3742605469999998	-0.05544275819	-0.1250808092	-0.3361748928	0.8399079348
-0.0439657924	0.0	0.2583590758	-0.8491607938	-0.3990254824	-0.02898423127	-0.1858143022	0.4415212346	-0.4393787954	-0.2042636518	0.1917468446	-1.567082544	1.129617088	-0.3553445142	0.2303542421	-1.163864114	-0.8793316864
-0.052517756	0.0	0.1500460368	-0.06867874274	0.3858898678	0.3589362443	-0.1467319607	-0.09871990349	-0.2854174547	-0.8757603614	-0.3125192954	0.2060738904	0.9462514483	-0.01688736764	1.406441366	0.499937324	-0.9041126022
-0.0609391522	0.0	0.296685895	-0.4374990526	0.363307272	0.2336872919	0.4508999516	0.4670305681	-0.1749227964	-0.6188250846	-0.4413430756	0.5631323919	1.343220729	-0.6682946882	0.9032658369	0.7528619062999999	1.39762043
-0.069209044	0.0	0.2746630792	-0.4582630022	-0.007207969486999998	0.2385218984	-0.02536488813	0.1976806054	-0.4347228378	-0.3357839094	0.3469010365	-1.390920386	0.4915050907	-0.07187353097	0.7433125162	-1.139967332	0.243332833
-0.0773068713	0.0	0.1978475674	-0.3664951901	0.7482997348	0.12563966140000002	0.04326888895	-0.1562562619	-0.3998019373	-0.819451873	0.5534088247	-0.561554976	0.2139884756	0.9496860489	0.4926003784	0.5083676395000001	-0.7000522568
-0.08521250150000001	0.0	0.2108973053	-0.6567344891	0.23881836760000005	0.04391392125	-0.5009487242	-0.5893179732	-0.9920783759	-0.8896349212000001	0.28976924260000003	0.664309216	0.32514868350000004	2.238966318	0.0029777107030000004	0.5511111608	-1.211686551
-0.09290628	0.0	0.2963757551	-0.6855977386	0.1376992311	-0.02339481355	-0.1970059041	-0.6123466429	-0.8462311940999999	-0.7371386887000001	-0.7745797956999999	1.293893542	0.5816074747	0.1458199808	-0.2403386381	-0.1131250694	-0.1086277423
-0.1003690789	0.0	0.2727990084	-0.8911676437999999	-0.35927978	-0.06265570243	-0.4234285603	0.352984705	-0.2968298461	0.1129407948	0.2438896271	-1.236272977	0.7099460397	-0.236880745	0.5804698412	-1.253702317	0.3423018315
-0.10758234439999999	0.0	0.1477654631	0.3014388059	-0.009262345214	0.806028532	-0.04963943755	0.2081146533	-0.5747476395000001	-0.4205640367	0.5437763211	-0.04255520548	0.1981879735	-0.1086884303	1.273461799	-0.4969091763	-1.205059862
-0.1145281432	0.0	0.1495784273	0.1614592054	0.1354449811	0.4822182009000001	-0.004533165451	-0.18078371	-0.5878178602	-0.5251424818	0.3026542317	1.3513886380000002	0.4720727944	0.16117782560000002	0.6515901453	-0.0443550593	-0.4524080372
-0.12118920710000004	0.0	0.2334345778	-0.211407705	-0.4706327813	0.2322070863	-0.1645992766	-0.3709222	-0.8510870394	-0.2487550377	-0.1416623182	1.532687193	1.25450265	-0.3880914394	0.1496147972	-0.8332991003	0.4855505021
-0.1275489755	0.0	0.105024108	-0.4474402799	-0.3030696704	-0.09427894614	-0.1727814937	1.369201644	0.041265040710000006	1.337894734	0.6255212079	-1.090887076	0.8490055609	0.08897112287999999	0.8403437949	-0.1665128691	0.4041877535
-0.13359163699999999	0.0	-0.14087217970000002	1.747187189	0.4806852462	1.151306523	-0.29965081530000004	-0.2756667495	-0.4806273195	1.557586243	-0.3109436754	-0.9151992875	-0.5625448993	-2.048704524	1.014777807	-1.118521742	-0.3057094831
-0.1393021686	0.0	-0.07251763947999999	1.0420259159999998	0.2344899464	0.7272116448	-0.4441579035	-0.4696596977000001	-0.6308632208	0.4923607714	1.113889242	-0.5967411475	-0.0359930952	0.05874554331	1.385221075	-0.5013792006000001	1.744346996
-0.1446663732	0.0	-0.0075095318960000015	0.27596322100000004	0.2410943577	0.331928926	-0.8088766284000001	-0.3487532847	-0.2965364323	1.320388779	1.143523521	1.3339555	0.4982928793	-0.4509671327000001	0.8156168413	1.474799376	0.7046905095
-0.14967091429999999	0.0	-0.08260243094	0.66844033	0.2267387707	0.6208132185999999	-0.4686225643	-0.937257135	-0.6012576955	1.015436493	1.059003888	-0.1576794085	-0.06293591752000001	-0.1384797224	-0.1549424099	-0.7052164761	1.405908021
-0.15430335	0.0	-0.09154848897	0.6189187211	0.2622039271	0.4990803315	-0.4444543237	-0.9115048863	-1.038869219	0.6505732916	1.054914555	-0.5728054322999999	-0.2281875445	1.301247136	-0.9441515154	0.2339950748	-0.4607319272
-0.1585521632	0.0	0.048996129860000015	0.4890741971	0.3322191407	0.5489699343	-0.1492260678	-1.027833543	-1.038393578	1.015840788	-0.45131186	0.324047727	0.04374149272	-0.6400118064	-1.162202916	0.7470414156999999	-0.5868071646999999
-0.1624067907	0.0	0.02764864533	0.1111327427	0.004431923734	0.2173663024	-0.7667765718999999	-0.7584379707	-0.7526570284	1.466273531	-0.09333719467	-1.496293451	0.133603906	0.3244919589	-0.7638975694	-1.015048572	-0.06524835882999999
-0.1658576494	0.0	-0.2118620016	0.5943040983	0.5124443501	0.6301044193	-1.06006114	-1.131847714	-0.5351824292	0.4184545276	-0.08833529855000001	-0.5790999568999999	0.4444782883	0.5698091693	0.3546002437	0.6586127316	-1.182947167
-0.16889615989999998	0.0	-0.00358166146	0.4236106058	0.5052147147	0.467480454	-0.5173403269	-1.086141932	-0.4380028962	0.3584712423	-0.5511191448	0.28102309940000003	1.186572045	-0.7284220387	0.1621898767	1.048175838	1.207376694
-0.17151476780000002	0.0	-0.0535715649	-0.01297471518	-0.33814408020000003	0.033491614010000004	-1.03835153	-0.6754906104	-0.06412493133	1.165017583	1.651459766	-0.9684378479	1.24318876	-0.474356905	-0.2100704894	0.2663318832	0.06686482172000001
-0.1737069631	0.0	-0.06961593076	0.9655909165	0.3848606247	0.8258556279000001	-0.3627519661	-0.5345706724	-0.332478627	0.5388683828999999	1.3975844569999998	-0.5017273293	0.2334048104	0.3376721054	-0.1422436382	1.116898379	0.7941000883
-0.1754672954	0.0	0.06940755306	0.3032757112	0.08081813419	0.501363894	-0.2422313653	-0.9874653122	-0.7240280556	0.8222168572	0.1229632098	-0.9835327144	0.6841931535	0.2870413697	-1.580061725	0.6811354649	1.193172947
-0.1767913884	0.0	-0.1245613187	-0.1054426593	0.5787073032	-0.1186725183	-1.287432229	0.645079393	0.19659671	2.638468876	-1.5139666880000002	-1.719559546	0.7319844918	-0.7429343376	0.1693069686	2.9439613380000003	0.2380067381
-0.1776759502	0.0	-0.06299522825000001	0.6607261965	-0.4924726754	0.2624174024	-1.449495727	-0.03912365045	-0.1911536582	2.277351189	0.9125526995	0.966436339	0.4019649003	-1.867709062	1.329013715	-1.791628136	1.7255283609999998
-0.1781187815	0.0	-0.1985026033	1.759347804	0.1651431436	0.8671247411	-0.059139156870000015	-0.2382547936	-0.12906153439999998	0.8250449524	2.290127446	1.148034658	0.8510670961	-1.025769985	0.4386202944	0.7352554495999999	0.8806759723
