0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18	0.0.19	0.0.20	0.0.21	0.0.22	0.0.23	0.0.24	0.0.25	0.0.26
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1254815624	0.12545276789999998	0.125404782	0.0	0.0	0.0	-2.793203652	1.880595512	-1.524210294	-1.282764641	0.5157021787	1.939639627	2.431331716	1.932333236	0.719424257	1.053810476	0.9280146654	2.417129984	1.420239807	1.662591449	2.2819128230000003	0.2014236729	0.3818395786	1.267502787	1.976173054	0.5168264054999999	-0.603763913	-0.879898465
0.125404782	0.125145764	0.1247144634	0.0	0.0	0.0	-3.365081219	1.523090475	-2.307842092	-1.232294819	0.8219932231999999	0.7116465078	2.802907714	2.327963351	2.764328605	0.5816286454999999	1.386307934	0.5384584850999999	4.167515166	0.04113536856	3.274517927	0.6632465715	0.4100596239	-0.4133491782	0.7935788876000001	-0.1902050115	0.16505327960000002	1.061742423
0.1252512683	0.1245325074	0.1233376262	0.0	0.0	0.0	-3.160120845	2.2943601630000003	-2.343104401	-1.334996124	-0.1419324847	-0.3278678125	2.243484515	1.473106263	0.6343203527	1.112165117	-0.2639773866	1.64893949	2.695451639	1.945469403	1.382319745	-0.9458957971	-1.254173161	1.4729372980000002	-1.217791039	-1.187723153	0.2450503177	0.7062874887999999
0.1250211152	0.12361449890000001	0.1212818495	0.0	0.0	0.0	-2.175274077	3.360056003	-2.462890406	0.1235169672	-2.157942105	-0.8077678937	2.562128183	-0.09652404423	1.288293262	-0.9379936182	0.1061536279	1.497010982	1.087493405	0.6755240915	1.587606948	-0.6296398047999999	-1.763856628	-0.5874495959	-1.423202596	-1.449347929	-1.7140051530000002	0.1501454695
0.1247144634	0.1223939849	0.11855844970000001	0.0	0.0	0.0	-2.35005476	3.233816259	-2.9860089810000003	-0.32380778120000003	-0.3123191458	-0.5689079693	3.053372035	1.252597985	0.045496722120000006	-0.8361397902	-1.173212028	0.5201137972	0.3776351493	1.436854336	2.272183404	-0.3610361287	0.715996871	0.8972070907999999	1.23692275	0.04155223975	-1.133480888	-0.9158750963
0.1243315007	0.1208739525	0.1151824185	0.0	0.0	0.0	-2.406807357	1.87742292	-2.388173931	-1.474035815	-0.6069589306000001	0.7173252595	2.567697428	2.393889907	3.0542516	0.1124132295	2.077466745	1.826948054	2.589485285	0.7965632662000001	1.661051905	1.987804165	0.4769363488	0.5941625165	0.4923221074	1.189810675	-0.5108442012	4.864276954
0.12387246130000001	0.1190581211	0.11117234	0.0	0.0	0.0	-2.690207076	1.6670942080000002	-0.8174843437999999	-0.9924749957	0.03749873762	0.275822945	1.586842556	-0.3932857647	1.008172494	2.44978866	0.7082893549	2.1024837240000003	2.280023743	1.204514538	1.584306968	-0.228207926	0.3645486571	0.3878890579	0.9204510293	-3.271718025	-2.146637164	0.9831260055
0.1233376262	0.11695093460000001	0.10655028849999999	0.0	0.0	0.0	-1.023391272	3.663025223	-0.8314220798	0.1779630503	-0.4491025719	1.085984056	1.4599106119999998	-0.9990078014	-0.2099700315	0.1871711708	0.4028194009	0.7839438134000001	0.01738978823	0.5955918587	2.186935617	-1.946673602	-0.9433182407	1.106468866	-0.7562844325	-0.01195526273	0.9934524202	0.33731153340000003
0.1227273226	0.1145575496	0.10134170710000001	0.0	0.0	0.0	-2.623515049	1.675360617	-2.023985165	-1.04585473	-0.4225958081	-0.8168166694	1.177262369	1.259625826	1.433146532	-0.01088013472	0.08154008931	0.02926715902	0.6955161559999999	-0.04304023238	1.348870629	-0.7329005138	0.06403919628	-0.2104583689	1.084138254	1.547569788	-0.1839581141	2.12303687
0.1220419239	0.1118838231	0.0955752677	0.0	0.0	0.0	-1.794698808	2.257388578	-0.6656503262	-1.436700121	0.2122339129	0.5658506631	0.6447341548	0.7912049061	0.7677185172	0.4687038902	0.4902115757	1.875141276	1.339597778	-0.1647811042	0.1109729926	-0.6579534735	1.244493682	0.33303484780000003	-1.6148643930000002	-1.092340466	1.102251165	0.7208333241
0.1212818495	0.10893629810000001	0.08928271300000001	0.0	0.0	0.0	-2.555918358	2.512816758	-1.302400564	-0.2566912899	-0.8971957187999999	-0.15089296929999998	1.5173563469999998	-1.080977501	0.6611395375	-0.32473745530000003	0.5686769634000001	1.632078944	1.514731201	0.2788054775	1.215411462	-2.456948471	-1.201635111	-0.3595454846	-1.189739896	-0.8799007990000001	-1.117517025	2.951891365
0.12044756449999999	0.1057221877	0.0824986815	0.0	0.0	0.0	0.5334794799	0.4477449573	-1.198710043	-1.598857122	-1.408915005	-1.151133252	-0.2727927299	-0.9012325103	-0.135441075	-0.9190707899	1.044597021	-1.410795057	-1.5074205530000002	6.202376411	0.9165403101	0.9036212336	-0.2496331163	0.902529323	-0.6197576134	-1.398771267	-0.974336057	0.3706573014
0.1195395794	0.1022493574	0.0752605177	0.0	0.0	0.0	1.96208329	-1.583879476	0.2031431634	-2.807895124	-0.3781359538	-0.4880324355	1.7330396419999998	-0.1507068142	1.078088686	-0.1722595896	-0.1918197602	1.007921361	0.2488147616	0.1511723385	-0.3508655511	-0.1245885681	0.05654484701	1.553439594	-0.2049302288	0.1525358214	1.006872291	-0.3147199998
0.11855844970000001	0.0985263058	0.0676080655	0.0	0.0	0.0	1.264883913	-0.7405744269	-0.07566029267999999	-1.463216649	-1.744751757	0.16879708170000002	1.581735034	0.9387915406	0.6063300854	1.231629741	1.164883699	0.448765843	-0.381103206	-0.03676005709	1.396904806	-1.895524414	-0.9170152449	0.8105106018000001	0.7322623909999999	0.4762971232	-2.339990924	-1.226560696
0.1175047759	0.09456214380000001	0.0595834497	0.0	0.0	0.0	1.596628303	0.4644477126	0.2007936074	-1.101873834	-1.391085455	-0.7541130234000001	0.5068722819	0.8036414064	-1.018493911	0.8232791635	0.2763609297	-0.1769084982	-0.2808351846	-0.09171911401	0.3716184633	-0.2768695454	0.8813011598999999	1.045462188	-0.9954380005	-0.1774235018	1.046301473	-0.6108242886
0.1163792026	0.0903665724	0.0512308434	0.0	0.0	0.0	0.3239256463	-0.6427640041	0.6360874185000001	-2.301106257	0.3228875748	1.533981481	-0.2169949895	-1.188285638	-0.09285656133	0.213581683	-0.1245318196	1.501669067	-0.4946227662	-0.2682434153	-0.5724239104	1.027609141	-0.5583041786999999	1.474463611	-0.5609949605	1.520760878	-1.150722428	0.431540233
0.1151824185	0.08594985890000001	0.042596225599999996	0.0	0.0	0.0	-0.1984019036	-0.1124662602	1.296876483	-0.8904470952	-1.089298525	0.158050893	0.06501691674	-2.054250688	1.025891373	-0.340296193	1.709989209	-0.8814319812000001	0.01487593231	-1.688501578	0.934558208	0.05073220875	-1.484293014	-0.1855857325	-0.09607399569	-0.6316227769	0.8748232201	-1.294039693
0.11391515599999999	0.0813228116	0.0337271273	0.0	0.0	0.0	0.5199838561	0.573026597	-0.1295254118	-0.8518249715999999	-1.534059164	-1.5266368540000002	-0.356516478	-1.782900323	-0.6641853173	-1.021505727	-1.507604304	-0.3527708604	0.7012864734	0.7240049087999999	0.7244587794	-0.6332646579	0.05691379337	1.558726523	0.1019081606	-0.6921367475	0.8323839947	-0.964333119
0.11257819050000001	0.0764967538	0.0246723705	0.0	0.0	0.0	0.1424570829	-0.173596697	-0.045908797300000005	-1.6869478969999998	-0.03450118126	0.8017215695000001	0.1694685146	-0.4992862883	0.5801571578	-1.272162313	0.5422278857	-0.7074897768999999	0.5743347596	0.8466594169	-0.1900988137	1.335979863	0.5317659677000001	1.5846725869999998	0.9759686277	0.2255651581	-0.9173541412	-0.925082698
0.11117234	0.0714834957	0.015481799099999999	0.0	0.0	0.0	0.2588981174	0.667508005	1.023206952	-1.291129011	-0.6834009590000001	-0.739300243	-0.041309381160000005	-0.3092048032	0.8697681083	0.4238671564	1.065437613	-0.09094967002	0.6652858212	0.6454227147	-0.16878645899999994	0.19138324760000006	0.985241161	-0.3856573568	0.7468759688	-0.5204653176	0.2009189694	-0.1137986487
0.1096984648	0.0662953054	0.0062060047	0.0	0.0	0.0	0.8666690638	1.514495526	0.608861801	-0.1203330015	-1.668933213	1.345967648	-0.08303797835	-0.235651904	-0.05126119784	0.05379652681	-0.1667102111	0.3180539637	0.416459039	0.6143569834	-0.2374143987	-0.08828864825999999	-0.6471184450999999	-0.245957662	1.6959342469999998	-0.3825448131000001	-1.816474779	0.2804575538
0.1081574666	0.06094487940000001	-0.003103952	0.0	0.0	0.0	0.3988203637	0.1133440887	-0.5103135196	-1.015688782	-1.282736124	0.6019416659000001	-0.6282280340999999	1.402257819	-0.4990276718	-0.6165852327	2.101561616	-1.956889194	-0.1062572957	0.534351658	0.3958057816	0.4927736444	0.2605618115	0.3466029112	2.513523121	0.8395623170000001	0.5535146434	-0.2019698742
0.10655028849999999	0.055445311100000005	-0.0123968223	0.0	0.0	0.0	-0.1018740213	0.03645412406	1.26278745	-2.111165507	2.047910291	-0.9979393279	-1.189222177	1.999010927	-0.4804404963	1.050285839	-0.9785084349	0.5290212257	0.6784667718	0.6595435859000001	-0.8972288586	-0.5638015343	-0.01617993247	0.2987735124	0.3188192052	-0.1929806821	0.4416911443	2.162281431
0.10487791380000001	0.0498100588	-0.0216214516	0.0	0.0	0.0	-0.3540977705	0.7512988383	0.3076859206	-0.7008795606	0.7785636176	0.6346539525	-0.3926614067	0.5279135098	1.809685044	-0.1276339331	0.672584385	-0.6833278309	0.9957517155	0.5822801439	-1.626514969	-0.9275279548	0.1732458775	0.3202948023	2.15644893	-0.09750888698	-1.90289742	-0.2823992754
0.1031413658	0.044052913	-0.0307270607	0.0	0.0	0.0	-0.4109022021	0.6121040958	-0.14151899269999998	-1.347606055	1.53645649	-0.6299151072	-0.5038148758	-0.9063505903	0.09638325996	0.28137452550000003	-0.07857271686	-0.06513118289	0.2276332045	0.9925077063	-0.7451766066	0.031956300560000005	0.9962154678	0.2097124107	2.274696299	0.3758976301	1.122224264	0.8450086868000001
0.10134170710000001	0.0381879622	-0.039663525899999996	0.0	0.0	0.0	0.1359477422	1.134142296	0.06901064298	-0.3801156324	-0.007552817585999998	-0.09386385836	-0.7985682866	-1.018159929	0.4411462477000001	-0.2829599887	0.637534385	0.4342288231000001	-0.1548953303	-0.5050960724	-1.114403579	-0.670248043	-0.5661570815	0.325317191	0.9551115868	-0.4129636083	-1.772275605	-0.1912521957
0.099480039	0.0322295592	-0.0483816544	0.0	0.0	0.0	-0.04930017074	0.3928873915	-0.029686799500000007	-0.7748665056999999	-0.3260948167	-1.762408585	-0.5565000509	0.9438736626	-0.3200265647	0.09435539534	-0.4362651081	-1.593009027	-0.4709148998	-0.3283546867	0.04907755749	0.5258173527000001	0.6816104711	0.05538778203	1.800707855	0.3524033884	0.6825417229	-0.5316052899
