0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17
0.12450533039999999	0.124477639	0.1244314912	0.0	-1.0299217859999998	0.1042045179	-1.6205776319999998	0.8055781871	1.614401212	-0.8110667278	1.109739629	1.167069486	-0.9320974001	-1.5731119130000002	0.07328531239	-1.525988749	1.205209555	0.1406686923	0.914730726
0.1244314912	0.1241823917	0.12376759529999999	0.0	-0.990924126	-0.33033625	-1.869985144	-0.6275623079	1.601248349	-1.243048905	0.05154385502	0.882271467	0.1094921171	0.2852925954	0.2181333575	-2.6145946280000003	1.963277976	-1.669925616	1.637665523
0.1242838566	0.12359259759999999	0.1224433458	0.0	-0.6212416775999999	0.9476387136	-2.319930817	-1.642174938	1.79132666	-1.093195804	-1.165358876	-0.3034711336	0.6896544606999999	-0.5549631101	0.9337603995	-0.9805490762	2.690709933	-0.1527748858	1.526022327
0.1240625143	0.1227096555	0.1204658081	0.0	-0.8161984542	0.3439908993	-2.195807406	0.9817469169	1.858717952	-1.36498204	-0.3407735911	-1.5228487119999998	-0.3849905223	-0.4249609723	0.4753729048	-1.046335008	2.292383932	0.2990263448	0.5590591811
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-0.4672095745	-0.7130028005	-2.30357148	0.9917136498	1.822148873	-1.77080785	0.2874906683	0.7946023377	-0.1545001235	-0.714924318	-1.1294582359999998	-0.6887987439	0.8899780531999999	-0.2144912289	-0.9584206972
0.1233992748	0.1200733947	0.11459650130000001	0.0	-0.5113309328	-0.6253212587	-1.86263408	-0.3462810324	2.561079384	-1.7910874419999998	-0.8287021024	0.8628331077	1.7932352809999998	-0.7762303093999999	0.2655573003	-1.654831829	-0.8273555546	0.3404365555	0.31694816010000004
0.122957771	0.1183263288	0.1107360475	0.0	-0.9074972841	0.7421962913	-1.558419304	-0.7011665197	2.481018095	-1.7940936	-1.717986993	-0.02175792265	1.889376252	-1.623081908	0.1450329853	-0.7191225265000001	-0.6069870025	0.7418840268000001	1.181748014
0.1224433458	0.116298606	0.106284769	0.0	-1.281720495	-0.3305321104	-0.7954214506	1.689586356	1.841328291	-2.15046123	-0.6399123690999999	-0.6227615473	0.009327581239	-1.591744526	0.287196695	-0.9758691398	0.3545968263	1.005830111	0.8146295098999999
0.12185630439999999	0.1139950357	0.1012664153	0.0	-1.055862782	-1.4549980830000002	-0.6936527567	0.4372684676	1.924554933	-2.023362565	0.1271935612	0.8501574334	0.02498770565	0.3087331712	-1.326149906	-0.6236396469	-1.2417020909999998	-0.2911384235	-0.3900305934
0.1211969948	0.1114210819	0.09570776140000001	0.0	-0.2157837995	0.3446125701	-0.9044546612	-1.575424142	1.580232944	-0.3614866216	-0.6532763772	0.07282312683999999	0.8921661698000001	0.3928217998	1.629634344	-0.3424735472	-0.6803198128	0.7628258668000001	1.685535209
