0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12
0.1781187815	0.0	-0.4578084595	0.4791601059	-2.334315425	-1.046080461	-3.549952504	-1.5820188780000002	5.581765595	-0.2424230219	0.2924091538	-0.9201224481	0.5531032378	-1.995012659
0.1776759502	0.0	-0.3267862201	1.224832306	-1.606164701	-3.249563782	0.3278303681	-0.6826907581999999	3.85998263	-1.115507395	-0.3782508581	-2.940130938	-0.8672104854000001	-0.02352022898
0.1767913884	0.0	-1.4504948130000002	-7.461076791	-0.4531799793	-5.627069717	-2.303877321	-1.729109071	-2.419672798	-3.799682935	-1.528604148	-2.276512915	-0.1443539013	-2.19140411
0.1754672954	0.0	-0.6721627785	1.6555237930000002	3.999593756	-0.7866615439	-1.760421744	-1.747922486	-1.096797256	-2.655576047	-2.794333641	-0.5899632864	1.230597486	-1.6240350069999998
0.1737069631	0.0	-1.400151056	-0.2843746318	2.170644999	1.105789225	-0.6850998233	-1.002984512	0.08108774092	-0.3613514549	-2.022238994	-1.824381561	0.7604767789	1.801392215
0.17151476780000002	0.0	-0.6943785042	0.2977882663	1.463176813	0.9057331275	0.1203727946	-0.6616908029	0.5921687365	-1.6118686130000002	-1.252285879	1.034450862	-1.048859286	0.3170608347
0.16889615989999998	0.0	-0.5318408244	-0.2101408335	1.53240285	-0.148061777	1.245680055	-0.7531444676000001	0.0310449036	0.1157384944	-0.440943591	-0.8434761873000001	0.7829418915	0.5117918484
0.1658576494	0.0	-0.7103056501	0.06464760576	1.734566685	0.08362628714999999	0.8907951939000001	0.5834432004	0.2141638041	-0.205508454	0.4902522731	1.267930945	0.08631029945	1.299141544
0.1624067907	0.0	-0.9044074942	0.17134474379999998	1.563036341	0.3257727175	0.1242816742	1.374200642	-0.045382697400000005	1.209548219	0.6657127979	0.9229709993	-2.466276941	-0.378738448
0.1585521632	0.0	-0.8654019278	-0.01507272812	1.042905225	0.5907995281	0.7407631698	-0.1760903714	0.8559539793000001	1.54980713	-0.9001497646	0.6121527453	-0.9173575021	-1.384181685
0.15430335	0.0	-1.069821151	-0.2389766188	0.8539365969	0.2765112941	1.041191704	-0.050876730480000014	0.2583469976	1.091887151	-0.7949809508	-0.8874913377	0.2698620015	0.6572278579
0.14967091429999999	0.0	-0.9605243912	-0.03737126758	0.8531982726	-0.1160427097	0.8075816145	1.444645526	0.3267762414	0.1651485756	-1.215044856	0.01555717169	-0.289377112	1.292122302
0.1446663732	0.0	-0.8383115356	0.1988061242	0.721066552	0.5841960721	0.9093560247	1.406011093	0.4193838991	-1.013504371	-0.5318354867	0.4247211137	-1.596911164	0.2943649092
0.1393021686	0.0	-0.8258918916	0.09214895857	0.795087999	0.3251266741	0.8634580276999999	-0.4987965017	-0.03866932289	-0.3649587003	0.3553724474	0.4428476016	-1.43553862	0.7535746157
0.13359163699999999	0.0	-0.4437592677	0.04124719756	0.8044209959999999	0.1849288113	0.9057083851	-1.01030976	-0.1512050094	0.935373494	-1.427761905	1.448401855	-0.9560495762	0.6171963832
0.1275489755	0.0	-0.6726878998	-0.02556504287	0.9461325562	0.7270361478	0.8865671165000001	0.2850124822	0.02387457259	1.355586386	-0.7933170739000001	-1.302423753	0.5012660564	0.5605815998
0.12118920710000004	0.0	-0.6464705563	0.01178967095	1.186839521	0.6292245354	1.050984401	2.316313248	0.06830405562000001	-0.149052556	-0.2336142082	-0.03665607227	0.2063296531	0.06034408935
0.1145281432	0.0	-0.8997520640000001	-0.10690811869999997	0.8106928703	0.4719928236	1.464220686	1.22093562	0.1922491598	-0.5139742217000001	0.1847722568	0.9382016715	-0.2878916291	0.527821208
0.10758234439999999	0.0	-0.8236930097	-0.02631282664	0.5015993578	0.2817303783	0.9920066317	-0.6883952535	-0.01334202518	-0.1926732807	-0.2534239434	0.763134433	-1.079804563	1.717127475
0.1003690789	0.0	-0.6010839713	0.2683283334	0.21659119420000006	0.690874648	0.6617756372	-0.8108452537999999	-0.04095406281	0.5347855186	-1.735405696	0.5191751929999999	-1.046736039	-0.6917737254999999
0.09290628	0.0	-0.9673573976	0.007438589614	0.6830400577	0.7480087218000001	1.440753731	0.30190927170000004	0.4032394586	-0.204039641	-0.4975565013	-1.656496433	0.3500805398	-0.3888608707
0.08521250150000001	0.0	-1.234013692	-0.1664992483	0.5527298585	0.4226787835	1.337802384	0.8032031552	0.5394507168	-0.8731774116	0.281576996	1.147165166	0.8869353270999999	0.1852414068
0.0773068713	0.0	-1.017306891	0.05958984026000001	0.03435717835	0.2076543199	0.4268884439	-0.3574475908	0.00252842487	-0.1884081866	0.4274716527	0.8221632220999999	-1.4606544030000002	1.130740687
0.069209044	0.0	-0.5173371657	0.436063485	-0.2997001091	0.5101835282	-0.216487995	-0.7355888567000001	-0.3120468533	0.5398247640999999	-0.9237264711	0.7056533748	-2.580600129	-1.106565849
0.0609391522	0.0	-0.6731741971999999	0.1262984354	-0.2977567772	0.3399751502	0.4065820712	-0.5979563972999999	-0.07572964699	1.078112365	-0.6234101013000001	0.5234729215999999	-0.1228561115	-1.423366329
0.052517756	0.0	-1.091549687	0.1130388126	-0.4505756848	0.09499048692	0.7457138942	0.06232035329	-0.227064008	0.6500385019	-0.4428619568	-1.1155952340000002	0.2123200508	0.6327409781000001
0.0439657924	0.0	-0.7154430377	0.1422316712	-0.1517324772	0.5440818646	0.7116631021	0.47122638	-0.004126653642	-1.00483626	0.007004290542	0.4948756178	-0.08676286645999999	1.017226807
0.0353045229	0.0	-0.7934300512000001	0.1830098055	0.197614425	0.7226878847	0.3252564778	-0.4189402102000001	-0.5632498099000001	-0.8054561852	0.9470696038	-0.04611373934	-1.596818771	0.14109002710000002
0.0265554808	0.0	-0.4384543569	0.1652759019	0.2006302239	0.3590503372	1.107213044	-1.138315956	-0.2950453699	0.1860558593	-0.1897135673	0.6818787615	-0.023914114280000003	-1.730553562
0.0177404176	0.0	-0.8004008035	0.05762669102000001	-0.1410863364	0.3241580262	0.4865281872	0.17245394190000002	-0.8024311498000001	0.9099200596	-0.1326178761	-0.3318707545	0.5952562415	-0.6571218521
0.0088812489	0.0	-0.7210014645999999	0.238837531	-0.6061388275	0.1924906326	0.06616319848999999	0.7891729103	-0.09930705044	0.3910266438	-0.7656201848	-1.224109374	-0.4898599552	0.4275034519
0.0	0.0	-0.9469388308	0.2030295336	-0.5565568870000001	0.7439785116	0.2670066884	0.3775385308	-0.09714721303	-1.04765596	-0.9854499418	-0.5879706962	-1.042634627	0.0116173253
-0.0088812489	0.0	-0.908369805	0.1414835844	-0.296795867	0.5347820429	0.3031803707	-1.280070472	-0.15759488859999998	-1.287968883	0.4507364196	0.2283545655	-0.770407136	0.9232181439
-0.0177404176	0.0	-0.02373000601	0.2560641464	0.1747228765	0.3456412389	0.2646044598	-1.14112653	-0.8354139315000001	-0.6183240284	0.9023252493	0.654710602	0.01158767275	0.5244744749
-0.0265554808	0.0	1.320737695	-0.07437907317	0.2866121694	0.4199627515	0.1775416619	0.02103216041	0.1659579409	0.5540291284000001	-0.005897299554	0.5284349011999999	-0.601257449	-1.675154997
