0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11
0.1753603861	0.0	1.275471302	-2.309578379	-0.5674647882	2.6484895390000003	0.200963017	1.314343668	1.5471921709999998	-0.7426645665999999	-0.7558269654	2.7311138930000003	0.2199677985
0.1749508238	0.0	1.564794613	-1.315521769	-1.64436377	2.878826185	1.500584005	2.559593592	1.142374086	0.2202677695	1.50697102	0.6745920451	-0.3675407065
0.17413265579999998	0.0	1.222456361	-2.291815629	-1.134148064	1.391134757	-0.1384004343	1.439896305	0.15247032859999998	-1.60809423	-1.48011063	0.3780628578	-0.2385716211
0.17290779280000002	0.0	0.9583394282	-1.873437281	-1.49529822	0.9141048106	-1.35826911	1.558637882	-0.3515702971	0.1383375897	0.6336408306	-0.2536359294	0.2062473707
0.1712790957	0.0	0.8069541397	-1.350838566	-1.661132543	1.106401566	0.6754405995	1.880246559	-0.6518159956	-1.3607269709999998	-0.7303807694	-0.7966451717	1.239471959
0.16925036829999998	0.0	0.8456099286	-2.132748339	-2.954671647	1.614494287	-0.8857340771	0.5173419556000001	-0.4229746955	-0.4757689409000001	0.6361564878	0.3692889557	2.0328005030000003
0.1668263489	0.0	0.961928028	-1.650660103	-2.612138523	1.004541067	0.9207096216	1.305124474	-0.5454108129	-0.3556098073	-0.2259606865	-1.2769412690000002	0.3202734879
0.1640126988	0.0	0.9625582609	-2.271894345	-1.7834856730000002	1.6247721119999998	-1.5907774019999998	-0.1442496869	-0.3808751435	-0.6721778847	-0.06342901539	-0.6439681044	-1.6388429130000002
0.1608159894	0.0	1.080403542	-1.88067704	-1.735036794	1.028523817	1.039626199	1.195910537	-0.8651433425	0.8612484839	-0.07878773546	-0.2623029766	-2.677152937
0.1572436868	0.0	0.6905879886	-1.097483665	-1.652092981	0.2732978536	-0.6303609323	1.517943641	-1.283364663	-0.3836804389	-1.194194879	1.371410564	-1.47219088
0.1533041343	0.0	0.7437091574	-1.848620751	-0.6382065583	1.237026375	-1.518151984	-0.1608947189	-1.131217374	0.02595313702	0.9607576778	0.005710745277	-0.2581566242
0.1490065329	0.0	0.6553739238	-0.6595588447999999	-1.029333401	0.4209727352000001	1.198251931	0.8765911386	-1.254417395	-0.04093210874	0.25892078960000003	0.1365010293	-0.05000180832
0.1443609199	0.0	0.536420825	-0.8756523828	-0.9131473905	1.4294661119999998	-0.8541616527	-0.0009064857636	-1.713094755	-0.3565909137	-0.8269536128	2.06943415	0.1136065677
0.1393781452	0.0	0.492342135	-0.02572989228	-0.8923717806999999	1.413787928	0.241399122	1.269270973	-1.538171281	0.4957592812	1.885049957	0.2484334783	0.4824981148
0.1340698464	0.0	0.8101455217	-0.8059078072	-0.4267439336	0.5140605563	0.8359849732	-0.1419774008	-1.256054299	-1.253448026	0.2301336527	-0.7032489808	-0.1035009813
0.1284484213	0.0	0.9849353324	-0.5116003094	-0.7357540562999999	0.791679835	-0.3405330997	0.4623708165	-0.9233910845	0.6421575207	-0.7082535199	0.6441220828	-1.517324839
0.1225269989	0.0	0.9422151866	-0.1779286039	-1.086110821	-0.465794488	0.725269818	0.4719035849	-0.9611485814	-0.4012371957	0.9227370916	0.17992678260000006	-2.936994018
0.116319409	0.0	0.6563945958	-0.3889448248	-0.3945781145	0.4137451482	-0.1005906699	-0.9041604501	-1.770147558	-0.5522263131	-1.483047839	-1.415313007	-1.923069897
0.10984014980000001	0.0	0.5699909213000001	-0.3953069146	-0.2957324407	0.5623788952000001	-1.485575246	0.7022648968999999	-0.9592409144	2.210785084	0.3828942284	-0.7432805893000001	-1.298278739
0.1031043538	0.0	0.5593608828	-0.8247889463	0.6899236397	-1.004601796	0.9870363087	1.172296047	-1.149457026	0.8655960789	0.8147432070999999	0.1653721632	-1.560664943
0.09612775289999999	0.0	0.7518447958	-0.7175939048000001	0.8761915214	1.796836894	-0.3003073382	-0.6487835448	-1.107918141	0.005690781486	-0.8117574874	1.657034644	-0.2493993572
0.0889266411	0.0	0.6991228120999999	0.2388118972	0.5060604617	1.698841609	0.6979890019	1.685293711	-0.8154215509999999	1.517398807	1.234667655	-0.25245025390000003	-0.4235847873
0.081517837	0.0	0.6799997295	-0.09744429368	0.6539680422999999	0.1230744308	0.281014404	0.8474831923	-0.7768827645	-0.8368911602	-1.291863591	-0.6806486409999999	-0.7445934415000001
0.0739186442	0.0	0.6541854908	-0.3772906907	0.1679939987	0.7194932701000001	-1.16071588	-0.6819966931999999	-0.7661606968000001	0.6208051720000001	0.2609679051	0.2918904191	0.7197032817
0.066146811	0.0	0.5718902587	0.5792494757	-0.07159929342999999	-0.1505625513	1.50969435	0.5762059673	-1.1355051859999998	1.2200934140000002	0.3749757154	0.250972807	1.367152526
0.0582204889	0.0	0.5948032051	0.1569258568	0.1226927123	0.6339811815999999	-0.7197676906	-0.9770693752	-1.660230099	-0.3948046356	-0.943180403	2.301503473	0.5875616446999999
