0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18	0.0.19
0.12450533039999999	0.124477639	0.1244314912	0.0	-0.2874079906	1.826045941	-1.349529225	2.457880041	-3.365468298	-0.5156160805	1.017797659	2.099482506	-1.5100232219999998	-0.249701304	0.5912236821	2.4602224230000003	-0.8067379512	3.888714648	2.575653222	-0.06211543915	0.6534071689000001
0.1244314912	0.1241823917	0.12376759529999999	0.0	-0.4768774447	1.761661175	-2.3143845830000003	2.141946391	-2.116260413	1.605397095	1.449739727	2.078581597	-2.004817942	0.4917300784000001	1.079694248	2.340313851	-0.01768976569	0.9617074517	-0.3174952854	0.2134619013	2.077914225
0.1242838566	0.12359259759999999	0.1224433458	0.0	-0.5178091284	1.4390964519999998	-2.090538127	2.468815746	-3.696530818	1.018618632	-0.9702937135	1.006340186	-1.3107761690000002	-1.057909672	-0.3182918025	1.633943629	-0.5106490975	2.486632804	-0.4809093834000001	0.4419352323	0.04332987699
0.1240625143	0.1227096555	0.1204658081	0.0	-0.6256808507	1.518420567	-2.500982703	2.051638647	-2.321704299	0.3214790754	0.532236419	0.6242457607	-1.829056057	-0.6834624376999999	-0.04099153685	0.1255216624	1.132501092	0.1827202434	0.2215097253	-1.7122163869999998	1.158952715
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-0.6099335590999999	1.517286329	-1.927513296	1.621236256	-2.32581612	1.679408559	0.03007306666	0.457930932	-1.906768899	-1.514639013	0.6615027039	1.418965959	-0.1667215962	2.558392119	-0.3017537407	0.4628266377	0.4531413189
0.1233992748	0.1200733947	0.11459650130000001	0.0	-0.5891202389	1.564419078	-2.761428525	1.370193709	-2.41309792	-0.2927487115	0.2291146668	0.4902486607	-3.591616282	-0.5975838614	1.563717216	1.7658872419999998	1.547329653	0.3104850126	0.7073940167	-0.559144038	1.193019695
0.122957771	0.1183263288	0.1107360475	0.0	-0.6385812465999999	1.435180924	-2.751289588	1.432413484	-2.561893749	1.181277109	0.5555336734	0.3759953843	-2.78770048	-0.5049225943	-0.004954845396	0.5643545947999999	-0.7232468602	0.433436223	-1.059512279	-0.6636208284	-0.02750725606
0.1224433458	0.116298606	0.106284769	0.0	-0.598698182	1.554434679	-2.078739293	1.3775430709999998	-3.412469059	-0.5287505641	-0.4720576399000001	0.3422902097	-1.841962771	-1.463804436	-1.766165423	2.339171448	1.1297517259999998	0.7428530336	0.6231446847	-0.441064719	-0.5258129551
0.12185630439999999	0.1139950357	0.1012664153	0.0	-0.5794792261	1.582792716	-2.9927113060000003	2.048216497	-1.911708881	0.1163654721	1.6764071930000002	0.556404122	-2.129882782	0.4298288739	-1.308765298	-0.1019694345	-1.3843688	-0.1757200419	-0.2916490108	0.4411590696	-0.4239626294
0.1211969948	0.1114210819	0.09570776140000001	0.0	-0.5618426566	1.257693429	-2.175275872	1.4211713680000002	-2.127965234	1.515736383	-1.708565501	0.7526193848	-1.212160876	-1.143698797	-1.03787293	0.148129962	-0.1931182659	1.329069827	1.797845013	1.701822133	-0.1650371167
0.1204658081	0.1085828495	0.08963846519999999	0.0	-0.5788862903	1.5086763980000002	-2.013648354	1.450181056	-1.895661851	-0.6226416717000001	0.888190884	0.7601434312	-1.317745934	-0.7147290352	-1.279913548	1.65079979	1.000285788	-0.8058774798	0.35014887450000004	-2.060086965	0.8802279009
0.11966317789999999	0.10548707060000001	0.083090909	0.0	-0.7534108054	1.317747308	-1.929421475	1.259704916	-1.103627179	0.6646759189	0.2836043147	0.8735804421	-0.8300395217000001	-1.045931964	-0.2037317384	-0.1841386346	-1.110235231	0.6764358362999999	0.05194022035	-0.06715811705000001	1.3801055430000002
0.1187895802	0.102141088	0.0761000269	0.0	-0.7671292910999999	1.318134376	-1.790036654	1.539220975	-1.109695314	-0.24869207350000005	-0.4275449681	1.277659349	-1.441681587	-1.201937179	-0.8029873871	2.032571157	-1.058929106	0.9588896467	2.348593788	-0.1117183497	0.6199793727
0.11784553310000001	0.098552838	0.0687031182	0.0	-0.7396213641	1.337151969	-1.86640465	1.245967357	-0.2742602101	0.7141944946	0.9590783507	1.711661631	-0.9223433308	-0.4944638889	-0.2099268825	1.0411971759999998	0.8634418277	0.5749839935000001	0.5404084593	-1.208793309	3.123819652
0.11683159650000001	0.0947308316	0.0609396486	0.0	-0.6706104516	1.554917075	-1.039580739	1.092372121	-1.570785331	0.5434985531000001	0.6528443172	1.236420698	-1.016665963	-2.384826857	-1.063110084	0.6956981964	-1.0606553909999998	1.534741133	-0.7705766481	-0.4149107717	1.306885686
0.1157483718	0.09068413410000001	0.0528510396	0.0	-0.8219852379000001	1.510890976	-1.414584403	1.534492901	-0.25294158	-0.1216545567	0.01662244927	1.307120185	-1.887797012	-0.2187692866	-1.670364621	0.1245228038	0.4220507935	0.1636711347	1.32553265	-0.2616355242	-0.3308637438
0.11459650130000001	0.0864223439	0.0444804475	0.0	-0.9138442937	1.329699906	-1.861812081	0.9157616386	-0.7290348399	1.7539810219999998	1.672257401	0.8777287968999999	-0.3496564358	-1.133481607	-2.462150063	-0.1601415077	-0.001607818989	-0.008592790371	-0.6867258408	1.505846253	-0.7949415353
0.11337666810000001	0.0819555694	0.035872533	0.0	-0.8263253908	1.247403031	-1.239905903	1.332118422	-0.2675933261	-1.109901075	-1.46887898	0.7149840928	-0.9434771403	-1.80938081	-2.246618654	0.7073189858	-0.2452820672	0.8587194233	-0.7061721033	1.552933485	0.4369431859
0.1120895957	0.0772944054	0.0270732229	0.0	-0.8208890916	1.36616504	-1.444464136	1.450577354	-0.1790168649	-0.2890829388	0.4599082159	0.4284945609	-0.20303762670000006	0.06291927184	-2.201281641	-0.3074581074	2.087745156	-0.1397972659	0.9130022817	-1.412937039	-0.8063451003000001
0.1107360475	0.0724499076	0.0181294655	0.0	-0.7152248409	1.313336559	-1.052128284	1.607731146	-0.9491044406	1.6022309119999998	0.8172981868000001	1.095652582	1.007910652	-1.136508219	-1.436173067	-2.335163283	-0.7175003778	-0.4888085799	0.1664678087	1.252147798	1.305509442
0.1093168261	0.06743356660000001	0.0090889796	0.0	-0.8133343956	1.395574754	-0.7629075642	1.648416579	-0.4980831681	-0.8136194833	0.08363807115	1.7712533330000002	0.8567063136	-0.8519841965999999	-0.7923070879	2.239469925	-0.6652779236999999	-0.4532992242	2.131134324	-0.4732040176	0.1760542998
0.10783277320000001	0.0622572806	0.0	0.0	-0.9739748111	1.371756719	-1.309157716	1.549288344	0.8681593588	0.2957362579	1.248571027	1.214356672	0.2508649827	0.6577250881000001	-0.6467222527	1.394819333	0.6328958909000001	-0.9553514134	-0.3497496934000001	-0.2502886353	1.185250768
0.106284769	0.0569333273	-0.0090889796	0.0	-0.8179876684	1.277838428	-0.7025620862	1.258966076	-0.5852096276	1.809136732	-0.4889614369	0.8221799709000001	1.1508557940000002	-2.107184034	-0.5393229045	0.5807892043	-0.3988863478	-0.221049148	-0.912078453	0.6386031542	-0.9350260671
0.1046737315	0.0514743344	-0.0181294655	0.0	-0.9910518842	1.308385682	-1.044099698	1.3474427269999998	0.31159949600000003	-1.547926319	0.02465841764	0.9468389226	-0.4759264404	-0.4890832123	0.02992105534	0.8318140209999999	2.33503164	-1.007043921	0.6601917592000001	0.1958951571	-0.1015310764
0.10300061619999999	0.04589325	-0.0270732229	0.0	-1.046529297	1.354915635	-1.161448277	0.6945580348999999	0.5598931082	0.6931821001	1.469336701	0.2954267833	0.9822200505	-0.7679406201000001	0.6018122162	-0.004500040248	-0.9917996885	-0.1364876612	-0.07950689826	0.08127543150000001	-0.2695237585
0.1012664153	0.0402033119	-0.035872533	0.0	-0.980813388	1.310800154	-0.7693744226000001	1.002081162	0.6991466916	-0.6281088332	-0.8349827031999999	0.8863222551000001	-0.6779242338	-1.138629121	-0.4211252456	1.801657034	-0.2607899739	0.07755801085	2.914708683	1.128202203	0.5710722296
0.0994721573	0.0344180161	-0.0444804475	0.0	-1.059121772	1.309234359	-1.131277024	0.9748999564	1.024085698	0.7250225886	2.496250627	0.7156011761	-0.5271582096999999	-0.460218969	-0.6568888006	0.391171108	0.7275095764	-0.3969513839	0.2592436214	-1.718430905	1.595987588
0.0976189063	0.0285510844	-0.0528510396	0.0	-0.9091544971	1.187118009	-0.5050651388	1.179201576	-0.3766116093	-0.3437754669	-1.284744485	0.4949544391	-0.3546062282	-2.524340708	-0.7208572334000001	0.44303475	0.5415168259	-0.2283529421	-0.517600312	1.862951486	0.7669294262999999
0.09570776140000001	0.0226164328	-0.0609396486	0.0	-1.117288547	1.312478509	-1.2635234990000002	1.104436711	0.5731751913	-1.004540043	1.461210414	0.4664878547	-0.07356834233	-0.04935297107	-0.3286716592	-0.8516365601000001	1.416055226	-0.9522056173	0.6756532831000001	-0.6923288984	-0.8092895477
0.093739856	0.0166281375	-0.0687031182	0.0	-0.8763348939	1.203759454	-0.5635395532999999	0.3192932125	0.04256586586	1.83546067	-1.033190956	0.3403679862	-0.5938829607	-1.866963052	-0.611912383	-0.15806538650000002	-0.3584656139	-0.2675413441	-0.6764740274	1.057233534	-0.07885201172
