0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17954766219999999	0.0	0.0	0.9628832997	0.1350430625	2.538980185	1.776760201	-0.555893042	-0.5618872549	0.8794390686	-0.3682776813000001	2.600677657
0.179086766	0.0	0.0	1.779460781	0.6896600743000001	-0.2731464871	-0.7201740806999999	-0.5330492853000001	0.5525720828	1.787982051	1.595290741	2.122724451
0.17816615649999998	0.0	0.0	-0.4081881724	-1.707151632	1.363207311	0.7966230745	-0.3455103793	1.506072579	1.604138194	1.1944313640000002	-0.7728599762
0.17678819710000002	0.0	0.0	0.007069649341	0.8934321691	2.197830055	0.4057823083	-0.7260628365999999	-1.566789257	-0.1851012057	0.3110008717	0.7332448712999999
0.174956425	0.0	0.0	0.34490692799999995	-0.4411720658	0.00913997496	-2.123401962	1.262980714	-0.5266970335	1.339164255	0.8899940728	1.118882337
0.17267554219999998	0.0	0.0	-1.454150539	0.5870530532	0.353735698	0.6522668908	-0.3970663487	0.2872436776	1.153686653	-0.08669535689999999	0.871047412
0.1699514037	0.0	0.0	0.9943983046	0.3510846287	0.5325710929	-1.489893344	-1.515353636	0.3691681929	0.3971237372	0.1130309505	-2.404570465
0.1667910025	0.0	0.0	-0.3847095639	-1.810041441	1.459353125	-0.5018485609000001	-0.4437248259	1.25614188	-1.4560068069999998	0.6234474685	-0.20547910000000005
0.1632024511	0.0	0.0	-1.452244179	-0.5874960435000001	0.8656906897	0.3588622176	-0.8423652689	-1.132893347	2.326154145	-0.2727311919	1.561310241
0.1591949614	0.0	0.0	1.369548797	0.7058046351	-0.1054948577	1.152369374	-0.2776516899	-0.6562882456	0.7594910322	1.271305816	-1.522396576
0.1547788205	0.0	0.0	0.1229209064	-1.6251688919999998	1.929325303	0.809044792	0.4918512719	0.714976941	1.775843598	1.832817339	-0.9557402047
0.1499653646	0.0	0.0	1.5203587280000002	0.7710435958	0.672372647	0.97800553	-0.9566063562	-0.6152655414	-1.954278695	0.7146985866	0.7368551218000001
0.1447669497	0.0	0.0	-0.6466001229	-1.202962826	-1.100761425	-1.060115453	-1.1520377309999998	0.9883735869	-0.7621698742	2.0181231630000003	0.323925137
0.1391969202	0.0	0.0	-1.5058340119999998	1.260922602	-0.2473059703	-0.21433084	-0.7577556338	-1.7031825880000002	0.17490542609999998	0.1564843735	-1.350269366
0.1332695741	0.0	0.0	1.338151511	-0.5288506054	0.7860044281999999	-1.0212357090000002	2.439412393	-0.3195044761	1.036948247	0.5739287061	-1.493649989
0.127000127	0.0	0.0	0.7435189589	1.11268279	1.015456938	1.187139548	-0.09692819783	-0.4653098446	-0.5392378865999999	0.9434307412	-0.1422423242
0.1204046724	0.0	0.0	-0.07703657377	-1.552460115	-0.6302524383	-0.637418402	0.07247898587	0.161561266	-0.9037912949	0.07101834576	-0.05368558671
0.1135001407	0.0	0.0	-1.503774381	0.3134702252	-0.329785134	0.1618795179	-0.613172293	-1.648038699	-0.3376261348	-1.231619228	1.034113305
0.1063042558	0.0	0.0	1.00411952	-0.02253016593	-0.716327099	-0.5995330569	-0.3127023477	-0.2423972883	0.07531814359	-0.4448896734	-1.526661386
0.0988354893	0.0	0.0	-0.4360663649	0.5058515565	1.49214806	1.076915458	0.5877433313	1.645652699	0.5118728229	-0.06191330314	0.3124686736
0.0911130136	0.0	0.0	1.046170743	-0.2413930923	-0.060593703270000014	-1.676674591	2.153653561	0.8897971311	0.2692902017	0.2957516315	-0.12658131460000002
0.0831566521	0.0	0.0	-0.7113383190000001	1.184242578	-1.199085725	0.5907983209000001	0.01211850954	-1.483362406	-0.8954152279	0.4679049067	-0.4679759195
0.07498682870000001	0.0	0.0	0.01751496209	-1.710988812	-0.02058310219	-1.259624675	0.7929229482	-0.208946578	-0.5631444444	-0.7459463008	-0.4673399201
0.0666245151	0.0	0.0	-1.01971542	0.8316787715	0.4930964096	0.6533252118	-0.9933843072	-1.538380928	-0.09147780563	-0.2542969194	0.6443883529
0.0580911774	0.0	0.0	-0.1809671085	-0.5475297806	-0.7993813331999999	-0.7657161263	1.48748368	1.179900445	0.06773091206000001	1.869573447	0.8610266005
0.0494087204	0.0	0.0	-1.281055543	1.777541642	1.421064335	0.5094478784	0.1564528571	-0.7452678040999999	0.01424309483	1.2209980809999998	-1.037120286
0.040599432000000005	0.0	0.0	1.125486781	-0.6917122234	0.8083957648000001	-1.044441405	2.324981754	0.5044045382	-0.4851757674	0.01917875735	0.2018903504
