0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17954766219999999	0.0	0.0	0.8938737326	1.551179944	1.129412563	-0.5411220324	3.525197183	-2.270974048	1.237736504	1.476111636	0.7056178298000001	1.56387373
0.179086766	0.0	0.0	1.353763897	2.01410184	-1.500434255	-0.1574965007	-0.4901686779	0.09512274885	1.372510844	0.05491809725	0.9161560687	1.183257896
0.17816615649999998	0.0	0.0	0.7608720694	0.7505404522	0.4657084656	-0.336258216	-0.2166755246	-0.6220468088000001	2.746591398	-0.5763427217	-2.13132485	0.8818884378
0.17678819710000002	0.0	0.0	-0.5262089057	0.6684475287	0.8208181004	0.1580978409	1.064843833	-1.673136315	1.862744717	-0.08574610985999999	1.122420225	-0.5856008697
0.174956425	0.0	0.0	0.6816961625	1.67041388	-1.447756644	0.2199083916	2.112830539	-0.1951350385	0.3487487644	0.2503898547	0.5142075428	0.2831199359
0.17267554219999998	0.0	0.0	2.613505032	1.057690398	0.5821309226	-0.1548666073	-0.5537007914000001	0.30035387010000003	1.082092164	-0.1111531805	0.6650583064	0.03620281297
0.1699514037	0.0	0.0	-0.4826634597	0.7002478451999999	0.9399326083	-1.5835614569999998	0.3816799343	-1.478623355	0.786078952	-1.431454809	0.9965660149	0.4765472635
0.1667910025	0.0	0.0	-0.06994110739	0.7647465503	-1.814300702	-2.460976787	0.6515216923	0.4833298461	-0.2169249126	-0.03624244658	0.4077484546	0.03674892001
0.1632024511	0.0	0.0	0.8741182222	0.7717418421	0.7939051112000001	-2.571715274	-1.277906802	0.4566063111	0.2140238511	-0.2843226984	-1.999073807	-1.028980211
0.1591949614	0.0	0.0	-1.18254362	0.9453417316	1.019984128	-1.9918092	-0.7617397365999999	-1.20866996	-0.1261790396	-1.811669044	0.4879961573	-0.8763059493
0.1547788205	0.0	0.0	-0.9403708819	1.436296344	-1.403240454	-1.751772629	0.4781968072	-0.1026740392	0.3560153287	1.406388323	-0.2474164543	-0.8717905679000001
0.1499653646	0.0	0.0	1.642146488	1.199227864	0.340548954	-1.611072779	-0.7564923095	1.364209455	0.2534695754	0.6476741249	1.245420624	0.5760426079
0.1447669497	0.0	0.0	-0.8067499359	0.7095122034	0.8173617034999999	-1.106809527	-0.2493062379	0.140761133	-0.6955070126	-1.404829175	-0.6911190972	2.762357545
0.1391969202	0.0	0.0	-0.8518831523999999	0.8511304905	0.2423112416	-0.01033074687	0.9284631108	-1.651605982	-1.33750918	0.5026773307	0.462707486	-1.208280595
