0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.12499058769999999	0.12496235230000001	0.1249152981	0.0	0.0	2.063366028	-1.461573049	-0.3168216189	1.558670705	-0.6233487982	0.6176397202	1.063777212	2.146323662	0.9070301614	-0.7962145566	0.343022001	-1.212769448	0.981354692	1.446885257	-0.9852490035
0.1249152981	0.12466130710000001	0.12423837130000001	0.0	0.0	2.000894433	-1.348771885	-0.4032873312	1.028165481	-0.4351290665	1.935555972	-0.2022272262	-0.6995528077	-0.7816841227	0.8960084545	0.1299145712	-0.1839951318	-2.264742946	1.960639418	0.04078774912
0.1247647641	0.1240599418	0.1228881859	0.0	0.0	2.231146197	-0.7234132125	-1.205782585	-0.1447578156	1.424211189	0.6391636331	-0.1996982187	0.0523557725	0.1419465545	-1.399889551	0.5136064261	-0.8077655736	-0.4998128744	0.5239789192000001	-0.2978954838
0.1245390765	0.12315970529999999	0.12087205890000001	0.0	0.0	2.215770786	-1.372946374	-0.8605531920999999	-0.2294201622	-1.233329957	-0.2225946015	0.2661161724	0.4894054757	1.025190845	-1.574861359	0.028239591980000006	-0.6911989805	0.1163085172	-0.6316620405	1.013100063
0.12423837130000001	0.12196276630000001	0.1182009157	0.0	0.0	1.614512617	-2.255025276	-1.40995734	2.063357466	-0.4326277220000001	1.173758259	-0.4510226233	0.7065257558	1.482248154	1.677191522	-0.04732711315	-2.009302833	-0.5984007018	-0.3209691109	-0.2168325985
0.1238628294	0.12047200820000001	0.11488923150000001	0.0	0.0	1.63784303	-1.364419902	-1.473040625	1.259033885	1.400057967	0.7190296373999999	-0.4340936902000001	-0.17814847949999998	-1.723640094	0.1130421714	-0.1278631266	-1.209338868	0.5242538075	-0.09857841179	0.8936624770999999
0.12341267730000001	0.1186910226	0.1109549526	0.0	0.0	1.633485242	-1.4573895069999998	-1.780769186	-0.8132728323999999	-0.8782004519	0.1038010933	-0.3308476547	0.8499613431999999	-0.31238379850000003	-0.5263100167	-0.109352541	-1.128484685	0.048886793250000005	-0.7232243806	1.565992409
0.1228881859	0.1166240999	0.1064193991	0.0	0.0	1.337797348	-2.097887708	-0.9383902456	0.6331696864	-0.6223227171	0.9509699803	-0.5339634904	-0.6776748770000001	0.4470306827	1.888882175	-1.727300529	-0.02766995974	-0.9819612294	-0.4981335478	-0.7453632765
0.12228967130000001	0.1142762195	0.10130714980000001	0.0	0.0	1.375082354	-0.926726321	-1.713301149	0.1665237335	1.588993495	0.9060849325	-0.848589473	-0.1077202492	-1.410328511	-1.225662581	-1.6642066169999998	-1.482188464	-0.7633672494	-0.7971920056999999	-0.2282457512
