0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9
0.1781187815	0.0	-0.261079194	2.390069111	-0.7494251274	0.7568548340000001	-3.0154457210000003	-1.296634109	-0.8311610068999999	0.8438202252	-2.259093606
0.1776759502	0.0	0.6806918411	0.9349016408	-0.9181664239	0.1225110987	-1.192850634	1.1572961940000002	-0.2462638364	-0.4069449134000001	-0.3945247021
0.1767913884	0.0	1.54368835	0.7092188712999999	-0.6643283772	-0.8254410123999999	-0.5261610177	2.130507766	1.166626854	-0.6960103436	0.6419931962
0.1754672954	0.0	1.00813974	0.3891179173	-0.1610757538	1.77328207	0.1598242011	1.85892604	1.287657371	-0.3065276739	0.7549573338
0.1737069631	0.0	-0.03726268883	0.2361782861	-0.4679333767	0.7826983126	-0.8856814742	1.371455024	1.035525434	0.1064159325	0.2411291963
0.17151476780000002	0.0	-0.5757505093	0.5644271518	-0.3404683093	0.1175038947	-1.51598525	0.7293698318999999	0.33703364280000003	-0.5161013597999999	0.929549925
0.16889615989999998	0.0	0.3456364967	1.084952374	-0.8768083631999999	-1.203325363	-0.2841417352	1.174775851	-0.3290188854	-0.3363393126	1.186029541
0.1658576494	0.0	0.7858231659	0.7292329541	-0.4968916227	0.9746720151	0.08232784525	0.9174918709	1.053352942	-0.6124497496	0.1230858101
0.1624067907	0.0	-0.7048081712	0.01668570615	-0.7146378595999999	0.5937892371	-0.9613327147	1.290988646	1.221431496	0.06335325277000001	-0.9242996075
0.1585521632	0.0	-1.233546798	0.4863186535	-0.5518340322999999	-0.25298861850000004	-1.4536171130000002	0.476671471	0.1687970529	-0.4606930854	0.8366234465000001
0.15430335	0.0	-0.9293931077	1.0894343990000002	-0.8528628362	-0.9973427871	0.2371400949	0.7176115793000001	-1.779061071	-0.1983616692	1.191269861
0.14967091429999999	0.0	-0.008941076135	1.623766705	-0.2374771643	0.3040294615	1.074742438	1.041008912	-1.114545749	-0.1228358028	0.3774470937
0.1446663732	0.0	-0.3948592853	1.199274022	0.5750838161999999	1.20829322	1.135931067	2.307752991	-0.7113287564	-0.2926956402	0.1613053826
0.1393021686	0.0	0.03155294704	1.955029074	1.232665602	-0.02415763577	-0.6107124343	1.20652946	-0.2304929699	-0.94868046	-0.03124169422
0.13359163699999999	0.0	0.6079908209	1.956605038	0.1529041572	-1.742533378	-0.837646398	0.5877001545	-0.3150867994	-0.6106577755	-0.7049594883
0.1275489755	0.0	1.018804249	1.247288391	-0.2276024809	1.15941236	0.7499861416	0.16801878620000002	-0.3895744297	-0.29208048600000003	-1.990166828
0.12118920710000004	0.0	0.791040782	0.2739023457	-0.2872685419	0.8635671118000001	-0.6859960127	0.7479199094	-0.6493342975999999	0.1940848651	-0.5303365137
0.1145281432	0.0	1.140670652	0.35583323	-1.382180718	-1.089016873	-1.138298098	0.4028385461	-0.1834086236	-0.6798315051	-0.4894901768
0.10758234439999999	0.0	1.595459295	-0.03280382643	-1.7369594330000002	1.025662442	0.7308085731999999	-0.21077974510000005	0.2807420996	-1.7571813530000002	0.7977110911
0.1003690789	0.0	0.6035180009000001	-0.7509243428	-1.098647142	1.964820394	-0.130223443	-0.480166939	0.4586265447	-0.4734012672	2.212849404
0.09290628	0.0	-1.047242323	-0.3755814554	-1.3969408559999998	0.2814927448	-0.245674091	-0.3235942324	0.867657993	1.21066311	-0.7604297983
0.08521250150000001	0.0	-1.305206781	0.3656076338000001	-0.7618508728	-0.5209261102	-0.9269372651	0.6856795757999999	1.204127334	0.04295954101	-0.3880399391
0.0773068713	0.0	0.30559068850000004	1.286024596	-0.8044202533	-1.051487257	0.3154163299	0.9524512186	0.30146827530000003	-0.790438877	0.9101754688
