0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13
0.12450533039999999	0.124477639	0.1244314912	0.0	-0.9404603686	-0.4548376219	0.4185215986	-1.981585362	1.152847404	0.5226919888	0.07884048168999999	-0.4328307824	-0.9152466139	-1.260914963	0.5816897968
0.1244314912	0.1241823917	0.12376759529999999	0.0	-0.9406221498	-0.281812273	-0.9551964892	-2.102814665	0.5404572651	0.5690020696	0.08998817534	-0.0681064356	-2.300941154	-0.08463733816999999	1.41265805
0.1242838566	0.12359259759999999	0.1224433458	0.0	-1.002766525	-0.6998462842000001	-1.310225309	0.004480557083	-0.3762783558	0.2596467224	0.03885827564	0.422085906	-0.438613188	0.6071485232	-1.38539744
0.1240625143	0.1227096555	0.1204658081	0.0	-0.7918890194	-0.4794122833	0.8602934977	-1.003646068	0.2951635563	-0.009703216548	0.08589302148	-1.517164325	-0.9973548683	-0.8270610936	-1.385382399
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-0.5759570595	0.4413931927000001	-0.5429154568	-2.093098104	0.3128206689	0.1087826626	-0.3853624755	0.003240392336	-1.604676328	-0.4122402695	0.05765388075
0.1233992748	0.1200733947	0.11459650130000001	0.0	-1.059500458	-0.719388687	-1.766995885	0.5355796079999999	-0.8454786674	0.141338129	-0.25482012190000003	0.6352064647	-0.7028011127	0.2017521268	-0.5590602792
0.122957771	0.1183263288	0.1107360475	0.0	-0.7603598926	-0.2595585173	0.1802995624	0.3567387155	-1.128483254	0.1178079941	-0.2509970666	-1.493005167	0.01599252314	-0.2068366046	-1.467561076
0.1224433458	0.116298606	0.106284769	0.0	-0.4659489281000001	0.4624519636	0.4492529977000001	-1.734110958	0.6340230768	0.2860015676	-0.2515464166	-2.440359724	-0.7519187951999999	0.1698833607	-0.3020742445
0.12185630439999999	0.1139950357	0.1012664153	0.0	-0.9605815964	0.1833239739	-1.4222274119999998	0.5093079701	1.213850738	0.1835451851	0.2831191169	-0.275835253	-0.2185234578	-1.572947041	2.500482339
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.036681252	0.2336709574	0.8145755722	0.6781945548999999	0.8284749066	-0.131483627	0.2411906105	1.287011579	0.309978168	0.4916617569	-0.2973547772
0.1204658081	0.1085828495	0.08963846519999999	0.0	-0.8615399214	0.6051869752000001	0.7805075054	-0.969128819	-0.8533398534000001	-0.1124077727	0.08643825126	0.2150547074	0.6798500276	0.030943069310000005	-0.3830247047
0.11966317789999999	0.10548707060000001	0.083090909	0.0	-0.5903249096000001	0.8094130884999999	-0.5948272638000001	-1.201046222	-1.458023224	0.0817153145	-0.5405626491	-0.7892242445000001	0.04920160609	0.06623838296	0.7025978006
0.1187895802	0.102141088	0.0761000269	0.0	-0.7883106837999999	-0.019641850590000003	-1.481492112	0.7900839389000001	-1.109012682	0.0041693493520000005	-0.1963904504	-0.6332569565999999	0.5931856057	-0.1395033739	-0.4808615427
0.11784553310000001	0.098552838	0.0687031182	0.0	-0.9400962838	-0.09803677532	0.6235666363	0.7583603554	0.9920285395	-0.2038115839	-0.05790014248	-1.2494472840000002	0.8792575117	0.4753325471	-1.121157934
0.11683159650000001	0.0947308316	0.0609396486	0.0	-0.7059242799	0.5899198554	1.148169811	-1.356942445	2.239730795	-0.02160981805	-0.8177355232	-0.7190977794	-0.1154052372	-1.248383935	0.32087086530000003
0.1157483718	0.09068413410000001	0.0528510396	0.0	-0.6395943413	0.5747330043	-1.58251956	-0.6594679735	0.2947596813	-0.3846273313	-0.7948236272	-0.09675722034	-1.010012569	-2.227797055	1.187283043
0.11459650130000001	0.0864223439	0.0444804475	0.0	-0.9007580731	0.004450832512	-0.5373692288	0.8749425733	0.7999619186	-0.07163344195	-0.1214550539	0.7646156316	-0.8117609990000001	-1.579730988	-0.2163576238
0.11337666810000001	0.0819555694	0.035872533	0.0	-0.7199614487999999	0.8267819454	0.8024190616	0.05030832624	0.5616514548	0.007038156600000001	-0.3865190664	1.066433639	-0.07076031382999999	0.4675077159	-1.557373532
0.1120895957	0.0772944054	0.0270732229	0.0	-0.695273472	1.089056741	-0.03722399034	-1.323945137	0.4214753308	0.2208082634	-0.7990289085	1.253774605	1.149704728	1.0290146059999998	0.2134230519
0.1107360475	0.0724499076	0.0181294655	0.0	-1.215235929	-0.0693703558	-1.384037201	0.8692457512	-0.5341423952000001	-0.02876813626	-0.4834622161	0.4105185284	1.21673236	0.1131397519	0.9121591314
0.1093168261	0.06743356660000001	0.0090889796	0.0	-1.112202379	0.1738158225	0.3671648471	0.162065714	-1.312760709	-0.3654424729	-0.2787391839	-1.32402468	0.2690489824	-0.4876432323	-1.153238877
0.10783277320000001	0.0622572806	0.0	0.0	-0.9307873303	1.120082939	0.5092342264	-0.9049072876	-0.3699339255	-0.24314690170000006	-0.8468715157	-2.164221195	-0.3575714392	1.131062661	-0.9196524316
0.106284769	0.0569333273	-0.0090889796	0.0	-0.8338934395	0.7315272597	-1.46348888	-0.6790279303	1.537580702	0.226819631	-1.4462981730000002	-1.824633638	-0.6935441823	0.0009490765113	0.033560091560000005
0.1046737315	0.0514743344	-0.0181294655	0.0	-1.053866638	0.4050379844	-1.293877574	1.284343119	1.286429079	0.6617765284	-1.226018352	-0.4485011141	-0.6651334159000001	-1.847179024	-0.4092062785
0.10300061619999999	0.04589325	-0.0270732229	0.0	-0.8861203709000001	0.5588673705	0.4079080961	0.5184311058	1.080848488	0.5947419614	-0.7795373717	-0.3688778975	-1.291554851	-1.646283191	-1.033176391
0.1012664153	0.0402033119	-0.035872533	0.0	-0.8550372089	1.37012205	0.5903239132	-1.226803577	0.9004540106000001	0.4270692704	-0.8351518292	-1.064643952	-1.492692739	-1.641991925	-0.1058103288
0.0994721573	0.0344180161	-0.0444804475	0.0	-1.038470456	0.7567280744	-1.306968094	0.2496755621	1.119313065	0.4168994639	-0.8716042773	0.4462152059	-0.6235904025	-2.209815947	1.808217595
0.0976189063	0.0285510844	-0.0528510396	0.0	-1.121657472	0.4417862926	-0.1381045998	1.099841838	0.8173035556	0.1798850734	-0.7012094084	0.6190579372999999	-0.7468655226	-2.15205016	-0.1939884827
0.09570776140000001	0.0226164328	-0.0609396486	0.0	-0.9370641505	0.6967886817	1.133395848	-0.3545514836	1.065898807	-0.1065949731	-0.9967028704	0.3245889926	-1.107473926	-1.5524277919999998	-0.591477902
0.093739856	0.0166281375	-0.0687031182	0.0	-0.6828952383	1.5907262880000002	-0.844181354	-0.9929528397	0.7344035603	-0.3743780206	-1.273172883	0.6113029074	-0.8991248741	-0.36770519	0.5441053358
0.09171635730000001	0.0106004021	-0.0761000269	0.0	-1.104548837	0.5492317228	-1.120604554	1.154682414	0.4564367441	-0.09936667008	-1.17317926	1.25229114	-1.083614855	0.3709464598	-0.3452114186
0.08963846519999999	0.0045475237	-0.083090909	0.0	-1.212616281	0.4649523276	0.1647054538	0.16991225370000002	-1.874821846	-0.04050077079	-0.8811493518000001	-0.028478001760000007	0.03027480586	-1.214984456	-1.356676065
0.08750741210000001	-0.0015161409	-0.08963846519999999	0.0	-0.9891921781	1.196015696	0.6095722982	-0.5501200565	-1.507868189	-0.1173394133	-1.014113426	-2.139853386	-0.7405436912000001	0.2435067407	-0.7120479534999999
0.0853244618	-0.007576209499999998	-0.09570776140000001	0.0	-0.8028642668000001	1.664643781	-1.312965332	0.124175088	-1.015916257	0.08245486201	-1.185344432	-2.145303553	-0.6716599429000001	0.7661038742	-0.2042500814
0.083090909	-0.013618308	-0.1012664153	0.0	-0.8309974511	0.9511190549	-0.9053408911	1.81689423	0.6023806432	0.4730926016	-1.257839806	-2.000963594	-0.07689365364	0.7788385142	-0.8924930126
0.0808080783	-0.0196281055	-0.106284769	0.0	-0.7099470179	1.085963762	0.3157634099	0.8294359190999999	1.863908597	0.4496710857	-1.562356609	-1.225301269	0.8527036479000001	-0.5131785238000001	-1.307227373
0.0784773235	-0.025591347200000003	-0.1107360475	0.0	-0.6437761535000001	1.77863002	0.9178401383	-0.3633802921	1.3348132190000002	0.7313605535	-1.217287485	-1.2043343009999998	0.7704615176	-0.5626232991	0.8902513959999999
0.0761000269	-0.0314938891	-0.11459650130000001	0.0	-0.7236025442	1.513436899	-1.09042995	0.43154538	1.582102641	0.3193084969	-0.9481851315	-0.4884686528	0.9969006716	-1.6725711	1.080735574
0.0736775984	-0.037321731000000004	-0.11784553310000001	0.0	-0.9224896865	0.8366428147	-0.5036838753	1.073417447	0.8524766487000001	0.19356647780000005	-0.7462267323999999	0.8330690115	0.0008637579173	-1.603995259	0.2323879308
0.0712114746	-0.0430610499	-0.1204658081	0.0	-1.019018932	0.868184774	0.9384125927	0.8033169956999999	1.076732288	-0.06265601047000001	-1.092918798	1.241745793	0.10470943	0.9005052725	-0.3432883596
0.0687031182	-0.048698232699999996	-0.1224433458	0.0	-0.9014830314	1.10695333	1.039015372	-0.7892723640000001	0.1906105611	0.03827582215	-1.275087965	0.8969895614	-0.4265833966	1.1289057059999998	-0.3232862088
0.0661540166	-0.0542199087	-0.12376759529999999	0.0	-0.8336272715	1.440758042	-0.8414936476	-0.9196294017	0.2970674597	0.2468501256	-1.63098112	0.8431586399	-0.598865015	1.4799067380000002	0.3861270847
0.0635656818	-0.059612980999999995	-0.1244314912	0.0	-1.203988806	0.2126255564	-1.53498791	1.077340488	-0.5912731468	-0.07386838289	-1.085550863	1.03095898	0.5215559824	0.2493460529	-0.2309827524
0.0609396486	-0.0648646579	-0.1244314912	0.0	-1.0735348059999998	0.6023663745000001	0.009591924627	0.807819541	-0.005345563892	-0.4209161237	-1.135347369	-1.08916753	0.7098499815	0.2688403066	-1.50745615
0.0582774746	-0.0699624831	-0.12376759529999999	0.0	-0.9389299038	1.009063697	0.7313340362999999	-0.5604192052	0.7297930432999999	0.0007194478557	-1.247221828	-2.154906443	-1.171365188	0.8007884378	-0.9150078803
0.0555807385	-0.0748943649	-0.1224433458	0.0	-0.8344490295999999	1.215163612	-1.403222754	-0.1416515494	0.9942759632	-0.2749453159	-1.486470544	-1.962382449	-1.4099866559999998	-1.000336479	0.5081711972
0.0528510396	-0.07964860559999999	-0.1204658081	0.0	-1.041578803	0.5155535567	-0.6864360933	1.181820973	0.9040601096	0.1705792962	-1.34338555	0.044082672710000013	-0.9342760988	-2.479777442	-0.4030250281
0.050089997000000004	-0.08421392859999999	-0.11784553310000001	0.0	-1.04557819	1.3760526080000002	1.355271802	-0.1497544536	0.4693715355	0.07931302404	-1.366932305	0.6801268129000001	-0.6921158626999999	0.3253859498	-0.08006160150000001
0.0472992479	-0.0885795055	-0.11459650130000001	0.0	-0.8567109140000001	1.387280783	-1.642316529	-0.3546323969	-0.05633735823	0.23388338170000006	-1.491045331	0.9934769725	-0.6041788404	1.135225141	0.8087302223999999
0.0444804475	-0.0927349816	-0.1107360475	0.0	-1.13084375	0.6771054784999999	-0.5356553414999999	1.7618174290000002	-0.8128664091	-0.01474890186	-0.6747529475	0.613200807	-0.9956499808	0.8382755164	-0.7530090759999999
0.0416352676	-0.0966705005	-0.106284769	0.0	-0.9478943939	0.8728549817	1.0087992959999998	0.138492411	-1.7120588819999998	0.014104190680000003	-0.8448041486	-0.1081440663	-0.7889899668000001	0.2603403506	-1.264053617
0.0387653954	-0.1003767277	-0.1012664153	0.0	-0.8974290884999999	1.600981159	-0.06346296648	-0.8141222687	-1.091785065	0.09704653955	-1.102030604	-0.06879762308	0.2994955424	0.7982889702	0.8379945562000001
0.035872533	-0.1038448724	-0.09570776140000001	0.0	-1.088955488	0.6852700031	-1.02318793	1.013940879	-0.5760391896	0.3306851253	-1.190404173	0.7593851443999999	0.6978248437000001	0.5589754875999999	1.146921256
0.032958396	-0.1070667085	-0.08963846519999999	0.0	-1.063793673	0.9975486609	0.2076755546	1.513069059	-0.8204035031999999	0.1970225364	-1.012707976	0.6263411661	0.6420799764	-0.1460855647	-0.1295509463
0.0300247127	-0.1100345942	-0.083090909	0.0	-0.914814493	1.214123727	1.205685284	0.01435717155	-0.9551276179	0.5724525420000001	-0.8377467712000001	0.4428301599	0.15656470449999998	0.5208868585	-0.9477256099
0.0270732229	-0.11274149	-0.0761000269	0.0	-1.092555842	1.581730141	-0.259727672	-0.9262412885	-0.2723135308	0.20718483	-1.208296562	0.5291820081	0.3262951618	1.544625963	1.19407059
0.0241056771	-0.1151809755	-0.0687031182	0.0	-1.200659927	0.648756097	-1.138661577	1.227948213	0.4869370644	0.7306662361	-1.114783984	1.253058584	0.5674758264	1.7246881019999998	1.015998397
