0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11
0.1753603861	0.0	0.7545531154999999	-2.052506619	0.3697513945000001	0.3685869889	-0.8031265891	5.159630481000001	0.5597201068	-0.7445709876000001	-2.629616238	-0.9313187123	2.369686892
0.1749508238	0.0	0.06975893986000001	-1.524553674	-0.0209644668	1.882933631	-2.238680265	0.2527029324	0.6454083281	0.5244564539	1.166333494	-0.05506302405	-0.06899387538
0.17413265579999998	0.0	0.1865111675	-1.336462808	0.6452430605	1.173024242	-0.3834569581	1.216525458	1.128344103	0.2097307197	1.197675616	0.8781970054000001	-0.2794596666
0.17290779280000002	0.0	0.06519673408	-0.9616577174	1.261994445	0.8320261851999999	1.5941346319999998	0.5075237664	1.963170462	0.09520151125	0.1721391167	1.411485642	0.6167390502000001
0.1712790957	0.0	0.05038041675	0.04253411867	1.223816245	0.9313462891	3.169495378	-0.1471524111	0.1489607587	1.144450419	-1.070629608	0.5409163321	1.83076239
0.16925036829999998	0.0	-0.1947043122	0.5883268933	0.6272836206	0.170121318	2.000163212	1.656737599	0.06719930786	1.963038489	0.3532062451	0.7552261528	-0.9320923164
0.1668263489	0.0	-1.405550004	0.4603890166	-0.08118098787	-1.224060358	-0.1306271779	1.271902022	0.6679898831000001	-0.4823861383	0.1114660901	1.346783425	-0.8844819773
0.1640126988	0.0	-1.43801723	0.877354747	-0.6163285528	-1.626188442	0.02673292422	-0.0002296017425	-0.6297424954	-0.7366203949	-0.9254930603	0.4845990818	1.204138549
0.1608159894	0.0	-0.8174045467000001	1.147449501	-0.5868976589	-1.275477277	0.09486013136	0.7585232659000001	-1.0033304509999998	0.2137439227	-0.7435453648	-1.443935908	1.27506321
0.1572436868	0.0	-0.4575786528	0.6137963262	0.1566766285	-1.754046334	0.08733822527999999	0.782065254	0.2661925417	0.6646981721	0.1372307675	-1.554213073	0.2875485922
0.1533041343	0.0	-1.184266183	0.5350754546000001	0.3971014776	-2.130065201	-0.2666124092	-0.2322398347	0.9557121269	-0.0946692282	-0.08871521587999999	-1.095132399	-0.04273628846
0.1490065329	0.0	-1.1401004540000002	0.9686850792	0.7323159687999999	-1.923905653	-0.07392765337	-1.220171745	0.3237882132	-0.1735443969	-0.3247695914	-0.3011549058	0.8367304385
0.1443609199	0.0	0.26177477600000004	1.192519802	0.9608639338	-0.7500238848	0.1277853863	-0.1724502537	0.2485487963	1.285023471	-0.2370180979	-1.080110203	0.1124865204
0.1393781452	0.0	1.005315487	1.196599706	0.3650667892	0.02420520006	-0.210640337	-0.3570607089	0.2778047625	0.4405968168	-0.06443395802999999	-0.956126015	-1.173094863
0.1340698464	0.0	1.605891616	0.7427459640999999	-0.4448934805	-0.1171545784	0.1161709055	-0.7128711826	1.080598538	-0.059376495820000014	-0.4562150108	0.490747946	-0.2863876398
0.1284484213	0.0	1.218113818	-0.0630163744	-0.1953554008	-0.2495117584	-0.5640249955	-1.511808092	0.3886161894	-0.011768176709999998	-1.223075926	1.264581341	0.1552896703
0.1225269989	0.0	0.9418255349	-2.512086764	-0.7694789834	-1.361818992	0.9787268593	-1.153314258	-4.227189653	0.7255623698	1.300978521	0.4581341789	-0.3684206826
0.116319409	0.0	0.8937500209999999	-0.4105892386	-1.325713382	1.777394194	-0.8405493155	-1.078477154	0.9346988619	0.5216216926	-1.217861714	-0.3243651614	1.470510283
0.10984014980000001	0.0	0.4227968805	0.27664160050000003	-1.297085055	1.512557411	-0.7169628143000001	-0.489852976	-0.6306478648	-0.2458485427	-0.5442137043999999	-0.975657823	0.06705592682
0.1031043538	0.0	0.7129003736	0.2442100452	-1.5152246230000002	0.02262785166	0.2901412366	-0.4627652389	0.1472594829	-0.03650220157	-0.1999601492	-0.4768902104	0.0468250548
0.09612775289999999	0.0	0.7951695461	0.5138654201	-1.155518726	-0.410587761	-0.7123223129999999	-1.3446879230000002	0.31823326550000003	-0.5616765954	-0.6662807125	0.8646797442	1.696178061
0.0889266411	0.0	0.7764513936	-1.2020805209999998	-0.6188358008	-0.5100973870000001	-1.503297109	-0.8997851440000001	-1.416205065	0.4815570259000001	-0.7778020083	0.4804839406000001	0.4540652694
0.081517837	0.0	0.4068530089	-1.87602269	0.5027081822	0.6467209024	-0.5919341271999999	-0.5269164886	-0.02246978762	-1.0504151000000002	1.079215849	-1.768247165	-0.6391878009
0.0739186442	0.0	-0.8431034956	-0.17284598690000005	1.461243527	1.989800811	0.6240375533	-0.1293245209	0.5165138665	1.782568346	-0.3821460035	0.15733065359999998	-0.5238954929999999
0.066146811	0.0	-1.867644995	0.3493115343	2.131888632	-0.6375348668	-0.3361945074	-0.1905456372	-1.11587686	-1.628218421	0.6430177971	1.008672739	1.133612486
