0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12
0.1753603861	0.0	1.424647913	-0.5208886715	-0.05460144935	1.4838253819999998	0.891523363	-1.268730113	1.886493837	1.245774971	2.617647022	0.8199138698	2.578805758	0.9669469155
0.1749508238	0.0	0.8685360187000001	-0.05811101227000001	1.275852754	2.801771944	0.9199522309	0.8995280976000001	-0.3351046556	-0.7933645553	-0.2939005612	-2.359495467	2.454416379	1.7078281569999998
0.17413265579999998	0.0	0.5768040184000001	0.1019462636	-0.2159778737	1.3656200859999998	0.5005171536999999	-0.7809060219	-0.2782359478	-0.4169596197	0.6427390156	-2.184574613	-0.9533741335	-0.4879387044
0.17290779280000002	0.0	1.239193055	-0.35457730810000004	-0.4993441434000001	0.1683390855	1.787988692	-1.401349992	0.8294663165999999	0.858756409	0.2361474811	-1.014106051	-0.7792789481	0.8320566398
0.1712790957	0.0	0.6854638653	-1.38876163	-0.8736673677	-0.5486944829	1.211234787	-0.3255655048	0.3787264532	-1.626791981	-1.614594333	-0.09547000546	-0.2162556382	1.714347399
0.16925036829999998	0.0	0.3295844025	-1.924601928	-1.068919007	-1.249179578	-0.7402884051999999	-0.7718343952	-0.9509418928	-0.7870375587	-0.2096513098	-0.4224434691	-0.2635855375	1.565321981
0.1668263489	0.0	0.2574710535	-1.923778485	-0.292377156	-1.119262756	-0.9681024754	-1.007471965	-0.6874675620999999	0.477166032	0.5109204428	-1.509284737	0.8369778554	0.8070022190999999
0.1640126988	0.0	-0.3357486762	-0.5010760868	1.444626715	-0.4821132256	0.8928159719	-1.140759038	0.014094446619999998	-0.08663575267000001	-1.297800702	-0.7797898557999999	0.8873404898999999	1.068317606
0.1608159894	0.0	-1.012813461	0.7005434254999999	0.5003610016	-0.0004272098673000001	0.418312901	-1.790386019	1.30269151	-3.00807437	-0.09121410703	-0.8954368365	0.6319422694	0.9602142887
0.1572436868	0.0	-0.5154500103999999	0.9878307461	-0.440796863	1.706030115	-2.051809261	-2.269574182	-0.2675887266	-0.6431494493	-0.4587672168	-0.3487353747	0.4994546711	-0.02389294461
0.1533041343	0.0	1.114018116	1.22775826	-0.7659499342	-0.304815378	-2.0636604590000003	-1.205079665	0.1359990558	1.153119012	-0.2306631104	-1.724507086	-0.1467473002	1.557063502
