0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17954766219999999	0.0	0.0	-2.27316867	-0.7232091334999999	0.5472508572	-1.422298122	-0.399069182	-1.475805728	-3.42127835	-1.307885892	-1.5446130809999998
0.179086766	0.0	0.0	-1.4947880130000002	0.1192491349	0.7880383581	0.7474141473	1.723531825	-1.1902308940000002	-0.3897527268	-0.1998836552	-2.228558676
0.17816615649999998	0.0	0.0	-0.4656096889	1.00471313	1.350849869	-0.9746211584	0.9251907577	-1.259851992	0.8980313404000001	-0.8328862865000001	-1.70814772
0.17678819710000002	0.0	0.0	0.3099957244	1.540361076	1.3531836659999998	-1.070581211	0.3884903413	-0.2938881996	0.7841221923	-1.171503815	-0.2577088395
0.174956425	0.0	0.0	0.9265363699	1.639944139	0.8431363520999999	-1.435765488	-0.3076000489	-0.7809330506000001	0.4689238277	-0.9875295223	-0.07717803682999999
0.17267554219999998	0.0	0.0	1.238080438	0.03378212419	-1.263254711	-1.101038967	0.02407248062	-0.877978402	-0.1397081971	-0.8737466454	0.4306363635
0.1699514037	0.0	0.0	1.419971921	-1.074562346	-0.5105973369	-0.579379158	0.7531141943999999	0.6418230313000001	-0.1305496287	-0.6140884676	0.6564216337
0.1667910025	0.0	0.0	1.592255164	0.8221089594	1.031031598	-0.1957315093	0.4915343398	1.586595669	0.4769263456	-0.6399570314	1.695420785
0.1632024511	0.0	0.0	1.446089929	1.009580123	-0.7694720140000001	-0.9193672543	0.09349990129	0.4328398655	0.9483914419	-1.06273776	0.4044469685
0.1591949614	0.0	0.0	1.069239067	-0.3485524368	-1.72587005	-1.450189441	0.1718841883	-0.2431222778	0.9999100451	-1.431602541	-2.441234192
0.1547788205	0.0	0.0	0.8954185171	-1.079693589	0.3903687771	-1.889381599	-0.1333082221	-1.299320445	0.3882881184000001	-0.8207461705	-2.384825813
0.1499653646	0.0	0.0	0.6587016729999999	0.3215156888	1.103049426	-1.479149521	0.5352248876	-0.8612664645999999	0.3061205538	-1.176201429	-1.383465937
0.1447669497	0.0	0.0	0.1934945314	1.460352125	-0.6029867915	-0.8324329469	1.285585822	-0.4898162696	-0.6192829484000001	-1.4026912459999998	0.2588563565
0.1391969202	0.0	0.0	-0.09377507295	-0.3176677688	-1.744410325	-0.4969283183	1.04400597	-0.8429910435	-1.260370171	-1.022064677	-0.7020823976999999
0.1332695741	0.0	0.0	-0.17091873010000005	-1.5084453780000002	-0.1120792398	-0.4291786192	1.242435113	-0.8154212107	-1.301035904	-0.6752745788	-0.7949271428
0.127000127	0.0	0.0	-0.3958038355	-0.30396195600000003	1.212828273	-0.3054649506	1.534023146	-0.1250736564	-0.5027849741	-0.7665639812	0.3869942561
0.1204046724	0.0	0.0	-0.591191073	0.8936047039	0.5199482487	0.147965504	1.755231424	0.2789414734	0.3520918075	-0.33989488729999995	1.202980742
0.1135001407	0.0	0.0	-0.7509280601999999	0.1612951646	-1.563301135	0.2952978746	1.522149425	0.2631107789	-0.308284932	-0.4954138773	0.3603401741
0.1063042558	0.0	0.0	-0.4165816051	-2.23094503	-0.8212679515000001	0.2854485086	1.089504499	-0.1831657851	-0.1155679199	-0.5812010988	0.8403134278
0.0988354893	0.0	0.0	-0.7350975287	-1.951938896	0.586548548	0.4757082487	0.4454559945	0.1675393357	0.2373970782	-0.4821838418	1.305032296
0.0911130136	0.0	0.0	-0.9278396252	-0.1223275157	1.291925236	0.7377436814	0.01822562286	0.3565999354	0.6049111095	-0.5696339770000001	1.254738714
0.0831566521	0.0	0.0	-1.107358739	1.321237495	0.07951251991000001	0.8581720398999999	-0.452716402	-0.2871043879	0.7698610087000001	-0.3783431573	0.7107878457
0.07498682870000001	0.0	0.0	-1.240666419	0.4615366058	-1.0906719809999998	1.172505088	-0.5501905984000001	-0.9330466001	0.5999200204999999	-0.4801883782	-0.9073800454
0.0666245151	0.0	0.0	-0.9887288829	-1.248020291	-0.9841898512	1.530704017	-0.1577650026	-1.636237456	0.3107562279	-0.5563614392	-0.4015123771
0.0580911774	0.0	0.0	-0.7065465076	-1.389230604	0.9115197553	1.320336835	0.17548795879999998	-1.209940117	0.7358210304	-0.1838679899	0.35523426140000003
0.0494087204	0.0	0.0	-1.010242041	0.1068684937	1.569176559	0.6034654374	-1.043881036	-0.6784611329000001	1.170124861	-0.3235781854	0.8096550704000001
0.040599432000000005	0.0	0.0	-1.14473119	1.374419139	0.350461404	0.4930730239	-1.44307147	-0.6770784504999999	1.013747163	0.1555761483	0.2424652337
0.0316859254	0.0	0.0	-1.257487681	0.7133994198	-1.321908975	0.6854038218999999	-1.395511861	-0.9564304807	0.3233184134	-0.3513667864	-0.8305079871
0.022691081499999998	0.0	0.0	-0.7097921784000001	-1.368473786	-1.206124038	1.444239976	-0.371935096	-0.6206812852	0.8242727006	-1.139590161	0.1662834125
0.0136379899	0.0	0.0	-0.3755628054	-1.415248546	0.6187010908	1.408687873	-0.01782671986	-1.122010589	0.04512853622	-1.420029957	1.336533345
0.0045498898	0.0	0.0	-0.7803902531999999	0.3441183991	0.6164638568	0.462995959	-0.715039759	0.08423575749	0.5659948856	-1.487263256	1.567424739
-0.0045498898	0.0	0.0	-1.122566225	1.098137816	-0.1329926568	-0.01196094239	-1.840942634	0.3627240598	0.15964893970000002	-0.5302351298	0.8807461732999999
-0.0136379899	0.0	0.0	-0.329601567	-0.1686233671	-1.939143132	1.241461664	-1.135363154	0.7653863833	-1.171342689	-0.3713177112	-0.6999241868000001
-0.022691081499999998	0.0	0.0	0.2285719232	-0.6981052054000001	0.007615395034	0.9086528496	-1.273974018	-2.1418609440000003	-3.329739154	-0.217764298	1.6529455380000002
-0.0316859254	0.0	0.0	-1.029475158	0.5683039065	1.0479137509999998	0.0315735782	-2.07328209	0.04719281007	0.4460126414	-0.4617976164	0.6048012242
-0.040599432000000005	0.0	0.0	0.1210689059	0.5027966265	0.3642097497	0.9595438547	-1.28655196	0.7885832472	0.4794376656	-0.6130123374	1.063698348
-0.0494087204	0.0	0.0	0.2095329499	-0.3735746948	-0.3415312592	0.6332600984000001	-1.020071409	2.479716485	-0.7499408006999999	-0.5177266223	-0.1607486182
-0.0580911774	0.0	0.0	0.4752106543	0.2641990833	0.5666841322	1.358774029	-0.3092647802	2.136570323	-1.05303643	-0.02201672551	-1.178251929
-0.0666245151	0.0	0.0	0.9755334451	0.34955110920000004	1.152440761	0.7752113542	0.1805668075	0.5545902347	-1.643131123	1.227542738	-1.272474235
-0.07498682870000001	0.0	0.0	0.3709446803	0.4464587646	1.235551973	0.1022790376	0.2665922216	0.9546679843	-1.673864986	2.035793102	-0.925500245
-0.0831566521	0.0	0.0	0.3941055878	1.3871232269999998	1.4691582680000002	0.04377857692	-0.2469100074	1.804080859	-1.243498295	1.68069255	0.2477526441
-0.0911130136	0.0	0.0	1.073623676	2.0484832980000003	0.5370562004	0.8056281009999999	-0.4105762579	0.7222317889000001	-0.3474213465	1.621341987	0.1527315314
-0.0988354893	0.0	0.0	1.6635499480000002	0.02215175276	-1.3760620469999998	0.08563947095	0.1081669009	-0.3667714389	1.204493891	1.342960369	0.6330986389
-0.1063042558	0.0	0.0	1.5410852119999998	-1.697782021	-0.8547183128	-1.408185782	-0.4991355304	-1.021053329	1.01929181	1.156659908	0.4214296606
-0.1135001407	0.0	0.0	1.045888573	-0.6273399510000001	-0.002564016564	-1.931002689	0.1557023853	-0.416645083	0.9575218747	0.8135995527	-0.7873675544
-0.1204046724	0.0	0.0	0.7321479831000001	0.8482237826000001	-0.1783004611	-1.728228324	0.9847136128	-0.3698243314	0.07150654323	0.2504536462	0.31441440670000004
-0.127000127	0.0	0.0	-0.02579875598	0.02903828986	-1.222622825	-0.977750711	1.706478664	1.041566508	-0.4998257373	0.5309443807	1.520093343
-0.1332695741	0.0	0.0	-0.6410786389	-1.257479585	-0.9062631047	0.5002773012	0.35238976	-0.1939586918	0.7516427212000001	1.079260058	0.5838863089
-0.1391969202	0.0	0.0	-1.124288702	-1.3880065190000002	-1.131597267	0.1120111655	-1.274829348	-0.5198070935	0.9575983964	1.617809623	0.5091514485
-0.1447669497	0.0	0.0	-1.329737069	-1.07136437	-0.2053250425	-0.3774519902	-1.818712476	1.216493228	-0.8936111304000001	1.2599204309999998	-0.287615457
-0.1499653646	0.0	0.0	0.3070845884	0.273821596	1.023578911	1.193473086	-0.8814048261	2.424050722	-0.9550712547	0.3897922367	-0.7910819974
-0.1547788205	0.0	0.0	1.291007409	0.9726495405	0.7735878517	1.397989067	-0.02410772269	0.2622256249	-0.4970573097	1.310400816	-0.6837793725
-0.1591949614	0.0	0.0	1.719104697	-0.02177889773	-1.5614857619999998	0.389712315	0.7034499296	-0.2130199531	1.045694954	1.431368878	0.5534673277000001
-0.1632024511	0.0	0.0	1.083122713	-0.7253212559000001	-0.1065305252	-0.5013947022999999	0.8953139609999999	0.6535186691	1.171575574	0.3708524216	0.2145201055
-0.1667910025	0.0	0.0	0.9888398586	0.6340864489	1.3459718880000002	-1.645041934	0.379823347	1.055354952	1.174722458	-0.4884369247	-1.042800675
-0.1699514037	0.0	0.0	0.7431207686	0.9668026308	0.3748024911	-1.799499018	0.8190899745999999	-0.08569598541000001	-0.9476773168	1.231588804	0.3352722832
-0.17267554219999998	0.0	0.0	-0.5427755848	-0.1713395645	-0.7234983392000001	-0.2990915189	2.305194187	0.4387570632	-0.4438396071	1.370766779	0.06831309197
-0.174956425	0.0	0.0	-1.122036227	0.1881427936	0.8882063498	0.002131910387	0.586164455	0.3171652542	0.7282649812	1.043305274	0.9328312644
-0.17678819710000002	0.0	0.0	-1.4720936219999998	1.268054344	0.4566088451	-0.001865342266	-1.4789517330000002	0.4947456557	0.8407603122	1.126461022	0.1002064457
