0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18	0.0.19	0.0.20
0.12450533039999999	0.124477639	0.1244314912	0.0	-0.203212632	1.473470181	-0.3630799467	-1.735204349	2.003683923	2.51304508	-0.1829677342	1.232787424	1.197221322	-0.381072095	-0.9927614577	0.02752453082	0.1437685698	0.7217661981	-1.020897528	0.3932377772	-2.078653386	0.6229216842
0.1244314912	0.1241823917	0.12376759529999999	0.0	0.431910619	1.096488821	-1.441279571	-1.4030057180000002	1.967311226	1.075253965	-0.9793569097	0.5712589489	1.267487729	0.1902893828	-1.005441807	0.764190281	0.1544604503	0.5316456999	-0.5244113992	1.060387626	-0.6677439925	0.1178513168
0.1242838566	0.12359259759999999	0.1224433458	0.0	-0.7789822234999999	1.020217219	-0.4930479688	-0.3710248112	0.6973662649	0.5953596991	-0.646199561	-0.5671517271000001	-0.8684506086	-0.4724088005	-0.04957746827	2.011838462	0.2431830589	0.8427593458	-0.08057471053	1.58019876	1.496582628	-0.3846018058
0.1240625143	0.1227096555	0.1204658081	0.0	0.8891588819	1.2293368409999998	-1.210482803	0.6101516592	0.548447299	0.2421974454	0.128645731	-1.436355754	-0.6417633139	0.5457014915	0.8574180606999999	1.5153589280000002	0.6400256911	0.5086349288	-0.3905476645	-0.3215850088	0.2561233624	-1.188185052
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	1.272582731	1.147081923	-0.6728891787000001	-0.9482891086	0.02247180863	0.8744896922	0.5437802683	-2.006610495	0.8297912562	-0.3219720798	-0.2669729325	-0.1535209714	0.3773028994	0.4844697333	-0.08659539305	-1.939513177	-1.544375628	0.6055494733
0.1233992748	0.1200733947	0.11459650130000001	0.0	-0.525322421	1.139575486	-0.410125668	-0.3630456718	-0.5806258047999999	0.7265356011	-0.2228390878	-0.5746231941	0.520671354	-0.513567205	1.200751598	-0.8055407399	0.4558667088	0.7216754569	1.109369758	-1.378838388	0.4126549039	0.6999190323000001
0.122957771	0.1183263288	0.1107360475	0.0	0.4620161978	0.8452392427	-0.9095875061	-0.6940540519	-0.8850559462	0.8005745271	-0.5089883011999999	-0.552664071	0.19725116	0.0006913994062999999	0.9074453453	-0.7264233329	0.505574903	0.7772829384000001	0.5665769304	-1.256693521	-0.4076891081	-0.1884438201
0.1224433458	0.116298606	0.106284769	0.0	0.0780343838	0.4333776819	-0.32732398	-0.9491053504	-1.106773931	0.9333398248	-0.6552129704	-0.27989035440000004	-0.7541245423	-0.04564769681	2.320250537	-1.100616166	0.1560354391	0.7354102548999999	-0.2514100299	-0.0017078601899999995	0.7207068538	-0.044330347740000005
0.12185630439999999	0.1139950357	0.1012664153	0.0	0.6435941554	1.06532586	0.03598242423	-0.8729214324	0.3672029663	0.8428386072	0.5809290592	0.9353198338	-1.610175655	-0.3708767415	0.69877352	-0.6712817454000001	0.3610025794	1.0571835790000002	-1.82651059	-1.034704889	0.4150414781	-0.5494244104
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.142935866	1.499452569	-0.2958974404	0.6979529770999999	0.1089999876	0.6389992475	-0.1214236933	1.270427741	-0.7201767662	-0.3346131148	-1.7417975330000002	0.01149199984	0.4407770654	1.931023614	-1.013596783	-1.467517126	-0.3092876538	0.3055328798
0.1204658081	0.1085828495	0.08963846519999999	0.0	-0.4946525826	1.414265214	-1.029819947	0.6853956093000001	-0.6535084114999999	1.115254374	0.2690045218	0.6719732965999999	-0.597143023	0.2927887882	-1.316241159	-0.06606927214	0.8376435041	1.057053308	0.4606730331	0.5314705683	0.5484126636	1.6236158630000002
0.11966317789999999	0.10548707060000001	0.083090909	0.0	0.7625894404000001	1.358789702	-0.8450656735	-0.283141559	-1.606986976	0.5551761379	-0.08957302192	0.6260372583	-0.4986916218	-0.3916661487	-0.2900392188	1.201540629	0.4967960503	0.1839486734	1.024888132	1.009821781	0.8858279409	-2.213517341
