0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18	0.0.19	0.0.20
0.12450533039999999	0.124477639	0.1244314912	0.0	-1.48814712	-0.5898575925	-1.608481523	1.658535794	-0.6207904516	2.061199291	1.555176144	1.555998295	1.667693703	1.756346582	0.8475208023	1.227581661	2.269369159	-0.2132634174	-0.3885458311	-0.1998699591	-0.9059762487	-0.09852159643
0.1244314912	0.1241823917	0.12376759529999999	0.0	-1.7097292469999998	-0.1867967208	-1.363699365	2.223667012	-0.4125335065	1.631129113	1.910724431	1.789414385	1.289552803	1.625891225	0.547032954	0.7615889269	1.756151744	1.122036332	2.245575672	-0.9578259879	0.4089877127	-0.6633943832
0.1242838566	0.12359259759999999	0.1224433458	0.0	-1.44670827	-0.3803622136	-1.536774829	2.221971324	0.1691957239	1.707688495	2.156964669	1.715738695	1.577571419	1.7973736969999998	-1.210997961	0.6604599726	1.995885973	-0.6273758011	1.521257189	-0.07901095897999999	0.3380644089	-0.1613871648
0.1240625143	0.1227096555	0.1204658081	0.0	-1.368717584	-0.0806940175	-1.109481499	2.65115324	0.19910366350000006	1.828375577	2.043957546	2.435827381	1.074949448	1.500034561	1.301255377	1.225096975	1.920704032	-0.14677207	1.651555776	-0.1313473916	-1.183690207	0.2097799176
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-1.337552996	-0.4792843570000001	-1.62198443	2.367278326	0.826176877	1.325542073	2.136268851	2.629283882	0.8907443048	1.874137664	2.319552748	1.143657038	2.119164413	2.4068038780000003	2.374671823	-0.6187719361	0.2920955557	-0.850168585
0.1233992748	0.1200733947	0.11459650130000001	0.0	-1.43572313	-0.3493057291	-1.085171945	1.983372892	1.113693759	1.865055385	1.332844047	1.947355241	1.280670574	1.740994815	0.8783133513	1.174525717	1.84332279	2.8907485260000003	1.589098212	-0.4967943085	0.2909802316	-0.5328189883
0.122957771	0.1183263288	0.1107360475	0.0	-1.432379555	-0.03383151967	-1.3972807619999998	1.69951867	0.2413615824	1.693140076	0.8459463986	0.9205931641	1.3758539719999998	1.539118337	-0.3523079953	1.280033711	2.206270451	-0.4135825479	1.103400073	-1.069305701	0.7663029008	-0.3633384864
0.1224433458	0.116298606	0.106284769	0.0	-1.426392309	-0.4478788048	-0.9333359274	1.843321285	-0.1233437193	1.985868424	1.064381796	1.4354305980000002	1.567598574	1.377732966	-0.02577237031	1.4788179680000002	2.02306	-1.0455072909999998	1.7008885319999998	-0.09075513571	-1.4585171630000002	0.06938024365
0.12185630439999999	0.1139950357	0.1012664153	0.0	-1.13321238	0.215898286	-1.356912109	2.509958268	-0.11431178	1.504971324	1.733083475	1.383623557	0.5188797914	0.9985581798	1.611647548	1.4162927419999998	2.556359093	0.9593689677	0.8164247693000001	-0.4747111607	-0.1956522639	-0.9350261881
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.38594999	-0.2141575299	-1.03908823	2.465298972	0.9861058419	1.88358232	0.950447831	1.431985523	1.325108045	1.432018711	-0.4320786553	1.151285369	2.204324378	1.633665401	1.624734505	0.2643563666	0.7710149395999999	-0.4173125417
