0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14
0.1781187815	0.0	-1.274974113	0.3114009983	-0.9326880497	-2.230378899	0.8852018754000001	-1.031158258	-0.3407494875	-0.03494229719	-1.043961526	-0.09068868389	-1.279037659	0.03457239227	-1.320671293	0.9349777198
0.1776759502	0.0	-1.087461988	0.1056213578	-0.6997597983	-1.074331893	1.06950521	-0.7748244098999999	0.02963507142	0.5475474415	-0.709427411	-0.5191795962	-0.2773630205	-0.4191530562	0.03997176246	-1.007529175
0.1767913884	0.0	-1.025439657	0.4756168670000001	-0.6219794089	-0.1485922784	0.2036747424	-0.6925457370999999	-0.1580853431	0.7663906478	-0.6573305997	-0.1360409035	-0.798395854	0.5998799793	-1.253803663	0.9192910502
0.1754672954	0.0	-0.9408172782	0.7002290329	-0.5535575208	-0.4805886198	-0.01202680213	-0.7594028835	0.1538307875	0.2891578575	-0.6747829475	-0.4718143216	1.449274766	0.21791277	-0.8399780866	-1.982243386
0.1737069631	0.0	-0.8637575770999999	0.5874533575	-0.4711861154	-0.3276450397	0.3572043336	-0.6545544035	0.4531341101	0.9012883108	-0.1414377323	-0.2605691958	-1.506553726	-0.1551339834	0.5797649645	0.7695959201000001
0.17151476780000002	0.0	-0.8310861496999999	0.6554327441	-0.4276138851	0.01158912114	0.3151625943	-0.5047919861	0.9450926067	0.4647757039	0.009147350289	-0.417160489	-0.2181396194	0.5871278567	-1.6426505180000002	0.002056830977
0.16889615989999998	0.0	-0.8801866097	0.4093926848	-0.491288374	0.13013675019999998	0.6272800845000001	-0.1894868564	0.9379126207	0.612698404	-0.08545114554	0.02399290446	1.273295893	0.07173740803999999	0.2711371812	1.111138102
0.1658576494	0.0	-0.8191386293	0.4553120455	-0.6076660147	0.02934857427	-0.0316622044	-0.155248732	1.22736153	0.3245148518	0.1367567277	-0.367175219	-0.7661749044	0.1850035085	-1.113855396	0.407290035
0.1624067907	0.0	-0.7062811112	0.4851739363000001	-0.4232813631	0.158343992	0.5480403811	-0.1226460269	0.8973484751999999	0.7314330794	0.02596469687	-0.5864873226	0.6546150598	0.4519258091	0.847202217	0.3033692964
0.1585521632	0.0	-0.7198697499	0.7015415542	-0.4060295292	0.9096896433	0.1146641471	-0.4011245643	0.5175248149	0.8658105292	-0.09829230162	-0.1357512123	-0.7935666662	0.5357527978	-0.1163635919	1.417897834
0.15430335	0.0	-0.612139765	0.7939257431	-0.3987674886	0.4562478283	0.08043610546	-0.1137933097	-0.06857826206	0.540111251	0.05046830586	-0.5385528045	1.105841781	0.8148627945	-1.051290887	-1.021306672
0.14967091429999999	0.0	-0.7092195339	0.6173564018	-0.598763383	0.3371901572	0.1355685652	-0.2203797678	0.3471381583	0.5337372562	-0.1851589004	-0.05911884624	-1.5101478309999998	-1.008684204	0.8223711936	0.08133629165
0.1446663732	0.0	-0.6077080497999999	0.4379638983	-0.4086115985	0.07912457121000001	0.2470504375	0.2558988889	0.7723307369	0.4436788079	0.05099994665	-3.655838742	0.6530164534	-0.3355213523	-2.145918631	0.3998675408
0.1393021686	0.0	-1.063701247	1.05594961	-0.6213427459	0.01166596744	1.574586046	-1.382241549	2.217654745	-2.91557891	-0.6402191319	-0.5097994920000001	-1.496904511	-0.12807559570000002	0.3363840296	0.2339782445
0.13359163699999999	0.0	-0.6243198466	0.6446829238	-0.5273046403	0.3348430511	1.731072509	-0.2050405134	1.36342082	0.9672335787	0.213748476	-1.3039043540000002	-0.001108203621	0.122229424	-1.208439912	0.9349532178
0.1275489755	0.0	-0.6162484094	0.5292572535	-0.5332866235	1.054404032	1.320371995	-0.5004563947	1.242479801	0.7457973088	0.459167501	-1.119686828	0.7613113715000001	0.5585307014	0.9927198562	-1.112893346
0.12118920710000004	0.0	-0.5051093871	0.4743753122	-0.5854792273	1.417275634	0.296398345	-0.2252972732	1.065501612	0.5906334168999999	0.07668981222	-0.8151303909000001	0.3861516979	1.844710771	-1.3979372369999998	-0.1242936417
0.1145281432	0.0	-0.7283124084	0.4337376531	-0.5894459876	0.57612704	0.8711054901999999	-0.1872627088	0.7297516922	0.5861906491	-0.2067216566	0.1197149629	1.330748569	-0.2159541825	0.7983587888	0.6272779146
