0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17	0.0.18	0.0.19	0.0.20	0.0.21	0.0.22
0.12450533039999999	0.124477639	0.1244314912	0.0	-2.0656777980000003	-1.804419156	1.76423547	-1.1022223	-1.120763407	0.1369539123	-0.5309087067	-1.028821625	-1.960008843	-0.0967927855	1.525938389	-0.306235232	-0.9243524168	-0.2239082207	-0.4112366908	-1.539419569	1.2029849540000002	-1.360010621	-0.7767970922	0.2379185924
0.1244314912	0.1241823917	0.12376759529999999	0.0	-1.842000705	-1.3672810080000002	0.9364225952	-0.9431504535	-1.305427844	0.6062643916	0.1174632684	-1.014531881	-0.7661550664	0.183751341	1.018949358	-0.2739465834	-0.2005035441	1.012626243	0.09185773409	-0.4649653104	0.6518230065	-0.1912936418	-0.1438509753	0.7993445873
0.1242838566	0.12359259759999999	0.1224433458	0.0	-1.727398314	-1.484713156	0.9524948149	-1.368372853	-0.9341590419	0.9993466029	-0.1796965524	-0.4804766216	0.5967329964	0.1256187008	1.497448034	0.6057383665999999	-0.2619486053	-0.1041709517	-0.5697279773	-0.3040938308	0.469251723	-0.7549972120999999	0.4433894811	-1.664550471
0.1240625143	0.1227096555	0.1204658081	0.0	-1.712807294	-1.227055647	1.138181575	-1.042784298	-1.347094445	0.64189442	0.5708697754	-0.7500372120000001	-0.2291916607	0.05633439953	1.5303210230000002	0.8787534095	-0.4314510202	1.143312648	-0.5283608575	-0.5516528151	-0.1162133533	0.8813316859	-2.042124433	-0.310500343
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-1.691363653	-1.091386776	0.8457174576	-0.9921706455	-1.166587941	0.8676133001999999	0.4807654701	-0.3958074615	0.3353475183	0.5220219735	1.304590817	-1.614160299	0.5651490635	0.09527173193	-0.8559560769	0.3611809381	0.7056165509000001	-0.8044833529000001	1.134182371	-0.1155102737
0.1233992748	0.1200733947	0.11459650130000001	0.0	-1.5319573430000002	-1.27471861	0.8013207294	-1.169725928	-1.004973451	0.8269149029999999	0.8951826876000001	-0.1544420646	0.331262963	0.3285456032	1.167171051	1.774852272	0.07592433974	1.137863626	-1.632837385	0.3755019962	0.3883822888	-0.1793315579	-2.124834519	-0.06643887582
0.122957771	0.1183263288	0.1107360475	0.0	-1.514692385	-1.26530442	0.4389825694	-1.126364079	-1.00903441	0.9949461275	0.2448867757	0.0436993566	0.7064256137999999	0.5492846415	0.1793188303	-0.02450072706	-1.3575989240000002	0.04927402699	-2.240679199	0.578995606	0.7591624137999999	0.6537316124	0.3119338288	0.8220847076000001
0.1224433458	0.116298606	0.106284769	0.0	-1.5199632180000002	-1.368560987	1.082356443	-0.9429306279	-1.092541027	0.828977145	0.4721694257	0.1722821546	0.4371968479	0.3864621245	-0.008874255816	0.7177680559	-0.8106852937000001	1.351148835	-1.430205985	0.2116102182	0.7119748064	-0.8984367212000001	-1.253085251	-0.483592087
0.12185630439999999	0.1139950357	0.1012664153	0.0	-1.478087767	-1.023096766	0.5845128822	-1.003885458	-1.088998342	1.19789452	1.055686953	0.1030845429	0.4216107584000001	0.7124961208	0.6583388178	-0.09044768982	0.5181281859	-0.03231697838	-0.7529847601	1.1932012790000002	0.7085325019	0.9702674668	0.2170981547	0.7036391832
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.293671524	-1.321326706	0.75009764	-1.176621744	-0.9729035714	1.207627357	0.7093221045999999	0.05350472846	1.751458563	0.28738135600000003	1.3991288730000002	1.051367264	-0.08283836501	1.829498046	-1.213715161	-0.2672254987	0.7889153490999999	-0.9572388168	0.6935061481	-1.284574581
0.1204658081	0.1085828495	0.08963846519999999	0.0	-1.432031658	-1.3893971230000002	0.6097145948	-1.104023624	-0.8878553031	1.190282813	0.4800542955	0.246503523	0.7444655174	0.2991909322	0.26126327050000003	-0.03075535952	-1.278992099	-0.534115922	-0.9238816689	-0.0074161950470000015	0.04409105124	1.716347027	-1.5854276319999998	-0.2202062149
0.11966317789999999	0.10548707060000001	0.083090909	0.0	-1.241097785	-1.355497203	0.5778369993	-1.259685137	-1.29859607	0.7251682145999999	0.2389000196	0.2324285562	1.037375763	0.1750550907	0.041190841	-0.4912237889	-1.068166689	2.480863407	-1.517678349	-0.7065808373	0.8135733713	-1.066622909	0.6778771866	0.3391763056
0.1187895802	0.102141088	0.0761000269	0.0	-1.6907000280000002	-1.037140211	1.199700506	-1.138650783	-0.9899834785	1.211236792	0.6863389124	0.3847823395	0.2339045412	0.7734248672	0.28067061260000004	0.3742056424	-0.04954714362	-2.693724376	-1.290482114	0.6929651478	-0.4871938094	0.12935832279999998	-1.67758151	-1.074537617
0.11784553310000001	0.098552838	0.0687031182	0.0	-1.583554502	-1.02381649	1.763407209	-1.927146748	-1.280176531	1.548771424	1.095169655	-0.8979458764	-0.02381577563	0.6273879668	2.56679116	-1.265208474	-0.4732103448	-3.261436176	0.07116534541	1.438142578	-1.686359011	-1.210201635	0.07301353096	0.8520039694
0.11683159650000001	0.0947308316	0.0609396486	0.0	-1.314488099	-1.554594384	1.144002674	-0.6688519694	-0.748639963	1.048762048	1.121579013	0.4182579216	0.3803002648	0.8903475672	1.877306182	1.57843937	-0.8751322253	2.041495485	0.8137901972	1.555555675	1.125913161	-0.7083979271999999	-1.051554277	0.5173307207
