0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13
0.1781187815	0.0	2.0063259	1.6695072009999998	-1.879131877	2.136394397	1.715342367	-2.701924093	-0.3767711705	2.301013591	1.288047515	0.6596345762	0.03608287518	-0.3054476217	-0.1280686893
0.1776759502	0.0	1.657759758	1.584469984	-1.697447111	2.305128402	1.919065251	-1.709693176	1.276095893	1.975561388	1.314878492	1.017165455	0.6002757392	1.160539618	1.473562672
0.1767913884	0.0	1.561877751	1.836029184	-1.5117287730000002	2.122625424	2.309236436	-2.229925452	-1.406276706	2.537917016	1.5387143769999998	0.06310742546	-0.9732115735	1.284224679	0.4327800508
0.1754672954	0.0	1.799350789	1.868504674	-1.555067894	2.4405394780000003	2.501028524	-1.214807496	-0.8640449794	2.592121449	1.904685585	1.54611309	0.469829425	-0.8878318268000001	1.269703707
0.1737069631	0.0	1.567755886	1.912165409	-1.705363025	2.3156334640000003	2.459187635	-2.170821381	2.41053122	2.457037715	2.088586884	3.5013193960000004	1.944202005	1.093986312	0.1111096457
0.17151476780000002	0.0	1.664718362	1.776223389	-1.821004255	1.783153379	1.916624779	-1.823131736	1.375723961	1.013176613	1.5269183469999998	2.33464256	2.39434521	1.051663503	0.7346989467
0.16889615989999998	0.0	1.746001176	1.6941056769999998	-1.298688008	1.34933167	1.486737515	-2.250892218	-0.05990762724	0.7902160679000001	1.463087833	-0.7418415448000001	-0.6499323392	1.588194981	0.3468036465
0.1658576494	0.0	1.859828218	1.664960366	-1.812756692	1.807076288	1.433293519	-1.338417855	-0.8734501936	1.035553347	1.831142485	0.5478897141	-1.021082012	-0.5562455543	2.362020139
0.1624067907	0.0	1.615435982	2.063297395	-1.378201513	1.542438604	1.455891571	-1.5283129640000002	1.261406701	1.319419045	1.46891638	1.824588542	0.2146107716	1.236544427	0.7903568508
0.1585521632	0.0	1.508517277	1.892188109	-1.147504576	2.178802994	1.068808925	-1.011235368	0.2271189164	0.5007110819	1.860069333	0.9010825862	2.598949471	1.153412266	0.4914493275
0.15430335	0.0	1.688660083	1.928864184	-1.64088849	0.9643709401	0.9970293561	-1.60765715	-0.1748317833	0.7256452442	1.765270203	-0.1125890574	0.3268219208	1.7461969919999998	0.3808097767
0.14967091429999999	0.0	1.687481401	1.709811966	-1.051667478	1.497796424	0.5640513492	-1.4578774559999998	0.8486590093999999	0.5619568076	1.5810917919999998	-0.2070202751	-0.6794093634999999	-0.3966989881	1.686921022
0.1446663732	0.0	1.915678892	1.618098809	-2.057065289	-2.147209359	0.8814380853	-1.842425741	0.1907188499	0.9825151711	1.476663709	-0.4459442981	-0.5255133502	-0.1910608066	0.4676397648
0.1393021686	0.0	-3.683367061	0.3278016241	-2.9155428910000003	-0.5995458359	-0.7508110806	0.6076545398	0.05923702037	0.3464142806	-0.01345304664	-0.8325643756000001	-0.9123929668	-1.743560414	-2.502559208
0.13359163699999999	0.0	-1.480936349	0.7952940568000001	2.180883386	0.2257368683	0.1057350648	-0.4831930059	-1.60399839	1.111811917	0.4753582468	0.3745740935	-0.3210792699	-1.20119519	1.760702634
0.1275489755	0.0	-0.9705675396	0.26462455030000004	0.1087049404	-0.2138633795	-0.0218228536	1.038443241	0.8265465084	1.313819369	-0.2398312672	2.684277376	1.650236232	0.01735955602	1.49020697
0.12118920710000004	0.0	-0.7134800714	0.13569315880000002	0.3931562703	-0.6869096173999999	-0.7044533859000001	0.3183766231	-0.1913043332	0.3428078632	-0.7874553179000001	0.9304629162	2.943933763	0.1994773139	0.6904455929000001
0.1145281432	0.0	-0.3757972162	-0.1740762763	0.6411037463	-0.2063754513	-0.9264865847	0.4171526435	0.8470095420999999	-0.4582764445000001	-1.421331008	0.35931961240000004	-0.8602402382	-0.1197692341	-0.4649856641
0.10758234439999999	0.0	-0.03209623631	-0.2084085401	0.120495585	-0.9309147803	-0.8379344123	0.4670637002	-0.5538493253	0.06450966421	-1.57508379	-0.4554270849	-0.8498340459	-1.185733231	-2.18584015
0.1003690789	0.0	-0.631349401	-0.07321105935	0.7401370779	-0.1834750951	-1.0778638390000002	0.5720057444	1.095206573	0.255529862	-0.1882229761	1.083878975	0.2060694149	0.3128034575	-1.205549143
0.09290628	0.0	-0.3540855858	-0.2729057862	0.08125115057	-0.4204774403	-1.480622258	0.6545405957	-0.3567313724	0.1189196813	-0.8361096991	0.201932538	1.709848223	0.1430997605	-0.07205856684999999
0.08521250150000001	0.0	-0.343172841	-0.2106969698	0.598526781	-0.8276183078	-1.324762728	-0.130729439	-0.1412040359	-0.9812870846	-1.354065721	-0.2415757059	-1.336488417	-0.1925124467	0.308280884
0.0773068713	0.0	-0.3169302558	-0.3613459436	0.6329629631	-0.3497115002	-0.7775668211	-0.0027933094510000003	-0.3504428751	-1.422562246	-1.248864071	-0.07155280082	-0.7084031927	-1.792211802	-0.6759471695999999
