0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17954766219999999	0.0	0.0	0.3455401689	-1.58354118	-2.902438741	-1.463045664	0.4831232435	-3.403691424	-1.291297476	-0.6241148026	-2.062005512	-0.1514377798	-1.51277752	1.094987429	-0.7641924165
0.179086766	0.0	0.0	1.401374202	0.4379624907	-1.25976676	-2.348741577	-0.4896698385	-2.353594951	-0.1189242824	-0.04814182984	-0.2769799434	-1.794226427	-0.251448603	0.849990358	0.509127252
0.17816615649999998	0.0	0.0	1.325370248	-0.9035598952	-2.444775101	-0.9244932175	-1.413782438	-0.7975874547	0.7032150576	0.2654375903	1.38655123	0.1973831747	-0.06516686717	0.2132830962	0.15635909
0.17678819710000002	0.0	0.0	0.4947805333	0.01199870981	-2.641206507	0.6415416345	-0.1276569309	-0.1134071144	0.01137517308	1.135770683	-0.9918743907	0.24844304	1.190139295	-0.3881841999	-0.735778852
0.174956425	0.0	0.0	1.924598388	1.193884511	-2.366957397	-0.08687534457999999	1.0782321259999998	-1.763143116	0.5976545764	0.4302755367	-0.2347817668	2.187167266	0.15738204	1.22673093	-1.342261061
0.17267554219999998	0.0	0.0	2.293734356	0.9401897986	-1.05662223	-1.983832185	-0.403695597	-0.8191896595999999	-2.159996242	1.583276039	0.7384870361	-0.6892391109	1.479016805	4.305305687	-0.0915054762
0.1699514037	0.0	0.0	2.479036883	-1.446224027	-0.1304151566	0.764663023	1.978304482	-4.384021934	0.3666114112	3.241391164	0.2944093585	0.5622982233	3.93171212	-1.269636675	0.137779109
0.1667910025	0.0	0.0	1.34163175	0.828174741	1.7514721480000002	0.000560276426	1.517481137	1.7832362819999998	-1.3976349069999998	2.463256846	-0.7909398259	0.9535499101	-2.237713404	1.321287928	1.330590174
0.1632024511	0.0	0.0	2.375126643	-0.5849084186	0.29418305370000003	-1.820094462	0.24487189	1.4755393019999998	1.6462054030000002	0.9392052972	1.207304294	1.160383109	1.414690779	-0.2274601546	0.4943935043
0.1591949614	0.0	0.0	2.016918732	1.205342944	-0.7223110237	-0.3810752926	-0.6691255697999999	0.2013444035	1.384656954	1.23492263	-0.9739948651	2.173702567	0.4684796417	-0.5298383149	1.88552906
0.1547788205	0.0	0.0	0.7142750143000001	1.531109731	-1.27787822	-0.4291646169	-0.2840576865	-0.1523938383	-0.3410259608	1.443954337	-0.4444838928	0.2396152119	0.5315121397	0.1677795119	3.137153168
0.1499653646	0.0	0.0	1.334704568	-0.500911309	-1.121242658	0.4549763227000001	1.673458102	-0.3172915193	-0.7770449487000001	0.9434300273	1.260727407	-0.02254161677	-0.9322743057	-0.7814347287000001	1.569613309
0.1447669497	0.0	0.0	1.094673347	-1.02134041	-0.3860663894	-1.841690855	-0.6545423991	0.7779365009	-0.7371162452	0.5378499218	-0.287126777	-0.3996995191	1.258641813	-1.083310082	-0.6290858836
0.1391969202	0.0	0.0	1.115221838	1.27266187	-0.6477578113	-0.4701936427	-0.7037828941	-0.1599784065	1.1204006990000002	0.4763521929	-1.447131198	0.4907171021	-0.1418994016	-0.7926095364	-0.9869905576
0.1332695741	0.0	0.0	-0.2557146157	0.958267069	-0.9428830146	0.6460097624000001	1.251928785	0.00241645988	1.001765423	1.040093845	-0.511544146	-1.3466165069999998	-0.1680273725	-0.1926337558	1.331966092
0.127000127	0.0	0.0	0.5307171329	-0.8876148509999999	-1.18602854	0.0281193109	2.2258737930000003	0.223415743	1.316813031	-0.2796098771	1.626078826	-0.4321203633	-0.5917901870000001	-0.7125309724	0.2521057208
0.1204046724	0.0	0.0	0.362935263	-0.4701091457	-0.7845743539	-1.340852017	0.856162601	1.201951403	-1.083154328	-0.1007912061	-0.9277434044	-0.507861425	1.883752787	-0.6031613803	-0.8813170084
0.1135001407	0.0	0.0	0.5414227857	1.558588008	-0.2564529095	-1.865263447	-0.3292405588	-0.052561474860000006	1.390054369	0.4163711284	-0.9647857688	1.064332772	-0.07913083956	0.016592015369999998	-0.5978764152
0.1063042558	0.0	0.0	0.2537402041	-0.17538423579999998	-0.8659372825	-0.1113917026	-0.17778608629999998	0.208428513	1.56783641	1.672666654	-0.5255672618	-1.442835129	-0.4850779815	1.255528541	0.7985725104000001
0.0988354893	0.0	0.0	-0.5117577204	-0.3863903965	-1.188177327	0.7975866484	1.753929633	0.7903182473999999	0.7837581406	1.528675425	1.323034257	-0.1887912618	0.6113665205	-1.768228165	-0.1123282786
0.0911130136	0.0	0.0	-0.01571664872	-0.34955376740000005	-0.6913844081999999	-0.3981019621	1.740457539	0.6733678217	-0.02201136292	0.8697518697	-1.227143454	0.6113376911	1.533466581	0.05147538778	-0.1596127409
0.0831566521	0.0	0.0	0.6257084806000001	1.605620427	-0.03735295515	-1.6841889330000002	0.017332967930000002	0.5587377943	-0.07235558181	-0.05944347179	-0.1786163718	0.5675144473	0.5503716183	0.2718091461	-1.345387301
0.07498682870000001	0.0	0.0	0.1119627485	-0.1283017443	0.3046995249	0.1034456603	-0.3981298620000001	0.1666012991	1.281554304	-0.031753911600000004	-0.3771148669	-1.635404958	-0.3256916462	1.3890361830000002	-0.1052060771
0.0666245151	0.0	0.0	-0.3747770271	-0.1767284036	0.35316704950000005	1.073689535	0.7070452015	0.1851564586	0.1586149629	0.6248711989	1.7537912430000002	-1.199828275	-0.8663104306999999	-0.7590717619	-1.089171075
0.0580911774	0.0	0.0	-0.01853686211	-0.7346921945999999	0.3786094571	0.5032307274	0.2992086071	0.7250509969	-1.67241877	-0.5688673739	0.03674675833	-0.8270770593000001	0.4704868335	-1.192757557	-1.118088578
0.0494087204	0.0	0.0	0.8806253403000001	1.165159204	0.4542072091	-0.7697718634	-0.7256780884999999	0.6239695109000001	0.04059738514	-1.7103959480000002	-0.9820650969	0.6051567077000001	-0.07638290216	0.3055499255	-1.320129349
0.040599432000000005	0.0	0.0	0.5768452643	0.27331521940000003	0.3637593119	1.387575346	-0.25567862280000003	0.9720262037	1.401426845	-0.665055312	0.3881372791	-0.6180057997	-0.09195373397	2.385857252	0.7494506664
0.0316859254	0.0	0.0	-0.0002876738067	-0.2518831223	0.3610880208	1.496191917	0.3701872161	1.203835747	-0.7371279145	-0.7809698456999999	1.099760759	0.7878174384000001	1.229637019	-0.7632458722	0.3587574699
0.022691081499999998	0.0	0.0	0.04906860414	0.7765835901	0.5285476575	0.4788156885	-0.1283611306	0.3200403519	-1.5892552169999998	-1.054667166	-0.5855867139	1.843031307	-0.0710656786	-0.02762827421	1.102919809
0.0136379899	0.0	0.0	0.06139859704	0.6481019773	0.6767364593999999	-0.2448036032	-0.601805956	0.04546123556	-0.5225323701	-0.7978593306	0.3002461439	-1.218243051	-0.5782385135	-0.07621645461	2.9767887560000004
0.0045498898	0.0	0.0	-0.8681596911	-1.156412372	0.2032144098	0.133440099	-1.181665017	0.9109730032	0.9447619118	0.2030289329	-0.1918063904	0.3627502583	-0.22303908100000006	-0.9499555758	1.063240218
-0.0045498898	0.0	0.0	-0.6508664478	0.6044390604	-0.1624934763	1.037009983	-0.1743051412	-0.003467075964	-0.16525539779999998	0.3812140349	-1.165768132	0.797870526	-1.080371894	-0.379787663	-0.587846743
-0.0136379899	0.0	0.0	-0.026068202850000003	-0.6686850552	0.5496710967	0.6184023838	0.2544138614	-0.3115422716	-1.088854674	-0.8231340668000001	1.088398452	-0.6117615825	-1.203354675	0.1616336362	0.2207299408
-0.022691081499999998	0.0	0.0	-0.284823055	-0.9946099699	0.7144940374	0.1482985481	0.9105470007	0.05485019465	-1.324756411	-1.196975112	-0.8558979193999999	-0.2553454988	0.6878769270999999	-0.9504561744	-0.5126558199
-0.0316859254	0.0	0.0	-0.8847529161	1.589337056	0.5321986640999999	-1.420354711	-0.9095699987	0.05122186306	1.035330425	-0.633978469	-0.04036177559	0.06640164809	0.03299260703	0.1277706759	1.212853595
-0.040599432000000005	0.0	0.0	-1.527161837	-0.93565194	-0.5540723726	0.6402030452	-0.676289838	0.7727243876000001	0.3007883106	0.6074947887	1.278007289	0.7217188523	-0.658041917	-0.7116147608	-0.3498821972
-0.0494087204	0.0	0.0	-0.0750970547	-0.2656985107	0.8498233473000001	0.8155131134999999	1.183144053	-1.14972976	-1.128650268	-1.234411235	-0.9632715146	1.338150469	-0.8616591312	-0.1618962629	-0.6802713268
-0.0580911774	0.0	0.0	-0.3977994904	0.6153129197	1.108530177	-0.5792929918	-0.2547287247	-0.4658982871	-0.9929964975	-0.6752333288	0.4953608622	-2.121822861	-0.4763260694	-0.15586656210000002	0.4861064567
-0.0666245151	0.0	0.0	-0.550290387	-1.300467364	0.6500578785	-0.5577676034000001	-1.371741926	0.3861509759	-0.04915701829	-0.6630446301	0.3033919383	-0.04450243995	0.3333674487	-1.61825029	-0.2565113512
-0.07498682870000001	0.0	0.0	-0.5587400875	0.6439995750999999	0.4518110195	0.1218882527	-1.2082573559999998	-0.6351320666	1.184452446	0.04476951341	-0.9685141982	0.8735113675	-1.437590316	-0.4045028693	-1.057888343
-0.0831566521	0.0	0.0	-1.065222853	-0.4046062186	0.5641018578	1.627714521	0.9007860874	-0.08668949719	1.029940592	0.8741607837	1.1548360290000002	-1.644992249	-1.4720587880000002	-1.044820489	-1.014827206
-0.0911130136	0.0	0.0	-0.3742587117	-1.177170209	1.2954156140000002	0.5998558999	1.2075947	0.146818892	-0.6508498745	-0.423455566	-1.520518621	0.2638920379	0.1100646663	-0.520597525	-0.8998775643000001
-0.0988354893	0.0	0.0	-0.9661189294	1.632411729	1.186758764	-0.977617738	-0.4151470804	0.1658018479	-0.5786684459	-0.3664897235	0.4570714738	-0.6987212187	-0.09300487488	-0.003142881888	0.4102555527
-0.1063042558	0.0	0.0	-1.071322865	-1.423303116	0.3811168304	-0.6033048729	-1.098291773	0.5869834235	0.5328578422	-1.237210116	1.0869561559999998	-0.05301027508	0.1206782278	-0.8182821791	-0.4936847945
-0.1135001407	0.0	0.0	-1.6383046959999998	0.5080290293999999	-0.5588773332	1.071948755	-0.033914603060000006	-0.3645789432	1.362700605	-0.9899787769	-1.162185594	1.531080868	-0.5302765322	0.6518872293	-1.069508023
-0.1204046724	0.0	0.0	-1.254054919	-0.1730240145	0.1477432605	1.110395789	1.390359949	-0.2173871097	1.041247826	-0.4898849731	0.8141716240000001	-0.9466023357	-0.7002257173	1.571800783	0.1956005996
-0.127000127	0.0	0.0	-0.6074577561	-1.114617079	0.7337114853	0.5334251033	1.4355215469999998	0.1602607526	-0.5077746643	-1.207085842	-0.8612180226999999	0.8219630489	1.242889781	1.071140914	-0.2900004245
-0.1332695741	0.0	0.0	-1.48701383	1.617623285	1.107685897	-0.5739529374	1.034853086	-0.007840565683000001	-1.020688327	-0.190266296	0.6544747897	0.2286677213	0.23471167690000005	0.8071034471999999	0.5644264737
-0.1391969202	0.0	0.0	-1.136205592	-1.390098791	1.163924343	-1.367149241	-1.030611302	0.8806914517000001	0.893952374	-0.090667405	1.31506637	0.7120636934000001	-0.3792892606	0.05443159581	-0.005343302796
-0.1447669497	0.0	0.0	-0.9908718342	0.06856559723	-0.04527025573	0.7698758134	-0.9044306065	-0.07315377272000001	0.2985922243	0.2399042605	-1.419528664	1.049895983	-0.7545128887	0.2846519897	-0.5079800065
-0.1499653646	0.0	0.0	-0.358614989	0.6041536853	0.3495713039	1.264975536	0.7624680711	-0.09842026416	-0.4015937593	-0.5478655125999999	0.7436257846	-1.074132589	-0.7513585945	0.07575086347	1.638383512
-0.1547788205	0.0	0.0	-0.4209566549	-1.065689048	0.7501487508	-0.3219183111	-0.9363105651	0.6044158329	-1.2230060109999998	-1.873703206	-0.06792829212	-0.08981345810000001	1.181405503	-0.7323132967	0.06196280979
-0.1591949614	0.0	0.0	-1.076552453	1.015990598	0.6063727258	-0.1771143502	-1.648903822	-0.9218636471	0.3793904237	-1.203556978	-0.28384818370000003	0.17165855989999998	-0.3890156065	-0.1114067286	0.2994700958
-0.1632024511	0.0	0.0	-1.174774907	-1.217352432	0.2673750214	1.6562681069999998	0.323449361	-0.08883550319	0.002323954651	0.9079323961	1.724420226	-0.3401666158	-1.497938117	-1.2221383959999998	-0.7139058451000001
-0.1667910025	0.0	0.0	-0.178811175	-0.7838600273	0.8555479129000001	0.3717959305	0.007216560051	0.2304941827	-0.84746962	-0.01799946056	-1.339776574	-0.088985967	-0.1697393614	-0.07711636382	-1.239324841
