0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8
0.1753603861	0.0	1.16044313	-0.04488988667	-0.14511016289999998	0.169285043	1.546754479	0.182894176	1.270850942	1.339604709
0.1749508238	0.0	0.8491785876000001	-0.08251719828	-0.2508723956	1.370953635	1.739808901	0.01052802804	0.929684568	1.303509998
0.17413265579999998	0.0	0.5945817878	-0.05679444807999999	-0.1679496798	1.6885575659999998	1.927761149	-0.5124021981	0.4720936512	0.9342844338
0.17290779280000002	0.0	0.4958942199	0.0831921591	-0.3487073194	0.6015233833	1.774564709	-0.4977640774	0.6552929005	0.05773144445
0.1712790957	0.0	0.519411198	0.03575146857	-0.3823967279	0.27057786170000003	1.597485395	-0.1699984195	0.767446448	-0.9979158889
0.16925036829999998	0.0	0.5007706107	0.08562745870999999	-0.3687273578	1.33953034	1.276695552	-0.34820544299999995	0.6618648561	-2.14229735
0.1668263489	0.0	0.5070921415	0.1943888058	-0.35616496090000005	0.9053012558	1.077437088	-0.6932580824	0.7883531442	-1.642196681
0.1640126988	0.0	0.49845356	0.1964605066	-0.2783493419	0.6435271220000001	0.9356198609	-0.5897536594	1.184420962	-1.057091701
0.1608159894	0.0	0.5812416229999999	0.17127599649999994	-0.1786019558	0.35500426049999995	0.7987313505	-0.4392764869	1.393631075	0.5456137042
0.1572436868	0.0	0.6967737818	0.03439459227	-0.2424673288	0.8442146117	0.6927842598	-0.1168993193	1.443412643	0.4980349229
0.1533041343	0.0	0.6789399139	0.01168628396	-0.2635504264	1.986263632	0.6156226835	-0.2068428108	1.027917283	0.2722569741
0.1490065329	0.0	0.6005604865999999	0.1043307428	-0.2000471724	1.276031491	0.8401645462999999	-0.7328901112	0.6790311102	0.9523345302
0.1443609199	0.0	0.5179636597	0.12580803470000002	-0.1527068142	0.7757568076000001	0.9921325061	-0.6092979176	0.8058969029	0.345794465
0.1393781452	0.0	0.5852997863	0.04446594004	-0.2363588951	0.35146175909999994	0.9548706053	-0.3210384656	1.038520825	0.5251466315
0.1340698464	0.0	0.6271841537	-0.02647075267	-0.329515927	1.256389707	0.766429696	-0.1420982928	0.8429828023999999	-0.314216373
0.1284484213	0.0	0.5105129764	0.09507673027	-0.2711272679	1.1894251059999998	0.8552671226	-0.6397299329999999	0.5709957658	0.03338981634
0.1225269989	0.0	0.4716797194	0.1183615948	-0.2188843663	0.7956260524	0.841958572	-0.7054713295999999	0.6426094285	0.1108227695
0.116319409	0.0	0.5574779852	0.1146885038	-0.2413805972	0.2339912154	0.7061423698999999	-0.322910845	0.8639482493	0.3524526743
0.10984014980000001	0.0	0.6422835379999999	8.407674970999999e-05	-0.27463897800000003	0.4733995581	0.5673604427000001	0.01345609097	1.087200907	1.189319325
0.1031043538	0.0	0.590428286	-0.0781342722	-0.1808335496	2.068079613	0.5933006914	-0.3393496447	0.6300535459000001	1.673998244
0.09612775289999999	0.0	0.5661653277	-0.018649405990000003	-0.1924842212	1.227610718	0.7590528384	-0.8793393116	0.03990675894	1.691975641
0.0889266411	0.0	0.6033161919	0.003720971502	-0.2650257683	0.5059450044	0.7862364755	-0.6985741059	-0.01895162158	1.332200092
0.081517837	0.0	0.6560170679	-0.03939845841	-0.2738650006	0.7160476658	0.5846048314	-0.5670243096	-0.02886992091	0.2238430053
0.0739186442	0.0	0.5333542008	0.06320378108	-0.2347567164	1.434140979	0.6436402849	-0.9696235264	0.004264696616	0.4394707066
0.066146811	0.0	0.50039126	0.09344433117	-0.2241679974	0.8421529389	0.7510821537000001	-0.8160934157999999	0.3869716065	0.7063109265999999
0.0582204889	0.0	0.5857968868	0.13709460980000002	-0.2233188489	0.4303754609000001	0.5636007142	-0.5570600842	0.7749269825	0.7716393184
0.0501581901	0.0	0.6503470293	0.0365045463	-0.20664524760000005	0.1657482073	0.6256778840999999	-0.1160509608	1.195256906	1.598358158
0.041978744500000005	0.0	0.7605667470999999	-0.058439630260000014	-0.2838148811	1.06858647	0.5983749795000001	-0.198735414	0.9507400813	1.203504977
0.0337012556	0.0	0.6849595647	0.03320375055	-0.2917018631	1.360794861	0.6394941342	-0.7155255737	0.4687697002	1.029401835
0.0253450559	0.0	0.5683463672	0.06541976675	-0.210284482	0.7977956472	0.7812323174	-0.8221488833	0.4855297052000001	1.124811843
0.016929661699999998	0.0	0.6359544846999999	0.1080579859	-0.2919335159	0.4760208223	0.6700162397	-0.7093959245999999	0.7344572806999999	1.239853237
0.0084747274	0.0	-0.5314327757	-0.8872433436	2.063907803	0.4389951274	-0.3843333596	-0.104333856	0.1252933211	1.122562697
0.0	0.0	1.366031837	-0.02102936545	-0.1595649957	0.2838640183	-0.8318259562	-0.3354599867	0.3997152423	-0.3518053558
-0.0084747274	0.0	1.070354959	0.009115140121	-0.1275040698	0.8548214234	-0.5819731896	-0.09145816874	0.7381426157	0.4553759572
-0.016929661699999998	0.0	-5.6276638760000015	-7.67252137	-6.504700057999999	-1.817446535	1.773358428	-0.09207265553	-2.129492602	-1.512149823
-0.0253450559	0.0	2.371542392	-1.180101221	3.450413788	-1.259255903	-1.074996215	-5.890697113	2.433046611	0.9738045066
-0.0337012556	0.0	0.03858915999	-0.17170053870000002	0.9304874082	-0.2968985253	-0.4556812525	1.729146984	-1.937695724	0.5332321846
-0.041978744500000005	0.0	-0.3600342232	0.04590838266	0.5050680947999999	-1.028538137	-0.5249790632	1.131180206	-2.232367753	-0.6985130959999999
-0.0501581901	0.0	-0.5515749712	0.14147857960000002	0.3178894441	-1.115525503	-0.4082391522	0.7290940126000001	-2.335052439	-1.1579835859999998
-0.0582204889	0.0	-0.6428284403	0.2438689749	0.1529462123	-1.297814527	-0.4481797473	0.269009388	-2.262723888	-1.531544451
-0.066146811	0.0	-0.7127513931999999	0.376068748	0.2470568313	-1.369554042	-0.625674958	-0.2316560708	-1.55106891	-1.378657604
-0.0739186442	0.0	-0.6700758854	0.3907117389	0.2704410088	-1.241508014	-0.8107098597	-0.009426070186	-0.9024453247	-0.7318301706
-0.081517837	0.0	-0.6120263301	0.35305854229999994	0.2605823458	-0.7529699875	-1.011929718	0.3920880586	-0.5646291015	-0.3372298643
-0.0889266411	0.0	-0.5714315893999999	0.3470716983	0.295878843	-0.540319696	-1.106323592	0.5092567308	-0.4403129365	-0.08706729771999999
-0.09612775289999999	0.0	-0.5703250278	0.3052225294	0.353682512	-0.8489571567	-1.07225999	0.860655128	-0.5625705913	-0.8643516220999999
-0.1031043538	0.0	-0.544613265	0.2778742475	0.3220488814	-0.9007410853	-1.116448201	0.9508421997	-0.9201209826	-1.681662072
-0.10984014980000001	0.0	-0.5203579904	0.3179706003	0.2958776827	-1.093547566	-1.05926407	0.6324405422	-0.9949907797	-1.273955937
-0.116319409	0.0	-0.5704471720000001	0.3665041497	0.34792489590000003	-1.094340479	-1.001175434	0.3427574674	-0.8059939008	-0.6530890406000001
-0.1225269989	0.0	-0.6587696807	0.4035650772	0.3691561438	-0.7758108898	-1.053565718	0.2720405792	-0.3142229354	-0.6131862416
-0.1284484213	0.0	-0.6237339881	0.3745581229	0.3079582132	-0.5245564289	-1.162305674	0.5274172522	-0.3477259742	-0.4356708006
-0.1340698464	0.0	-0.5117256168	0.2814084971	0.2376862257	-0.8900320915000001	-1.10051085	0.739870774	-0.5519288894	0.34968034439999995
-0.1393781452	0.0	-0.5066914714999999	0.2152172332	0.3449847512	-0.9111369961	-1.177896883	0.7837637561	-0.5118698615999999	-0.04690488326
-0.1443609199	0.0	-0.615276783	0.236449611	0.3867415155	-0.9820646222	-1.12807819	0.3752842718	-0.70585904	0.526292123
-0.1490065329	0.0	-0.7448831270999999	0.2692020888	0.2541628504	-0.9773512015	-0.9882075535	0.3196822608	-0.7873664331999999	0.4443170504
-0.1533041343	0.0	-0.7497028505	0.3152820388	0.2166542448	-0.3668955504	-0.8853791193	0.3913935726	-0.7851533677	-0.7002079134999999
-0.1572436868	0.0	-0.7187531176	0.3411957583	0.2731332663	-1.00141026	-1.187723501	0.7132661962000001	-0.6378552351	-1.202918289
-0.1608159894	0.0	-0.5940788505	0.2728824454	0.2190833809	-1.027810186	-1.334746693	1.229045427	-0.6416077936	0.103601851
-0.1640126988	0.0	-0.5944287937	0.3049462581	0.2379915695	-0.8972353896999999	-1.313364419	1.138316202	-0.4553659561	0.9246715004
-0.1668263489	0.0	-0.6947015179000001	0.3326779713	0.2804919904	-0.87333525	-0.9962777476	0.8569477406	-0.6762967924	0.8706253999
-0.16925036829999998	0.0	-0.7227762159000001	0.2685136363	0.1424043435	-0.5476539009	-0.8233649244	1.105548863	-0.7735312648999999	-0.5339145788
-0.1712790957	0.0	-0.7350327991	0.3168385214	0.280166233	-0.7909009543000001	-0.960417066	1.037740098	-0.4562737001	-1.5068426330000002
-0.17290779280000002	0.0	-0.7011959756	0.2793524397	0.1839327373	-1.060637695	-1.102395644	1.375688712	-0.4633708174	-1.06237078
-0.17413265579999998	0.0	-0.6777365433	0.33093774260000003	0.22869637	-1.016079178	-0.9573468853	1.137414351	-0.6554258964	-0.7563675608
-0.1749508238	0.0	-0.7035732862	0.3711559989	0.34025437700000005	-1.187594641	-0.8032713931000001	0.7838541363	-0.3475838828	-0.8334642829000001
-0.1753603861	0.0	-0.7392810634	0.2926104811	0.4604549266	-0.7098769732	-0.7884172393000001	0.6512392613	0.30549479890000003	-1.694422119
