0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15
0.12450533039999999	0.124477639	0.1244314912	0.0	3.090624567	1.944747945	-2.502072731	0.6286493451	-2.156297064	2.03087384	1.680003596	-0.03345917558	0.2253086713	0.4892010532	-2.17909854	0.3409591832	2.152496024
0.1244314912	0.1241823917	0.12376759529999999	0.0	3.290223825	1.986967141	-2.310177505	1.021545115	-1.427490897	1.693226031	3.542228616	0.8730605558	0.2393821967	0.1922447756	-0.7941479725	-0.8025453816	3.266254183
0.1242838566	0.12359259759999999	0.1224433458	0.0	2.51335189	1.948284962	-0.8899697423999999	1.837648839	-1.5206550419999998	2.288205871	0.04756277954	0.8073450174	-0.4045497324	-0.3992763957	-1.4272709469999998	-2.587859346	1.602460138
0.1240625143	0.1227096555	0.1204658081	0.0	2.335081839	1.548179501	-1.116180804	1.715531932	-2.467883684	1.155605792	1.147756023	1.491655635	-0.2324031957	0.8960664987000001	-1.712841618	-0.9350743479	0.3374835751
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	1.5272030980000002	1.295000378	-1.966807749	0.5848901921999999	-1.737356525	-1.042296083	0.8798026452	0.8253802588	-1.636805686	1.521116472	-0.6041013413	-0.1410458194	0.6768377368999999
0.1233992748	0.1200733947	0.11459650130000001	0.0	1.946990019	1.448044128	-2.38927316	-0.185144398	-1.730142543	0.2256317088	0.5161330197999999	-0.1743997243	-0.8947658101	0.7160941874	0.1381981979	0.9353162639	0.9561844439
0.122957771	0.1183263288	0.1107360475	0.0	1.9429572	1.524026986	-1.5471442080000002	-0.1692122021	-1.585753961	1.913197405	-0.7454655666	-0.4832733308	-0.2176681189	0.532866311	0.3970908735	0.16914771620000002	0.5441875599
0.1224433458	0.116298606	0.106284769	0.0	1.807413008	1.550936719	-1.53234844	-1.325363317	-1.994732917	1.917242893	0.374110473	-1.183407433	-0.4401532512	0.1344420489	0.6718749309000001	-0.8560146037999999	0.6799122737000001
0.12185630439999999	0.1139950357	0.1012664153	0.0	1.345848037	1.225685615	-1.723131661	-1.219640408	-1.773112865	0.9420254686	0.7246017546	0.3768331281	0.2147376273	-0.7869570368000001	0.25776910940000003	-2.037798541	0.460049276
0.1211969948	0.1114210819	0.09570776140000001	0.0	0.6323253217	1.175275061	-2.205294739	0.6633271914	-1.516395511	0.7852595976000001	0.6815108593000001	1.022505951	0.7721409926999999	-1.281577796	1.094105647	1.068439328	-0.7254955604000001
0.1204658081	0.1085828495	0.08963846519999999	0.0	0.1415624029	1.085119785	-1.910805352	1.579895963	-1.682648472	1.69768338	-0.7158887381	-0.4482360162	0.02748760571	-0.3034877984	1.155414372	-1.691460459	0.4152165237
0.11966317789999999	0.10548707060000001	0.083090909	0.0	0.497226366	1.178105921	-1.514892809	0.477070242	-2.418000371	1.062784356	0.03987433627	-1.60481523	-0.6829312952	-0.29076764780000003	-1.3619786669999998	-1.789184001	0.8215619837
0.1187895802	0.102141088	0.0761000269	0.0	0.9583518906	0.7572086014	-2.125360481	0.4417406041	-1.542293149	0.1818126667	-0.2562455785	-0.1281342236	1.505414239	1.043029474	-1.778043375	0.9445847986	-0.7870067601999999
0.11784553310000001	0.098552838	0.0687031182	0.0	0.4728770923	1.032897128	-1.165729542	-0.9413112335	-1.287662508	2.007016496	-1.224586029	-0.978911968	0.8488967335	0.854932432	-0.7619346776	0.7363959556	-0.8354449765999999
0.11683159650000001	0.0947308316	0.0609396486	0.0	0.3473683693	1.074425449	-1.799831744	-1.753059379	-2.001822567	0.7245908501	0.7105379339	-0.7643548803	0.3389636254	-1.748215667	-0.3231792486	-0.4979256526	0.680803588
0.1157483718	0.09068413410000001	0.0528510396	0.0	0.5417450429999999	1.014819051	-2.088083726	-0.6908930437	-1.027445062	1.304705161	0.7983702545999999	0.8142609029000001	2.104955206	-1.724221023	0.09232970418	-0.3077340757	-0.75678465
0.11459650130000001	0.0864223439	0.0444804475	0.0	0.5021984671999999	1.005845478	-1.289758825	0.4275028161	-1.571309792	2.456942593	-0.7820438859000001	0.08827527813	1.210814374	-0.4438750141	1.55799754	-0.3303117261	-0.4476613683
0.11337666810000001	0.0819555694	0.035872533	0.0	0.8888509709	0.9355783918	-0.5098935364	0.4722362328	-2.177947699	1.978187981	-0.6616969315	0.34174046350000004	0.5166773675999999	-0.497619176	0.2464478054	-0.2783076087	-1.599839989
0.1120895957	0.0772944054	0.0270732229	0.0	1.321932946	0.8302696797	-1.013601307	0.6001966192	-1.81394587	0.3329331081	0.4686612135	0.7995209459999999	2.198104235	-0.5144306959	0.7175114905	0.427602156	-2.140422888
0.1107360475	0.0724499076	0.0181294655	0.0	0.7954133122	0.840478444	-0.1799658864	1.451671388	-1.193118969	1.980688779	-1.5168120930000002	0.5086930681	1.645117402	-0.2115834856	1.175863653	-1.215097956	0.0007054593639000001
0.1093168261	0.06743356660000001	0.0090889796	0.0	0.4319543527	0.8975413997	-0.5502327719	1.3617872430000002	-2.110660599	0.8678779507	0.3958628357	-0.02506033522	0.1405687371	0.5430646509	-0.7288736497	-1.681843689	-0.07545212748999999
0.10783277320000001	0.0622572806	0.0	0.0	0.1486588751	0.5914656199	-1.256549141	0.5503509212	-1.50795045	0.8115401117000001	-1.223947346	1.4448025480000002	1.399221277	1.882919789	-0.8022724384000001	0.3925368589	-0.4500434178
0.106284769	0.0569333273	-0.0090889796	0.0	-0.1326410114	0.7124566336	-0.6519538536	-0.9584118616	-1.461944399	1.329509846	-1.566773265	-0.8147498047	-0.4968265162	0.08364903601	0.5386143192	-0.2525887834	0.7972586776999999
0.1046737315	0.0514743344	-0.0181294655	0.0	0.2903292946	0.5850685358	-1.646061205	-1.948925909	-1.556278299	0.7010944603	0.2598216116	-0.1579808963	0.07608435374	-1.886143302	-0.577042217	-1.126769842	-0.7287997706999999
0.10300061619999999	0.04589325	-0.0270732229	0.0	0.5447593061	0.3780720203	-1.27291627	0.2644669526	-0.6563574813	0.7835746619	-0.3786514048	-0.2655225986	1.74168931	-0.4038372312	2.157983759	-0.6168388215999999	-0.13769670609999998
0.1012664153	0.0402033119	-0.035872533	0.0	0.7432911423	0.9804463896	-0.39513021	0.699842576	-0.7012589306	1.638779671	-1.822147425	-1.5837347659999998	1.073993646	-0.4387990948	-0.7852074515999999	-1.834762946	0.35982088450000005
0.0994721573	0.0344180161	-0.0444804475	0.0	0.5394129384	1.76819485	-1.20992459	-0.0867971322	-1.347905577	1.378641774	0.6928610470000001	0.5484315419	-0.07366292549	1.180540089	-2.3413077980000003	-0.8537700831999999	-1.12282337
0.0976189063	0.0285510844	-0.0528510396	0.0	1.660291432	1.369929458	-1.719924215	-1.064772934	-1.340452182	-0.02746376488	0.5545847682	0.4154869493	-0.7314349017	2.020403161	0.2340442518	0.5216215482	1.04608971
0.09570776140000001	0.0226164328	-0.0609396486	0.0	1.57144975	1.446416549	-0.934745204	-1.1529129059999998	-1.4285854180000002	-0.6257401932	-1.223781281	1.3524722669999998	0.34384986840000004	-1.592079705	-0.34237281070000003	-0.02430577552	1.4954866269999998
