0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16
0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1259783674	0.1259489983	0.1259000548	0.0	0.0	0.0	0.0	1.93874586	1.444762391	0.6387923631	0.147070341	1.4618627	1.0719865240000002	2.892542563	5.117234948	-1.605719353	2.948099172	-0.6820551234000001
0.1259000548	0.1256358692	0.1251959706	0.0	0.0	0.0	0.0	1.950619219	0.1074149369	-0.4471295861	0.5726648	0.9990746586	3.1956158789999995	3.4486205360000004	2.118975562	-0.4321391663	3.436039815	0.9727018006
0.1257434781	0.12501038960000002	0.12379173980000001	0.0	0.0	0.0	0.0	0.8069894479999999	-0.6834049239	1.293611215	-1.297108185	1.486216575	0.614122417	1.988328748	-0.1460026614	-0.7981551379	-0.4053131137	0.5895182928
0.1255087347	0.1240741145	0.12169521529999999	0.0	0.0	0.0	0.0	1.922962374	0.5982961167999999	0.7428248578	-1.242753601	0.26314085870000004	0.2606589223	0.6398765351	-0.12602578150000002	-0.34481731600000004	0.109487401	-2.065373958
0.1251959706	0.1228293715	0.1189181218	0.0	0.0	0.0	0.0	-1.039542808	0.6901497177	0.1154474949	-0.7362187308	-1.198228163	1.165942929	0.8072566423	1.042756972	-0.7572422283	-0.7686200492	-0.6072172146
0.1248053801	0.1212792554	0.11547599	0.0	0.0	0.0	0.0	-0.5286153127000001	0.5716365187	-1.877241178	-0.3490080532	0.7250549989	-1.238889512	1.358793718	0.120707312	-2.078867891	0.07932406543	0.6864066552
0.1243372062	0.1194276199	0.11138806960000001	0.0	0.0	0.0	0.0	1.978541251	-1.432370094	0.1124099055	-1.24690156	-0.4281442384	-0.3609542668	1.01677057	-1.877622428	0.31303774510000004	-1.045192249	-0.817646254
0.12379173980000001	0.1172790686	0.1066772219	0.0	0.0	0.0	0.0	-1.196616923	-0.1135704037	0.5467105828000001	-1.315150143	-1.050436671	0.7110600568000001	0.07442780869	-0.4055955568	-1.218978864	-1.430705764	-1.262550744
0.1231693199	0.11483894300000001	0.10136979189999999	0.0	0.0	0.0	0.0	-0.8885980317000001	0.8500179764	-1.411006625	-0.3110438948	0.006318127375	-1.728981797	0.207543003	0.2510271822	-2.037355009	0.6464178128	0.2412508438
0.1224703336	0.1121133098	0.09549546099999999	0.0	0.0	0.0	0.0	0.6652679869	-0.7357154844	-0.8885952389	-1.322890172	-0.4501368716	-1.167641698	1.537533812	0.1425208045	1.4651783619999998	0.09383966101	-0.4979983738
