0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1781187815	0.0	0.0	0.0	-1.873176788	-2.856486681	-1.637262894	-2.031264465	-4.972026986	-0.059338893039999986	1.674758865
0.1776759502	0.0	0.0	0.0	-0.04495058385	-0.9966748716	-2.016419628	1.186272783	-1.141163729	-0.6307665297	-1.806387056
0.1767913884	0.0	0.0	0.0	0.561602616	-0.8114151464	-2.265429874	0.9419091976	-0.468931462	-1.523556458	-0.8917866352
0.1754672954	0.0	0.0	0.0	0.8483910708	-0.4028565391	-2.586393408	0.6166890466	-0.08642592344000001	-1.296156261	-1.419512554
0.1737069631	0.0	0.0	0.0	-0.2212282193	-0.3311708829	-2.088935265	-1.121405395	0.1594464661	-1.405085203	0.5454307785
0.17151476780000002	0.0	0.0	0.0	-1.483351111	-0.6264371427000001	-1.139570791	-0.8731176443	0.8982752519	-1.455471245	-1.12250805
0.16889615989999998	0.0	0.0	0.0	-0.7448001496	1.065305425	-0.904164055	-0.198953034	0.2446446682	0.9546037493	0.7452080547
0.1658576494	0.0	0.0	0.0	-0.686728874	-0.1119478405	-1.3703443430000002	1.438681691	0.3617355683	-0.04971683072	-0.8107337298
0.1624067907	0.0	0.0	0.0	-0.8683274808	-0.6374628291	-1.363731587	0.8524516567	-0.004173855315	-0.14952689800000002	-0.8886479988
0.1585521632	0.0	0.0	0.0	-1.57395141	-0.6451962694	-0.3697257834000001	0.7177610828000001	0.009182592482	-0.9052459414	-0.5603141825
0.15430335	0.0	0.0	0.0	-1.156164303	-0.3894893803	-0.8883551989	-1.715060667	0.02286454567	0.5347803233	1.013130222
0.14967091429999999	0.0	0.0	0.0	-0.9044605354	-0.5528030663	0.1246787201	-0.02220050963	0.1650708525	0.7875789011	-1.647437956
0.1446663732	0.0	0.0	0.0	-1.593409384	0.1323599186	-1.307804113	0.5758903271	-0.4548268932	-0.6277961467000001	0.6802866069
0.1393021686	0.0	0.0	0.0	-1.637940823	0.1955229749	-1.261847035	-1.043466235	-0.03849791945	-0.1224078791	-1.388351196
0.13359163699999999	0.0	0.0	0.0	9.374080921e-05	-0.0262420313	-0.5162333293	0.7609352447	2.295097052	0.6323997874	0.9699902463
0.1275489755	0.0	0.0	0.0	0.7811700951999999	1.652959866	1.149960561	1.316893999	0.7741717887	-0.6911571978000001	0.8749349195999999
0.12118920710000004	0.0	0.0	0.0	0.2388690913	1.544173883	-0.1051744511	1.152428489	1.3776824369999998	0.26550042329999995	-0.6743280348999999
0.1145281432	0.0	0.0	0.0	-0.2299562492	1.015542264	-0.5987343621	0.5492551538	1.4796452830000002	-0.9799647032	1.367292152
0.10758234439999999	0.0	0.0	0.0	-0.4945278032	1.390967183	0.4444600498	-0.9093389046	-0.3471881761	-0.6145141759	-0.1664636997
0.1003690789	0.0	0.0	0.0	-0.5584063861	1.027781371	-0.8887494951	-0.6449516202000001	-0.2355353449	0.1126061275	-0.3269908057
0.09290628	0.0	0.0	0.0	-0.1061369168	1.5501051380000002	-0.01561066783	-0.04866581909	-1.834880484	-0.5481748118	-0.8707585520000001
0.08521250150000001	0.0	0.0	0.0	0.0009943970752	0.169876055	0.2939830716	-0.8123683187999999	-0.7113249545	1.297601894	-2.148803212
0.0773068713	0.0	0.0	0.0	1.072710594	-1.061070177	-0.2802691	0.2175634712	0.6815732532	0.8978094636	0.8251745414
0.069209044	0.0	0.0	0.0	1.400068994	-0.4703617754	1.069070171	-0.1284257969	0.2044263972	-1.091123335	0.6558733815
0.0609391522	0.0	0.0	0.0	2.28388419	-0.07396436779	0.6753352468000001	1.859490729	0.8800481974	-0.9040968149	-0.6276257938
0.052517756	0.0	0.0	0.0	1.700834253	-0.116529086	0.15451779470000002	0.2618769519	1.469537856	-0.5566125146	1.025773648
0.0439657924	0.0	0.0	0.0	1.30822403	-0.5387290357	0.14443805310000002	-0.3050540219	0.8440419795	-1.0721228390000002	1.613171018
0.0353045229	0.0	0.0	0.0	1.039346829	-1.077609985	0.5789737381000001	-0.5465886371	0.393527975	-1.367721455	-1.107502287
0.0265554808	0.0	0.0	0.0	0.3714278885	-0.8256421934999999	-1.148813808	-3.082754952	0.08144555034	-0.06896255995	-0.3213060605
0.0177404176	0.0	0.0	0.0	-0.3914170406	-0.4635910983	-0.005450259862000001	0.145216511	-0.013756058480000005	-0.3811659869	1.195722183
0.0088812489	0.0	0.0	0.0	-0.5942013944	-0.2064634956	0.6797133645000001	0.02585406357	0.1221111512	0.9425144533	0.08736318255
0.0	0.0	0.0	0.0	-0.7506993331999999	-0.1490047489	0.06179096123	0.2617416554	-0.0006089635688	1.003119327	-1.338136257
-0.0088812489	0.0	0.0	0.0	-0.529014522	0.4225922072	-0.5952795733	0.7011043105	-0.9811851953	1.147237841	0.1185438215
-0.0177404176	0.0	0.0	0.0	-0.5132710857	0.9935597871	-0.144025343	0.6568451102	-1.673098763	-0.1399290341	1.054533809
-0.0265554808	0.0	0.0	0.0	-0.7559886429000001	0.2410887307	0.6116884429999999	-0.4831825027	-1.179466247	1.250462833	-0.3307015765
-0.0353045229	0.0	0.0	0.0	-0.3812353097	-0.8499374131999999	-0.1335918563	0.3083358922	0.001327742242	0.9272814089	1.3862689190000002
-0.0439657924	0.0	0.0	0.0	0.07249971239	-0.8395379718000001	1.098039207	0.2099526219	0.1596193892	0.1168370418	-0.7854097346
-0.052517756	0.0	0.0	0.0	0.7547844478	-1.291700712	-0.443323696	0.4651302397	0.2166186157	0.0499395695	-0.2016842478
-0.0609391522	0.0	0.0	0.0	1.7639689930000002	-0.8903581618	0.9136344928	0.8517886031999999	-0.4803765935	-0.5553545835	-0.8858059565999999
-0.069209044	0.0	0.0	0.0	2.006477407	-1.032330299	-0.1968606032	-0.9133575169	-0.02976574714	-0.5612344863000001	-0.5236097859000001
-0.0773068713	0.0	0.0	0.0	1.769048288	-0.6523268845	-0.2635922142	-0.8086584089	-0.02820291742	-1.285544026	0.7196039426999999
-0.08521250150000001	0.0	0.0	0.0	-0.709053927	-0.6824208531	0.518033059	-1.164412981	0.1829840474	-1.713463611	0.8430632765
-0.09290628	0.0	0.0	0.0	-0.8156425370999999	-0.07666433707	1.146998618	-1.207493298	0.8476871095999999	0.3000275471	-0.6005519942
-0.1003690789	0.0	0.0	0.0	-0.6380653649	1.263844573	0.5434649678	-0.2315119527	0.4267411714	0.6162316890999999	0.1418142557
-0.10758234439999999	0.0	0.0	0.0	-0.6553009697	1.823307834	0.3627611449	1.102541141	-0.16412575140000002	-0.6084825437	0.8847478381
-0.1145281432	0.0	0.0	0.0	-0.3130111671	1.856530866	0.944516274	0.1230560475	0.1809182153	0.3776478981000001	-1.340489192
-0.12118920710000004	0.0	0.0	0.0	-0.2970776529	2.011236485	0.1437196334	0.730621101	0.07605612842000001	0.3751478337	-0.25704639960000003
-0.1275489755	0.0	0.0	0.0	-0.4227101585	1.271764696	0.2794334442	0.5303532679999999	-0.1863981664	0.349346571	1.496959138
-0.13359163699999999	0.0	0.0	0.0	-0.4333717847	1.023851274	1.07991501	-0.3389277408	-0.5744828358	0.8928174091	0.06054423663
-0.1393021686	0.0	0.0	0.0	0.05810886115	-0.6974431956999999	0.6328971581	-0.162106536	0.5303977556	1.101100344	-0.6873109906999999
-0.1446663732	0.0	0.0	0.0	1.116611163	-1.03685167	0.5411500461	0.4659110546	-0.09146981358	-0.4738219104	0.9579873904
-0.14967091429999999	0.0	0.0	0.0	1.860928103	-0.820531462	1.5457879330000002	1.943749456	0.05275456813	-1.122114965	-0.4774251008
-0.15430335	0.0	0.0	0.0	-0.6464787741	-1.179961335	0.1611718613	-1.4308835569999998	0.3020596324	-1.017207542	-0.9354984692
-0.1585521632	0.0	0.0	0.0	-1.028232983	0.3986538152	1.2245557740000002	-0.3228287003	0.7272074739	-1.399582909	0.2957845725
-0.1624067907	0.0	0.0	0.0	-0.1695360688	1.4194866469999998	1.32090615	0.6148098943	0.9403995088	0.5969460818	-1.153748107
-0.1658576494	0.0	0.0	0.0	0.387694526	0.7231400172	0.3755457189	1.6984187430000002	1.735164897	1.894196899	1.776618433
