0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14
0.12450533039999999	0.124477639	0.1244314912	0.0	-0.07709188877	-0.2452360884	-4.007138402	-0.8876240412	-0.8236857287	0.4890644725	-3.00116061	-1.997646987	0.1359405589	0.13709236130000002	-0.3426930632	0.5317848924
0.1244314912	0.1241823917	0.12376759529999999	0.0	-0.764316744	-0.9180495274	-3.704927627	-1.016660062	-2.265644444	-0.4585351105	-2.665817035	-2.759357462	1.388684675	2.062288849	-1.212190195	-0.1580382725
0.1242838566	0.12359259759999999	0.1224433458	0.0	-0.8848473942	-1.332820892	-2.146270733	-0.5135740684000001	-2.167357341	-0.8257335845	-3.222355047	-1.5115663680000002	0.2315969348	1.692128521	0.01351143633	-0.01929392524
0.1240625143	0.1227096555	0.1204658081	0.0	-0.8727470338	-1.091340688	-1.79126266	-0.9199577615	0.3853627608	-1.033913774	-3.302810535	0.5452806931	-0.5743148015	0.9458021977	0.344852144	0.3670249901
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-0.5940939419	-1.294992208	-2.618571627	-1.679788959	0.3200922186	-1.151670866	-2.341742681	0.7975054198	0.5850081322	1.955326924	0.5185663872	0.6185412847999999
0.1233992748	0.1200733947	0.11459650130000001	0.0	0.7145301459000001	-1.370360218	-1.87111174	-1.305222546	-1.170240889	-0.7111929414	-1.01296489	0.9553141589	0.9064949989	2.07217939	0.779676837	-0.4207539643
0.122957771	0.1183263288	0.1107360475	0.0	1.590953012	-1.165349778	-0.9893257445	-0.6642630646000001	-1.851313605	-1.189994969	-2.266494056	0.5304972097999999	-0.3870704786	0.6972544689	0.550882898	-2.127877994
0.1224433458	0.116298606	0.106284769	0.0	0.9539965716	-1.11395037	-1.760231504	-0.5330126444	-0.4109921039	-1.856444627	-2.716112491	0.3016739943	-0.4375417757	-0.5811908856	0.5544818734	-0.8145293599
0.12185630439999999	0.1139950357	0.1012664153	0.0	-0.4802662521	-1.207018427	-2.177805576	-0.5083809913	0.3772065695	-1.3746337919999998	-0.96851512	0.6006290045	1.470381713	-0.4643011574	0.2551926015	0.5018304795
0.1211969948	0.1114210819	0.09570776140000001	0.0	-0.05820979409	-1.117106455	-1.766300543	-0.4837291466	-1.557554444	-0.1148111804	-0.4715355408	1.58236631	2.542451377	0.01807189444	0.8062732542000001	-1.036687781
0.1204658081	0.1085828495	0.08963846519999999	0.0	1.831031787	-0.4605074026	-1.487208574	-0.2356716554	-1.506447184	-0.3883356327	-1.94404193	1.046779617	0.1577030107	-0.7932251247	2.104554744	-2.3336492580000003
0.11966317789999999	0.10548707060000001	0.083090909	0.0	0.7244733725	-1.114134763	-2.264030184	-0.9544852137	0.1516127494	-1.64823894	-1.805107989	-0.02360010226	-0.8328750676000001	-1.178532381	0.3647384422	-0.4803170319
0.1187895802	0.102141088	0.0761000269	0.0	-0.02132856091	-1.954360372	-1.721416103	-1.048491557	0.02744929	-2.398324969	-0.6217736792	-0.7966728702	-0.037332777430000005	0.2070150055	0.1225188185	-0.08765939877000001
0.11784553310000001	0.098552838	0.0687031182	0.0	0.9849837287	-1.695181651	-0.5770552151	-0.8430861225	-1.18784419	-1.272141842	-0.5337597785	-0.3616143557	0.3274891193	1.489006992	0.8559763828	-1.086055842
0.11683159650000001	0.0947308316	0.0609396486	0.0	1.523973852	-0.9962424639	-0.5083751375	-0.5785071768	-0.9192572699	-0.8897560959	-1.37065892	0.1279710824	-0.6116431525	-0.4025051802	0.02619442519	-1.3799692819999998
0.1157483718	0.09068413410000001	0.0528510396	0.0	-0.2872502625	-1.099043122	-1.565194868	-0.5648527741	-0.3161721127	-0.9805316871	-0.7872967464	0.8547365067	0.1868477492	-1.4519580909999998	-0.2371480055	-0.2485769309
0.11459650130000001	0.0864223439	0.0444804475	0.0	0.8788744031999999	-0.7817643189	-1.331552049	-0.6187350853	0.3724043419	-0.7148099971999999	0.359573449	0.5416553794	0.6505835064	-0.18724156	2.43609227	-0.2923875877
0.11337666810000001	0.0819555694	0.035872533	0.0	1.171255925	-1.26693139	-0.6375048065	-1.246269946	-0.3110517315	-0.382015994	0.1040377901	-0.5689599009	1.084307748	1.2810961440000002	0.8803513270000001	-0.5602337522999999
0.1120895957	0.0772944054	0.0270732229	0.0	0.603772006	-1.791997473	0.08680001107	-0.7261005466	-0.7947673773	0.6389318566	-0.4483236834000001	-1.220291334	-0.6385088729	-0.4925867937	-0.7380956455	-1.322497415
0.1107360475	0.0724499076	0.0181294655	0.0	0.0241402005	-1.6650140080000002	-0.2072456658	-1.322688981	1.114145777	0.6832553720000001	-0.6684756599	-1.123246042	0.008856855956	-1.379077853	-1.06275062	-0.9323993733
0.1093168261	0.06743356660000001	0.0090889796	0.0	-0.08356884887	-1.771851084	0.04577254952	-1.066940126	0.7924664220000001	0.7003648922	0.505827537	-0.9746455011	0.6416393229999999	-1.123276749	-1.7690528680000002	0.2160593952
0.10783277320000001	0.0622572806	0.0	0.0	0.8735451261	-1.408116009	0.3919016705	-1.173788848	0.0114256368	-0.9149613709	0.1540233333	-0.5396881971999999	1.202030198	0.7868219538	-1.961150416	1.824123951
0.106284769	0.0569333273	-0.0090889796	0.0	1.715081741	-0.5759141431	1.305736213	-0.4959169279	-0.9623255049	0.0958272334	0.05995757672	0.7809629283	-0.125079402	0.4950923465	0.4238655422	1.237044396
0.1046737315	0.0514743344	-0.0181294655	0.0	2.287568191	-0.2732324957	0.4642054422	-1.001943381	0.2497466527	1.692335083	-0.1906883073	0.7428437777	-1.084412587	-0.509122297	2.193178182	-1.097243861
0.10300061619999999	0.04589325	-0.0270732229	0.0	1.05398074	-1.00859097	-0.6354730366	-1.241645695	1.057005205	1.922450093	0.7063107309000001	-0.2633552681	-0.5372205055	-1.88975481	-0.4232102501	-0.5698701009
0.1012664153	0.0402033119	-0.035872533	0.0	0.2688389434	-1.415609217	-0.4337836345	-1.639961217	0.3460020489	1.580910487	1.205723551	-0.6184976346	0.7371048331000001	-0.0955848325	-1.4676521930000002	0.7908106233
0.0994721573	0.0344180161	-0.0444804475	0.0	0.25212889510000003	-1.64284094	0.836103437	-0.7681308703	-0.9026807039	1.149201449	0.8713888842	-0.7610991983	-0.2238640812	0.6234870795	-1.313150125	1.376336346
0.0976189063	0.0285510844	-0.0528510396	0.0	1.346330636	-1.041947901	1.425119768	-1.181668153	-0.6777864677	-0.2473562257	0.09553255446	-0.5275141237	-0.7550700478	0.3618021193	0.3919701259	0.2804225068
0.09570776140000001	0.0226164328	-0.0609396486	0.0	1.074353138	-0.5105148629	0.6132633734	-0.7793582887	0.5626107418	-0.8406183112000001	-0.6431241324	1.076992049	-1.016763282	-1.679582848	0.01023507413	-1.151723904
0.093739856	0.0166281375	-0.0687031182	0.0	1.025198217	-0.3711861833	-0.5540427106	-1.335168983	0.9566591971	-0.6930589261	0.6781723846	1.063797707	1.152684167	-0.3840019081	0.3742431821	-0.3808166441
0.09171635730000001	0.0106004021	-0.0761000269	0.0	1.379018796	-0.5658093536	0.161344403	-0.688495715	-0.9608931414	-0.5402320185	0.6261293829	0.2685071774	1.557135847	0.629877403	0.07508226642000003	0.8037423873999999
0.08963846519999999	0.0045475237	-0.083090909	0.0	0.9295106083	-0.6777443837	0.407489882	-0.6352316593999999	-1.243514529	-0.7078064661	0.1234173295	0.26762092460000003	-0.04536629443	0.5852054461999999	-0.3577327265	1.368490895
0.08750741210000001	-0.0015161409	-0.08963846519999999	0.0	0.1363955349	-0.5477485813	0.5739506012	-0.7740559116	-0.5774912978	-0.412342281	-0.5218287142	0.879369295	-1.026586973	-0.9496422942	0.7501396948000001	0.028738784310000005
0.0853244618	-0.007576209499999998	-0.09570776140000001	0.0	-0.1944229068	0.07467023931	-0.4989576961	-1.3774226669999998	0.8504161615000001	-0.31883091010000003	1.292855432	1.434959825	-0.1251800252	-1.363585101	0.3090920432	-1.4412406919999998
0.083090909	-0.013618308	-0.1012664153	0.0	-0.5011280103	-0.1255735884	-0.0654918358	-1.062370589	-1.128349233	-0.474168704	1.779665034	1.50965884	0.3317698002	0.09856357893	-1.16862705	0.13718512859999998
0.0808080783	-0.0196281055	-0.106284769	0.0	-0.86074217	-0.07666337806	0.2698180919	-0.7491721995999999	-1.824385792	-0.7231466222	1.03176636	0.6029847153	-0.7443120019	0.2696150674	-0.52481469	1.01453117
0.0784773235	-0.025591347200000003	-0.1107360475	0.0	-0.9479710446	-0.13238873269999998	0.9296329754	-0.8078625284000001	-0.7840509981	-0.5876945731000001	-0.13046664689999998	0.4145031244	-0.7971951039	-0.848081203	0.17944818850000002	0.5862289111
0.0761000269	-0.0314938891	-0.11459650130000001	0.0	-1.3491456430000002	0.2053217193	0.1545039584	-0.8593049484	1.192163884	-0.7388586489	0.7985459334999999	-0.08199316871000001	-0.7366790529	-1.181107897	-0.09292088709	-0.5233874541
0.0736775984	-0.037321731000000004	-0.11784553310000001	0.0	-1.180968275	-0.003301492142	0.6676613185	-0.9932176117	-0.3535071978	-0.4206712218	1.415829657	0.07110059545	1.193650088	0.8313933737	-1.4680193119999998	0.2403110645
0.0712114746	-0.0430610499	-0.1204658081	0.0	-1.354271229	0.01215153962	1.170205257	-0.2993381407	-1.209404825	-0.3589193339	0.4625493919	-0.3976440193	0.4888314426	0.2217205262	-0.4411040753	0.7762024954000001
0.0687031182	-0.048698232699999996	-0.1224433458	0.0	-1.221844102	0.2303562194	1.102844316	-0.5288539432	-0.2076239093	-0.5413567431	0.05310102722	-0.0219624215	0.1060801061	-1.321150462	1.089143716	0.2125791195
0.0661540166	-0.0542199087	-0.12376759529999999	0.0	-0.9571142286	0.8713569008	0.06106811088	-0.3800057687	0.7740718003	-0.4157388486	1.435077494	-0.8746934162000001	-0.5078099754	-1.517887093	0.06100462255	0.175825856
0.0635656818	-0.059612980999999995	-0.1244314912	0.0	-0.5514447836	1.410497656	0.1245661162	-0.821239521	-0.7141099581	0.8565012687000001	0.6343580256	-0.7631606586	0.7305390333	0.9480234858	-0.827584557	-0.14357526310000002
0.0609396486	-0.0648646579	-0.1244314912	0.0	-0.1723457189	2.324157147	0.3650861358	-0.583044499	-1.103890054	2.1930977190000003	0.07699067687000001	-0.1995236155	-0.4746512202000001	-0.03044768965	0.7820081808	-0.8058105266
0.0582774746	-0.0699624831	-0.12376759529999999	0.0	-0.08193635779	2.086965912	-0.5622788551	-1.088492066	-0.04875790699	0.8655173392000001	0.4360620361	-0.9474711625	-0.08212979024	-1.0104734	0.2308485942	-0.6566545544
0.0555807385	-0.0748943649	-0.1224433458	0.0	-1.173750702	0.7458804831999999	-0.005088287776999999	-0.8211190240999999	-0.09591416193	-0.34724275	1.044336598	-1.5851656440000002	0.6572232841	-0.5565381672999999	-1.378049989	0.5741264553000001
0.0528510396	-0.07964860559999999	-0.1204658081	0.0	-1.4000851930000002	0.2913249158	0.7641449998000001	-0.6696626591	-1.469746835	-0.7794083323000001	0.9749860903	-1.710898774	0.16122654960000002	1.284341588	-1.08890383	0.2329199184
0.050089997000000004	-0.08421392859999999	-0.11784553310000001	0.0	-1.244520458	-0.04910689757	1.386023288	-0.7401668572	-1.077355679	-0.5799459195000001	0.1972944326	-0.6718650009	-0.7263514611	0.2100045792	0.3435894508	-0.9854792191
0.0472992479	-0.0885795055	-0.11459650130000001	0.0	-1.4722768430000002	0.2041029713	0.9504639606	-0.8948037913	0.3006274923	-0.7724744104000001	-0.5125143041	0.798067373	-0.7458763415	-0.8325658245	0.5146814107	-1.1679133999999998
0.0444804475	-0.0927349816	-0.1107360475	0.0	-1.4564732530000002	0.4224567345	-0.1369150572	-1.120376354	0.9875439172	-0.7054468818	0.8501906855	-1.298339753	-0.04060042744	-0.6984819686	-0.1426711942	-0.3848672521
