0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17
0.12450533039999999	0.124477639	0.1244314912	0.0	-0.5747874782	1.6787805969999998	0.9438806962	-1.5156943180000002	0.6832305528	1.3119688040000002	1.275092566	-0.5786611884	1.181582326	-0.16299210390000002	-1.188289309	-1.004356837	1.731438637	0.2338090976	-0.3490814152
0.1244314912	0.1241823917	0.12376759529999999	0.0	-0.5755474923	1.858160389	0.8638596609	-1.3794656930000002	-0.2059925431	-0.9077361647	0.837600637	-0.6716794506	-0.3823634085	1.054297091	0.2627324985	-0.3034710039	1.110879908	0.1401808109	-0.5585290382
0.1242838566	0.12359259759999999	0.1224433458	0.0	-0.6140745688	1.480524253	0.5255721482	-1.017034365	0.2153501394	1.278192488	1.090370102	-0.1644521193	0.8604539239	-0.2272502957	-1.046073258	0.3279278644	1.348312427	0.581786194	0.57406674
0.1240625143	0.1227096555	0.1204658081	0.0	-0.4218245368	1.99831222	0.7215159319	-0.8748283981999999	0.5667307604999999	-0.4022979864	1.067054083	-0.1658954467	-1.463276876	0.6575357171	0.3661519736	0.8530356956999999	1.319620867	-0.4355673127	-1.767258215
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-0.5266044041	1.350567015	1.075970788	-0.6515030564000001	-0.7484872572	1.790019063	0.8682101879	0.5769548747	0.1779381538	0.105218294	0.02183120707	1.989297109	0.9262650066	-2.253316958	0.4287452424
0.1233992748	0.1200733947	0.11459650130000001	0.0	-0.9003770098	0.719130508	0.7831513673999999	-0.9599700556	2.504289067	0.438220085	0.5068606209000001	-0.007327057219	-0.7810857698	-0.299598175	1.1773801000000002	0.7768975604999999	-0.7745433773999999	-2.12265384	0.17400947149999998
0.122957771	0.1183263288	0.1107360475	0.0	-0.9219160294	0.6661506278	0.3239998294	-1.87092772	-0.6849816442000001	-0.1814295453	0.7871608275	-1.236257046	1.188443061	0.15731871	1.270705185	0.8358246988	-0.9246798667	-1.613132524	-0.1993351567
0.1224433458	0.116298606	0.106284769	0.0	-0.9360030704	0.5304771925999999	-0.05333050955	-1.698942309	1.486208177	0.4488691731	1.43026697	-0.8426628506999999	0.2648372041	-1.652464503	-0.6215690471	-0.5996182485	0.2016889272	-0.1705080245	-0.8487171136
0.12185630439999999	0.1139950357	0.1012664153	0.0	-0.8763789623999999	0.9725674802	0.6188047315	-1.771955488	-0.3896096806	-1.060833004	0.6093464018	-0.4117130672	0.4931058162	1.540479636	1.0487202	-0.3623522604	2.103242854	-0.9921019008	-0.7383745143000001
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.093491094	1.044255911	0.3086791685	-1.329129655	-0.001366082316	0.8284475715	0.07325510085	0.2192908242	0.4625223309000001	-0.7122349703	-1.4320412269999998	-1.73023099	0.1675783647	0.6083861047	0.6083592192
