0.0	1.0	0.0.1	0.0.2	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13
0.1284484213	0.0	1.623372703	-0.6515793037	0.9046955498	1.695743144	-0.07034218752999999	1.190981715	-0.06543000171	-0.06871533172000001	-0.3572988825	0.9522401404	1.258944475	-0.01621027655	0.1459692874
0.1225269989	0.0	-1.472473619	-0.8313892536	-0.9629889556	-1.312306896	0.009306985427	0.2870307568	0.6307970087	-0.4023406931	-0.168024287	-1.280096138	0.03171989704	-0.4399219128	0.8144348497
0.116319409	0.0	0.1213628555	1.037469258	-0.2800133118	-0.07649136063999999	0.9554325586	0.7277808118000001	-1.393060173	0.161585108	-0.8006093901000001	-0.4073831949	-0.4434490514	0.9575139018	-0.01762425875
0.10984014980000001	0.0	1.278564503	0.7269114376000001	0.5218699665	2.472301686	-1.097257497	0.8436274815000001	-0.007678700354	-1.2814457609999998	-0.4261543165	-0.6847738687999999	0.7422306167	-0.2944845346	-1.001781049
0.1031043538	0.0	-1.142319489	-0.9277021137	0.8050814881	-0.9693350659	-0.159069006	0.9006506987	0.3031173971	0.31188822050000004	-0.3421213219	0.6973078009	0.8234236912	0.6935154066	-0.6704854373
0.09612775289999999	0.0	-0.3803671699	-0.605325496	-1.926060879	-0.7564807795999999	1.072386529	0.7798001337	-0.2175667596	0.07448827051	0.06170191296	-0.8942756228000001	-0.634348321	-0.5693017641	-0.3468547013
0.0889266411	0.0	0.8722001247	1.278275299	-0.4094081332	-0.12966236720000002	-0.007277417762	1.3968512730000002	-1.834086597	0.2352434288	-0.2325541481	-0.18871310510000006	-0.5866530195	0.5777451801	-0.3197677515
0.081517837	0.0	1.020096977	-0.009545633464	-0.008691979676	2.045574236	-1.463691526	0.7407044510999999	-0.7957289795	-1.049168426	0.4052991634000001	-1.237523474	-0.08125527907999999	-0.5501630818	-0.9338709857
0.0739186442	0.0	-1.327970252	-1.481340668	-0.1048108946	-1.847090498	-0.8841834428	0.4676458711	-0.4573187452	0.7055221990999999	-0.457989626	0.3774926758	0.3561927022	0.396022358	-0.4172669278
0.066146811	0.0	-0.4928213506	-0.2773910343	-1.546024893	-0.5586441681000001	1.238882466	0.6021021856000001	-0.2636509278	-1.81432428	-1.011613299	-1.101865155	-1.124385725	-0.5119039038000001	-0.1604905168
0.0582204889	0.0	1.159529448	1.513407407	0.3991919119	1.697456579	-0.9475558438	0.9656229481	0.2319606507	-0.7384621652	-0.7685240004	0.2151417041	0.008708657990999999	2.345052243	-0.3244018436
0.0501581901	0.0	-1.238718147	-0.8485367291	1.735730657	0.06353853036	0.02593326824	0.9741530873	0.9168757212	-0.9295882975	0.2027120316	0.9192053876	-0.4833135913	0.2972545056	-0.7075683104
0.041978744500000005	0.0	-0.17459593059999998	-0.7973299681999999	-1.323582397	-1.054263898	1.495311087	0.08021557473999999	1.203175345	-0.7098879412000001	-1.059889442	-1.118031732	-0.9347368481	0.8431854662999999	-0.8265208134
0.0337012556	0.0	0.1759729932	1.137364907	-0.3757677087	-0.1870407705	-0.038175051460000005	0.6534858491	-1.604943946	-0.545202317	-4.377292178	1.602357239	-0.09134753683	0.1479642821	0.6827068731999999
0.0253450559	0.0	-0.368368834	-1.422817777	1.003869279	0.08967530727	-1.464494265	1.597351415	-1.016830857	-2.679475493	1.746660242	2.4429568	-0.365586558	-0.7334569521	-0.8566475707
0.016929661699999998	0.0	-0.5592224917999999	-0.5207391847999999	-1.45127819	-1.036483908	0.7070094211	0.4291907361	1.258022248	1.129348861	-0.5493496818	-0.2256294757	0.4725830309	0.298497588	-1.323488169
0.0084747274	0.0	0.8297057535	1.822537666	0.4543458806	0.3919615494	0.5594653614	0.4960642155	-0.1724714112	-0.016277852069999998	0.7574985751000001	-0.4661787574	-1.621454285	0.6363001746	0.5522577201
0.0	0.0	0.7442724855	-0.9042637211	1.828339566	0.4912694596	-0.2090647237	-0.05015331398	0.3982865581	0.033699277830000006	-0.4829068694	-0.5269326837	-0.3643938876	-0.1229857128	-1.657758893
-0.0084747274	0.0	-0.6205856484000001	0.06099254081	-0.5319159291	-0.9901923193	1.007950276	0.4814747849	2.145610079	-1.0485230559999998	0.9102614432	0.02362174867	0.6355392255	-0.16315557449999998	-0.03386020938
-0.016929661699999998	0.0	0.9161108379	1.509146219	0.03622396073	-0.1066865078	1.109580728	-0.3747689649	-1.218411045	-1.155551297	-1.324939613	-0.8681281253	-0.4480878618	0.8997103349	0.3858067619
-0.0253450559	0.0	0.3876585003	-0.9449901076	0.9300097412	-0.018502942350000003	-1.081502175	1.114215497	-0.3446622723	-1.0467758459999998	0.5791908248	1.842086157	0.3773071662	-1.004435957	-0.9467198834
-0.0337012556	0.0	-0.8449064378	-0.6228703903	-1.712418459	-1.077934812	0.6380724520000001	0.4949401119	0.4060525167	-0.2283805137	0.303542545	-0.1066161771	-0.2458497397	-0.686515137	-0.4186109124
-0.041978744500000005	0.0	0.8545265536	1.653967241	0.2715479444	0.8120434732999999	-0.8124588723	0.21934555670000006	-0.3737328817	0.4445496462	-0.4901561297	0.02066169126	-0.3714763417000001	2.196224367	-1.004490928
-0.0501581901	0.0	-0.9697228657	-0.3454036835	2.006764957	0.1464904134	-0.1927521875	0.30659817570000003	1.091125405	-0.9306272668	1.511684101	0.5017836554	-1.211747941	-0.4026388594	-2.117175979
-0.0582204889	0.0	0.01188707379	-0.04104791826	-0.8687099573	-0.8390756279000001	1.79404085	-1.158613899	1.44046729	0.4562775822	-0.7774624092	-0.4137253792	-0.5718013933	0.07675170549	-0.8938817845
-0.066146811	0.0	1.292968843	2.166779416	0.5006937193	0.1970509219	1.291008554	-0.4052417154	-0.9305574572	0.5467213071	1.588144256	1.519701074	0.2033973722	-0.884504243	1.351457851
-0.0739186442	0.0	0.5462388884	-0.9773533144	0.7296848079000001	1.079567626	-1.105909079	-1.279392043	-1.4814642219999998	1.3817036669999998	-0.5813951356	-0.7871770401	1.254244357	-2.219616851	0.7356610173
-0.081517837	0.0	-0.9347807075	-0.6808326554	-1.783940873	-1.026288691	-0.1752238659	-0.3348741514	-0.2615595351	0.34321648270000005	0.3957689425	-0.315080985	0.9087857961	-0.8852321604000001	-0.08158263471
-0.0889266411	0.0	0.4570432668	1.771183155	-0.4150550828	0.2168576734	-0.6134610635000001	-0.8706354854999999	-1.6173837969999998	0.1453507216	0.9274429149	0.5987394790999999	-1.21314712	-0.5604914163	1.103709865
-0.09612775289999999	0.0	0.02311109128	-0.9945900707	1.038238982	1.033884844	-0.84398602	-1.571674935	-0.9592515233	0.2342900681	0.04685591927	-0.1903251465	-0.4515340638000001	-1.879006417	-0.255211117
-0.1031043538	0.0	-0.8374526002	-0.7947796276000001	-1.7253766119999998	-1.032017368	0.1104175633	-1.23219072	-0.0338119263	0.1100488145	-0.397451143	-0.5352672965999999	0.4499673002	-0.9824305969	0.227696324
-0.10984014980000001	0.0	0.2765669332	1.293851125	-0.4775574514	0.16504993310000002	-0.80720322	-0.8412279694	-1.4033690069999998	0.2111782322	0.6032350615	1.281999256	-0.4795311784	0.1074821017	1.552735049
-0.116319409	0.0	-1.145450515	-1.38814762	0.747902471	-0.9968052094	-1.447324996	-1.028451911	-0.16924192920000006	-0.8424754637999999	-0.374540556	-0.17382726350000002	-1.019090872	-1.642785136	-0.3263347118
-0.1225269989	0.0	-0.4103016372	0.2392485254	-0.9813375881	-0.1066811043	1.605004985	-0.9497848963	-0.1600573718	0.3928627591	-0.09310021911	0.9658427918	0.3541793182	0.01771571915	-0.7789048759
-0.1284484213	0.0	1.612269702	-0.8836918031000001	0.9932093778	1.258144805	-0.696918987	-1.089570357	0.1629909883	1.116023164	0.2175001243	1.764217072	0.2429570502	0.18221703600000005	0.6590539017
-0.1340698464	0.0	-1.325917551	-0.2253263835	-1.119108576	-0.5988705603	0.6819694658	-1.128201651	1.135768503	1.233151543	2.161513042	0.8524886975	1.075023976	-0.73725604	0.2564203788
-0.1393781452	0.0	1.288393177	0.4628498463	0.2751949788	1.563460853	-1.067364034	-1.4782282480000002	-0.4829327654	0.7201239499	0.6490702445000001	-0.2409444884	-0.3490270052	1.600454386	0.6129989342000001
-0.1443609199	0.0	-1.628170353	-0.7054653170999999	0.4383861577000001	-1.315448215	-0.3641013453	-1.4680814519999998	1.154993	1.314646455	0.2322092386	0.5830379616	-0.9716496444	-0.3482506675	-0.3486154069
-0.1490065329	0.0	0.1877515477	1.420180144	-0.4436984761	-0.02213799938	1.7914694169999998	-1.193350587	-0.3258590965	0.6295972696	0.4357781712	0.8578181653	-0.9602528443	-1.271493047	0.27444239870000003
-0.1533041343	0.0	1.536700875	-1.402815316	0.9168797168	0.4041445077	-0.9238568274	-1.537936779	-0.225467508	-0.5304883699	-0.8289679218000001	-0.6031671039000001	-0.34321286310000004	-0.2125768941	0.1586130205
-0.1572436868	0.0	-0.9691065811	-0.4283026275	-1.3093896859999998	-0.8068025441	0.2304486523	-0.8718901947	0.947430218	1.028509671	0.9682277575	1.78485666	1.233073498	-0.06185689399	-0.2291652348
-0.1608159894	0.0	0.7258430331999999	1.560683754	0.2817194148	0.3765933848	0.1034663672	-1.273866421	-0.9954263953	1.498630226	1.255209593	2.662739286	0.1185980159	-0.5242797136	1.64769186
-0.1640126988	0.0	0.973175969	-0.7533003520999999	1.13589825	-1.201549818	-0.4619025911	-1.604099661	0.6347079842	-3.597704558	-0.01794281116	-1.5890188790000002	2.76203473	2.65373418	-1.664274862
-0.1668263489	0.0	-0.5316915245	-0.004259730959	-1.093866932	0.1803393581	1.348118617	-0.4686147785	-0.07916619325	-0.4678028774	-0.7308854413	0.9846621023	-0.6218432164	0.5799071892000001	1.109603919
-0.16925036829999998	0.0	0.7013417205	1.384538642	0.4417066331	2.78002462	-1.210290678	-0.3543875955	1.237355815	-0.7606245964	0.0111914107	0.3117884768	-1.59927421	-0.08127386156000001	0.915141634
-0.1712790957	0.0	-1.015622835	-0.3276447516	1.084238907	-0.3568446733	0.3202522727	-1.086262564	1.69002706	-0.779185791	-0.4493016414	0.1130715865	-1.092663645	0.02638819135	0.1470525909
-0.17290779280000002	0.0	-0.1177092133	-0.02332047458	-1.513024191	-0.357289709	1.263696434	-1.181375867	-0.5219611425	-0.5312911774	0.636384509	1.54036294	-0.2198338084	-0.888527858	0.4147114381000001
-0.17413265579999998	0.0	1.078531413	1.469099358	-0.7376885685	0.7175179143000001	-2.076622221	-1.815649293	-1.667979846	0.1901686329	0.4285726894	0.2615733494	-1.431902695	-0.05280658306	1.280409465
-0.1749508238	0.0	-0.3294633145	-0.76169526	0.745537522	1.052180888	-1.608015955	-1.3788545840000002	-0.6542522061	0.3864917096	-0.4021420862	-0.050586958160000015	-0.8070487075	-1.158147006	-0.4957491475
-0.1753603861	0.0	-0.904071976	-0.2210917236	-1.11359184	-0.9320273179	-0.7186223095000001	-0.9327441107	1.0036034459999998	-1.045209853	0.116242407	-0.4097204808	-0.418779144	-1.3845610519999998	1.3259320209999998
