0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10
0.12450533039999999	0.124477639	0.1244314912	0.0	1.62522861	0.34975577090000004	0.7768276029000001	1.005021766	0.28446364690000003	0.133691136	1.724964986	3.1405777460000004
0.1244314912	0.1241823917	0.12376759529999999	0.0	0.2046138228	0.6345609591	0.3239774305	-0.3724266623	-1.155306562	-1.4274622469999998	1.80060476	1.645092539
0.1242838566	0.12359259759999999	0.1224433458	0.0	0.7129557194	1.360842549	-0.7273913868999999	1.795571971	-1.580733833	-1.318160065	0.05782255663	0.9726584153
0.1240625143	0.1227096555	0.1204658081	0.0	1.262173883	-0.5660045318	0.5863471091	0.4474335933	-1.453750175	-1.316412736	-0.7617300343000001	0.2306093982
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	0.1168628693	0.2055858019	0.4736996120000001	-1.104533301	-0.91499181	0.08355523939	0.230681574	-0.4289680248
0.1233992748	0.1200733947	0.11459650130000001	0.0	0.1438465925	0.8577002156999999	-0.7365521928000001	-0.3318235099	-0.9712320543	0.5663660623	0.3019769674	-0.2632586682
0.122957771	0.1183263288	0.1107360475	0.0	-0.3274427458	1.079867288	-1.887010647	0.8384714883	-1.309002054	1.378071347	-0.956191047	-0.3985897237
0.1224433458	0.116298606	0.106284769	0.0	0.137546007	-0.02000207606	0.01919798668	2.053339505	-0.8357220590000001	1.249612543	0.3541710023	0.8095045395
0.12185630439999999	0.1139950357	0.1012664153	0.0	0.6314956218	-1.065037058	-0.2052145149	1.346578972	-0.5858089986	-0.3419583646	1.122960639	1.379453153
0.1211969948	0.1114210819	0.09570776140000001	0.0	1.594403626	-0.5814456365999999	0.7353437198999999	0.3122496623	-0.9602509865	-1.156790301	1.141495273	0.9456984302
0.1204658081	0.1085828495	0.08963846519999999	0.0	0.3783875633	-0.6540894653	0.5755005136	-1.325271213	-0.8738616615000001	-0.8799565849	0.6225114259000001	0.5141147928
0.11966317789999999	0.10548707060000001	0.083090909	0.0	-0.9046356293	-0.05077682703	-0.5799402940999999	0.352332358	-0.09028721198	-0.3313956329	-1.608325024	0.2426375523
0.1187895802	0.102141088	0.0761000269	0.0	0.4549476199	1.230440313	-0.6995223248000001	1.955469121	-0.3162488849	1.348478184	-0.2306046529	0.6864360956000001
0.11784553310000001	0.098552838	0.0687031182	0.0	0.5783692942	1.92907354	1.62911863	2.19486871	-1.042275301	1.726829437	1.423051038	0.4867216918
0.11683159650000001	0.0947308316	0.0609396486	0.0	-0.008443450166	-0.7811631367	-0.4180683439	1.58083512	-1.199007451	0.3134478532	1.034435201	0.4927994095
0.1157483718	0.09068413410000001	0.0528510396	0.0	-0.8611418454	-1.833411582	-0.09346986111	-1.168030075	-1.086646569	-0.1975508442	0.6680727678	0.2040527703
0.11459650130000001	0.0864223439	0.0444804475	0.0	-0.5659906864	0.0002281721501	1.130267402	-1.584721789	-0.6319143879	0.5392183274	0.5902264374	0.7245115534000001
0.11337666810000001	0.0819555694	0.035872533	0.0	2.091894416	-0.1086850984	0.1437568683	-0.4029033118	-1.414328642	-0.3896842404	0.9781942939	1.01076171
0.1120895957	0.0772944054	0.0270732229	0.0	0.1880993939	-0.9039800602	0.381235581	-1.5203746809999998	-1.4416951690000002	-1.199188976	0.3131819788	-0.3288034132
0.1107360475	0.0724499076	0.0181294655	0.0	-1.988655365	-0.5613350579999999	-0.09511643189	-0.6669025208	-0.7461118221999999	-1.718416147	0.06339005164	-0.5028980664
0.1093168261	0.06743356660000001	0.0090889796	0.0	-0.7775918715000001	1.326922015	-0.8366090853	0.09817112206	-0.486961321	-0.8125073137000001	-0.3455374047	0.6615556865
0.10783277320000001	0.0622572806	0.0	0.0	0.1887641865	-0.2697398622	-0.2788657623	0.9979376847	-0.7111869837	-0.3325643625	-0.040120213710000005	0.6639211293999999
0.106284769	0.0569333273	-0.0090889796	0.0	0.4790762385	-0.7365188971	0.4167628503	-0.5992559402000001	-0.6197915067	-0.1805266025	1.074371483	-0.7235745127
0.1046737315	0.0514743344	-0.0181294655	0.0	-0.6786947595999999	0.5672510102	1.914493966	-0.4739331812	-0.9541026027	0.4577063207	1.630081075	0.1021935287
0.10300061619999999	0.04589325	-0.0270732229	0.0	-0.104505785	0.5557070586	0.7709410839	-0.7325903972	-1.374619291	-0.2392175856	1.057299598	0.5366988295
0.1012664153	0.0402033119	-0.035872533	0.0	-1.700571583	-0.7169033777	-0.8866871911	-0.3799881183	-1.873114765	0.1223164614	-1.5637773780000002	0.2580393466
0.0994721573	0.0344180161	-0.0444804475	0.0	-0.9528201985	-2.045332887	-1.669710253	-0.5167376401	-1.37302443	-0.2035080679	-0.9082574126	-0.1178756664
0.0976189063	0.0285510844	-0.0528510396	0.0	-0.09720115876	-0.3289669685	1.5309772819999998	-1.491614093	-0.8057073548999999	0.917836115	0.578991369	0.2276414134
0.09570776140000001	0.0226164328	-0.0609396486	0.0	-0.3030304312	0.5445017961	0.05637159424	-0.6727571768	-0.6791653363	-0.6826673279000001	1.156585568	0.441154915
0.093739856	0.0166281375	-0.0687031182	0.0	-0.9944107401	-0.6725859391	-0.9534939571	0.7246659589	-0.8449755495	-1.493674416	-0.6643117998	0.4992476351
0.09171635730000001	0.0106004021	-0.0761000269	0.0	-0.7002614926	0.1491104929	0.6615816995	1.649463101	-0.7087896073000001	-2.086380075	0.3426034266	0.9531966895
0.08963846519999999	0.0045475237	-0.083090909	0.0	-0.3826909623	-1.274557787	-0.2970652799	0.9194302096	-1.099292798	-1.574097316	-0.1848775823	0.3531597936
0.08750741210000001	-0.0015161409	-0.08963846519999999	0.0	-0.3812030649	-1.907461118	-0.6638743669	1.4154073	-1.266225994	0.3383387499	0.3242675961	-0.2032861684
0.0853244618	-0.007576209499999998	-0.09570776140000001	0.0	-0.5007791475	-1.4617539309999998	-0.7713537511	-0.5472926322	-1.214655368	0.1968891093	0.6102009535	-1.061971853
0.083090909	-0.013618308	-0.1012664153	0.0	-1.482233133	-0.6450101590999999	1.2411184709999998	-1.52968453	-0.6424730314	-0.1455206964	0.5755441967	-0.1236175547
0.0808080783	-0.0196281055	-0.106284769	0.0	-1.345784036	0.6312374679	-0.9963609248	-1.090118798	-0.4927418081	-0.6816700966	-0.06381110478999999	0.7776714629000001
0.0784773235	-0.025591347200000003	-0.1107360475	0.0	-0.5559932887	0.8892765782	-1.65214831	0.1794120428	-0.5862529029	-1.037629527	-1.086860998	1.642841432
0.0761000269	-0.0314938891	-0.11459650130000001	0.0	-0.2206535248	1.612493159	0.1930254457	0.05855914873	-0.7746741134999999	-1.119604396	-0.2669944614	1.246832855
0.0736775984	-0.037321731000000004	-0.11784553310000001	0.0	-0.9058937646	-0.9146386299	-1.149606358	0.3848923054	-0.7539225198999999	-0.7801382617	-1.154703258	0.8855307459
0.0712114746	-0.0430610499	-0.1204658081	0.0	-0.6281945078	-0.8747453685	-0.6886935695999999	1.998429457	-0.6942804081999999	1.030897209	-0.3752877372	1.039409494
0.0687031182	-0.048698232699999996	-0.1224433458	0.0	0.1182088039	-0.8538821178	0.4181153635	0.07315446921	-0.7476279951000001	0.7782776084	0.1167664166	0.8458179596
0.0661540166	-0.0542199087	-0.12376759529999999	0.0	-1.506898473	-0.33622218670000004	-0.4048207805	-0.875351177	-0.3727102886	0.1855968007	-0.3514317996	-0.0918786373
0.0635656818	-0.059612980999999995	-0.1244314912	0.0	0.136763051	2.352685798	-1.165337683	1.238495261	0.264513553	-0.05304556839	0.7664472552	0.8835042594
0.0609396486	-0.0648646579	-0.1244314912	0.0	1.021672135	0.6416844764	1.254960913	1.058136139	-0.2498452102	-1.5368896019999998	0.8996109491	0.4069417645
0.0582774746	-0.0699624831	-0.12376759529999999	0.0	1.83574295	-0.7207111115000001	0.5778822841	-0.434683816	-0.2255442049	-1.054542655	0.8539256805	-0.2259847991
0.0555807385	-0.0748943649	-0.1224433458	0.0	-0.2738155299	0.1862727018	1.04874552	-1.1080013000000002	-0.3688269127	-0.3814417374	0.965323592	-0.3788941770000001
0.0528510396	-0.07964860559999999	-0.1204658081	0.0	-0.8726740099	-0.9100370094	-1.193218407	0.4659996529	-0.6802702277	-0.01928896353	-1.368303429	0.3761079518
0.050089997000000004	-0.08421392859999999	-0.11784553310000001	0.0	-0.8012587568	-0.610764242	-1.224559153	-1.315119624	0.038126817	0.9979780347	-0.7404728178	1.257177519
0.0472992479	-0.0885795055	-0.11459650130000001	0.0	-0.1049282388	0.3101517862	-0.7205085277	-0.3301045858	1.145301512	0.5853518266	0.1438812366	0.7746199884999999
0.0444804475	-0.0927349816	-0.1107360475	0.0	2.8529503110000003	1.336999988	2.131680539	-0.9612733423	0.4204246573	1.245842395	1.989382982	0.2616621458
0.0416352676	-0.0966705005	-0.106284769	0.0	-0.7156136820000001	0.9730089844	-1.148197641	-1.020400729	-1.00755341	0.8203626139	0.8478928529	-0.3322554993
0.0387653954	-0.1003767277	-0.1012664153	0.0	-0.9921803885	-0.4465987292	-1.446396699	0.1870489063	-0.6726411377	-0.4461074938	-0.6167457211	0.5160716535000001
0.035872533	-0.1038448724	-0.09570776140000001	0.0	-0.5590919609	-1.455957156	-0.6734842051000001	-0.2456064118	-0.6734389148000001	0.1175968308	-1.029096597	0.8549090386
0.032958396	-0.1070667085	-0.08963846519999999	0.0	-0.9166463282	0.2298158631	1.364589294	-1.4535630169999998	0.028437043430000006	-1.620773503	-0.7813040337	0.2187916685
