0.0	0.0.1	0.0.2	1.0	0.0.3	0.0.4	0.0.5	0.0.6	0.0.7	0.0.8	0.0.9	0.0.10	0.0.11	0.0.12	0.0.13	0.0.14	0.0.15	0.0.16	0.0.17
0.12450533039999999	0.124477639	0.1244314912	0.0	-1.131557822	1.991811992	1.564148775	0.2904782836	3.3742963460000004	1.618074802	-0.2188972477	-0.1912770014	2.003816183	-0.2180386257	0.34614344810000003	-1.846099691	1.411274724	4.025100767	-2.273210516
0.1244314912	0.1241823917	0.12376759529999999	0.0	-1.487477559	0.9454881924	1.052648511	1.1924832090000002	3.774439377	1.132243183	0.9776166845	-0.5621723201	1.4200680369999998	0.7415628009999999	-1.7093371469999998	-0.4543522931	0.4205228696	3.087973723	-1.3761378709999998
0.1242838566	0.12359259759999999	0.1224433458	0.0	-1.411214493	1.523629413	1.749931096	0.8051604554999999	1.558203004	-1.7250633130000002	2.19119559	-0.04305617685	2.111545216	1.044525858	1.570358173	-1.938384538	-0.3138458065	0.8016347340000001	0.782798997
0.1240625143	0.1227096555	0.1204658081	0.0	-1.627417816	1.03146283	0.5559887897	-2.043789334	0.5380582367	-0.3430303263	0.2151009142	1.2769166509999998	1.785231017	1.6604554619999998	0.7462280011	-2.96424844	-0.32769186920000004	2.493087135	-1.351904865
0.12376759529999999	0.1215356597	0.11784553310000001	0.0	-1.219438294	1.4797651630000002	1.520720633	2.722043484	-0.3813144365	-0.2764986876	0.8527829069	0.03966012868	2.229489322	1.475905601	-1.106303786	-1.094252611	-0.01593408415	1.684719274	-1.880552344
0.1233992748	0.1200733947	0.11459650130000001	0.0	-1.32603143	1.456823383	1.131371575	0.1056473813	0.4869570121	-1.95254502	0.28355071190000003	0.5398662405	0.7570444515000001	-0.9279719733	1.0379247740000002	0.9996927034	0.5540587364	2.265352001	1.988780844
0.122957771	0.1183263288	0.1107360475	0.0	-1.305172812	0.5530147153	0.5179192807999999	0.5593313807	-0.2459362754	-0.0319125436	-1.585842634	0.4970808593	0.7934697018000001	-2.069812399	0.1756315012	-2.255936727	-0.1323719343	0.9393989319	-1.406095638
0.1224433458	0.116298606	0.106284769	0.0	-1.283224422	0.001976345571	0.4904692192	-1.253280833	-0.4176531725	-1.125863507	-0.01011491454	-2.229023936	0.9436030592	-0.8204997099	-0.9870958945	-0.4790060499	-0.3003351401	-0.4771743773	-2.268914098
0.12185630439999999	0.1139950357	0.1012664153	0.0	-1.6985912680000002	-1.597652848	0.006255807345	-0.9587624021	-1.884955737	-0.0284987922	-0.07115012034	-0.8085346684	0.6970715938	-0.4382265322	0.8912344304	0.1004681277	0.6886286426999999	0.2225280003	-1.375747503
0.1211969948	0.1114210819	0.09570776140000001	0.0	-1.243671023	-0.9932655599	1.183157895	-1.5900529719999998	-1.41750616	-0.1720892712	0.2816292908	-0.6620332854	1.543403172	-1.332011906	-0.5115826172	0.3056799316	0.1258712061	0.26270103570000003	1.231624656
0.1204658081	0.1085828495	0.08963846519999999	0.0	-1.64002662	0.0667844937	0.2385233027	0.2267830491	-0.9516153601	0.09605974322	-0.4957504138	0.4112153224	1.437918992	-1.942398137	1.009162412	-0.1097238363	-1.12435456	0.7291093455	-0.4682437814
0.11966317789999999	0.10548707060000001	0.083090909	0.0	-1.132901386	0.5005550133	1.18130002	-0.1544645586	-1.526739781	-0.4715490959000001	-0.8192450469	-1.022795329	2.028029435	-0.2955070725	0.3389159874	-1.7291086969999998	0.8329514406	0.9213601751	0.575220992
0.1187895802	0.102141088	0.0761000269	0.0	-1.564337261	0.3493213224	0.2054364519	0.8598407145999999	-0.6256282516	0.2249201605	-1.417121504	0.8239971867	0.9102125872	0.7845917658	-0.6410441149	-0.0840857843	-0.2097804179	0.4065017315	-0.3145574072
0.11784553310000001	0.098552838	0.0687031182	0.0	-1.304532462	0.9116625378	0.7226236548	0.5964191422999999	-0.8762958577	-1.0455273109999998	-0.86042305	-0.9111743553	2.256384009	-1.174752964	-0.404495029	0.4712145493	-0.4132440725	-1.75310162	0.2311878029
0.11683159650000001	0.0947308316	0.0609396486	0.0	-1.792976116	-0.5987432314	0.3734548639	-0.7885715696	-1.4448022319999998	-0.7160066183	0.378717795	0.9290667493	0.4586540284	-1.50239074	-1.240265578	0.2351225186	-0.7404900069	-0.5538757821	0.2224795084
0.1157483718	0.09068413410000001	0.0528510396	0.0	-1.494968368	-0.8568084148999999	1.057444751	0.431283441	-1.5600382	-0.09141655505	-0.163608333	-1.109140305	1.831669788	-0.1123419871	0.4691956016	-1.379444401	1.5562733219999998	-1.074497417	-0.2508255706
0.11459650130000001	0.0864223439	0.0444804475	0.0	-1.576938255	-0.2145262018	0.34218354380000005	0.1925671372	-0.4288238552000001	-0.655567396	-0.7305368145000001	-1.165054357	0.1610752023	1.268291761	-1.902277798	-0.8231376701	0.1063772766	-0.8386561326	0.5225884722999999
0.11337666810000001	0.0819555694	0.035872533	0.0	-1.440521402	0.4722932827	0.6045542771	0.4423844912	-0.4574907632	-2.118125021	-0.7010379526999999	-0.4138559974	0.5179937894	-0.4292058884	0.6522209596	1.523933705	-0.5498121851	-1.457038807	-0.1090867559
0.1120895957	0.0772944054	0.0270732229	0.0	-1.190837846	-0.33782103280000003	0.7053057741	-0.4484849691	-1.572192913	-2.024019726	-1.588434796	0.5551382612	0.5789793166	-1.561674723	-1.64285617	-0.863040622	-0.847883416	-0.3884912967	0.3688184952
0.1107360475	0.0724499076	0.0181294655	0.0	-1.281812202	-0.6352502565	0.5988854237	0.3123720774	-2.090684173	-1.201953714	-0.1561397292	-1.845796578	0.3985907057	-1.314103337	0.2864411988	0.232915204	0.8173598634	-1.3999420480000002	-0.8945185542
0.1093168261	0.06743356660000001	0.0090889796	0.0	-1.052990059	-1.024415096	1.043450205	-1.550107663	-1.682756912	-1.612638296	-2.317030802	-0.3932693149	0.6403465259000001	-0.6503951853000001	0.5710772758	-1.240049802	0.7901935952	0.160657777	-0.4280962957
0.10783277320000001	0.0622572806	0.0	0.0	-1.529881108	-0.2324963327	0.74587375	0.3756456215	-1.022606563	-1.159819633	-0.470031304	-2.264121024	0.4705477258	-0.6761227033	-0.17171698440000002	0.5065532679	-0.8733401214000001	-0.3015353346	-1.19293047
0.106284769	0.0569333273	-0.0090889796	0.0	-1.04268436	0.4633674635	1.5770226019999998	-1.738680522	-1.105410398	-2.591080177	-0.553678101	0.17303165410000002	1.032100338	-0.7960653018000001	0.5305215322	-1.860398048	0.8521876395999999	0.34482214450000004	-2.047657051
